target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
9,8,Lovund,0.16246142092113164,0.001028236841272985,158,1,1
9,6,Indre Kvarøy,0.13079768807368666,0.00036740923616204117,356,2,4
9,0,Nesøy,0.09975249543046028,0.0008382562641215149,119,3,2
9,5,Hestmannøy,0.09487664665997649,8.80117315955255e-05,1078,4,6
9,1,Myken,0.04781100142278428,0.0005196847980737421,92,5,3
9,15,Southern 5,0.046033706253873576,0.00022788963492016622,202,6,5
9,14,Southern 4,0.028779330213486068,5.921672883433347e-05,486,7,7
9,10,Aldra,0.002478560869561,1.4326941442549132e-05,173,8,8
9,4,Gjerøy,0.001133478482421772,2.0313234452003082e-06,558,9,9
9,12,Southern 2,-0.015347004953145095,-3.8657443206914595e-05,397,10,10
9,3,Selvær,-0.02819891199672851,-0.000145355216477982,194,11,13
9,13,Southern 3,-0.05740089490048305,-9.828920359671755e-05,584,12,11
9,11,Southern 1,-0.059344175748706006,-0.00010179103902007892,583,13,12
9,2,Træna,-0.08700994366765068,-0.00029797925913579,292,14,14
9,7,Onøy og Lurøy,-0.08820344669616018,-0.00034055384824772266,259,15,15
