target_island,n_cal_samples,permutation_index,source_island,source_island_name,rank_mean,rank_std,phi_per_ind_mean,n_repeats
5,40.0,1,7,Onøy og Lurøy,4.2,4.516635916254486,0.0003424067513092397,10
5,40.0,1,6,Indre Kvarøy,6.4,3.806427312965386,0.00010198638906976319,10
5,40.0,1,3,Selvær,6.6,4.141926551202419,0.00015981068563119825,10
5,40.0,1,9,Sleneset,6.7,4.24394994210713,0.0001783077475421315,10
5,40.0,1,10,Aldra,6.9,6.026792034094276,0.0002521534602311429,10
5,40.0,1,2,Træna,7.3,3.0930028559098792,5.097681209321419e-05,10
5,40.0,1,14,Southern 4,7.8,2.6997942308422114,2.374027090087414e-05,10
5,40.0,1,11,Southern 1,7.9,3.665151201974256,-1.1867411423786942e-05,10
5,40.0,1,12,Southern 2,7.9,3.0349812373573437,3.6493575087974105e-06,10
5,40.0,1,0,Nesøy,8.3,6.236986451805071,-8.043320870022497e-05,10
5,40.0,1,15,Southern 5,9.3,3.497618237219913,-5.651782045569784e-05,10
5,40.0,1,1,Myken,9.9,4.532597979574677,-0.00020767218242228046,10
5,40.0,1,4,Gjerøy,10.1,4.581363212940979,-7.236533319415106e-05,10
5,40.0,1,13,Southern 3,10.1,2.9981475762358474,-7.436831884104443e-05,10
5,40.0,1,8,Lovund,10.6,3.921450978627398,-0.00020076088065435084,10
5,40.0,2,7,Onøy og Lurøy,3.5,2.758824226207808,0.00037666597014964344,10
5,40.0,2,3,Selvær,6.6,3.8930136855083823,9.348208210585061e-05,10
5,40.0,2,9,Sleneset,6.7,4.270050741306634,9.429010218437893e-05,10
5,40.0,2,10,Aldra,6.9,5.445691467165171,0.00020075370312917573,10
5,40.0,2,6,Indre Kvarøy,7.3,4.295992965026311,7.697749434341342e-05,10
5,40.0,2,2,Træna,7.6,3.8930136855083823,4.860147256419362e-05,10
5,40.0,2,12,Southern 2,7.7,3.529242915351047,1.391495693467821e-05,10
5,40.0,2,14,Southern 4,7.8,3.489667287547307,2.120560997535451e-05,10
5,40.0,2,15,Southern 5,8.1,4.557045826702499,-2.8559234738274783e-05,10
5,40.0,2,11,Southern 1,8.2,3.2930904093942583,8.092411787049016e-07,10
5,40.0,2,0,Nesøy,8.9,6.0635523141692005,-0.00013258326497735275,10
5,40.0,2,13,Southern 3,9.8,2.485513584307633,-5.8326676268134174e-05,10
5,40.0,2,4,Gjerøy,10.2,3.675746333890726,-6.995886050708298e-05,10
5,40.0,2,8,Lovund,10.3,4.321779468896785,-0.0001297398958199583,10
5,40.0,2,1,Myken,10.4,4.948624949305502,-0.00015842273104849935,10
5,40.0,3,7,Onøy og Lurøy,4.1,3.784471194529326,0.00034311702023954625,10
5,40.0,3,9,Sleneset,6.2,3.8528488738133038,0.00010097503629282679,10
5,40.0,3,10,Aldra,6.7,5.774464862170732,0.00018949919611805578,10
5,40.0,3,3,Selvær,6.9,3.8137179293236207,7.722944016691205e-05,10
