n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,92,0.13308142935127867,0.9646354913711548,shapley_mean,-1,1,92,9
13,2,286,0.08019396586473533,0.9568599462509155,shapley_mean,-1,2,286,9
12,3,642,0.14093118992991258,0.943442702293396,shapley_mean,-1,3,642,9
11,4,761,0.17058788426800958,0.9371118545532227,shapley_mean,-1,4,761,9
10,5,1247,0.17282685201630488,0.9343812465667725,shapley_mean,-1,5,1247,9
9,6,1644,0.10490178169805164,0.9465618133544922,shapley_mean,-1,6,1644,9
8,7,2722,0.0705365707465644,0.9560268521308899,shapley_mean,-1,7,2722,9
7,8,2880,0.11880367968951185,0.9416183233261108,shapley_mean,-1,8,2880,9
6,9,3082,0.12540155840958284,0.9403417110443115,shapley_mean,-1,9,3082,9
5,10,3665,0.13223675243401695,0.9366459250450134,shapley_mean,-1,10,3665,9
4,11,4223,0.08562960055565356,0.9512481689453125,shapley_mean,-1,11,4223,9
3,12,4515,0.06505337871756484,0.954681932926178,shapley_mean,-1,12,4515,9
2,13,5099,0.07842504307450733,0.9511241912841797,shapley_mean,-1,13,5099,9
1,14,5272,0.09949669994958785,0.9441977143287659,shapley_mean,-1,14,5272,9
0,15,5531,0.1682514181333898,0.9214255809783936,shapley_mean,-1,15,5531,9
14,1,92,0.038345341514754605,0.9598866701126099,random_individual,0,1,92,9
13,2,286,0.029166998605189665,0.9602466225624084,random_individual,0,2,286,9
12,3,642,0.06933271445762201,0.9532166123390198,random_individual,0,3,642,9
11,4,761,0.059074486443268764,0.9534958004951477,random_individual,0,4,761,9
10,5,1247,0.08564834265977284,0.9447417855262756,random_individual,0,5,1247,9
9,6,1644,0.13731647156395635,0.9368990659713745,random_individual,0,6,1644,9
8,7,2722,0.13487820791268093,0.93282550573349,random_individual,0,7,2722,9
7,8,2880,0.1427200202700732,0.9317299723625183,random_individual,0,8,2880,9
6,9,3082,0.15346937027784527,0.928641140460968,random_individual,0,9,3082,9
5,10,3665,0.14158678539177208,0.9329495429992676,random_individual,0,10,3665,9
4,11,4223,0.11438843352507165,0.9386486411094666,random_individual,0,11,4223,9
3,12,4515,0.11807709102335086,0.9361118078231812,random_individual,0,12,4515,9
2,13,5099,0.15825728364684782,0.9253304600715637,random_individual,0,13,5099,9
1,14,5272,0.16546023249410616,0.9247028827667236,random_individual,0,14,5272,9
0,15,5531,0.1682514181333898,0.9214255809783936,random_individual,0,15,5531,9
14,1,92,0.036062236534789086,1.037524938583374,random_individual,1,1,92,9
13,2,286,0.0948402571515184,0.9695948362350464,random_individual,1,2,286,9
12,3,642,0.037020027855428426,0.9577168226242065,random_individual,1,3,642,9
11,4,761,0.03372885105168544,0.9577967524528503,random_individual,1,4,761,9
10,5,1247,0.0026129177471516892,0.9670760631561279,random_individual,1,5,1247,9
9,6,1644,0.07045040182632704,0.9551023244857788,random_individual,1,6,1644,9
8,7,2722,0.19735085061931076,0.926130473613739,random_individual,1,7,2722,9
7,8,2880,0.17199206160560182,0.9286659359931946,random_individual,1,8,2880,9
6,9,3082,0.2006865182671901,0.920901894569397,random_individual,1,9,3082,9
5,10,3665,0.18521257148161463,0.9214778542518616,random_individual,1,10,3665,9
4,11,4223,0.18430291346859987,0.9238041639328003,random_individual,1,11,4223,9
3,12,4515,0.18775082453633374,0.9203681349754333,random_individual,1,12,4515,9
2,13,5099,0.16530870233208927,0.9244815111160278,random_individual,1,13,5099,9
1,14,5272,0.1490997833661324,0.9289938807487488,random_individual,1,14,5272,9
0,15,5531,0.1682514181333898,0.9214255809783936,random_individual,1,15,5531,9
14,1,92,-0.07379168145563676,0.9805282354354858,random_individual,2,1,92,9
13,2,286,-0.06289438801350812,0.9841910600662231,random_individual,2,2,286,9
12,3,642,0.05421079082625554,0.9580842852592468,random_individual,2,3,642,9
11,4,761,0.125581642201366,0.9471468329429626,random_individual,2,4,761,9
10,5,1247,0.11033053249301554,0.9503392577171326,random_individual,2,5,1247,9
9,6,1644,0.14276986218696422,0.9453204870223999,random_individual,2,6,1644,9
8,7,2722,0.22449360396803877,0.9203800559043884,random_individual,2,7,2722,9
7,8,2880,0.20476243024856738,0.9265379905700684,random_individual,2,8,2880,9
6,9,3082,0.20990745646096698,0.9238797426223755,random_individual,2,9,3082,9
5,10,3665,0.17784146164780915,0.9248270392417908,random_individual,2,10,3665,9
4,11,4223,0.11651569738985051,0.9355239272117615,random_individual,2,11,4223,9
3,12,4515,0.1440122767042689,0.9280906915664673,random_individual,2,12,4515,9
2,13,5099,0.15609270701425454,0.9212712645530701,random_individual,2,13,5099,9
1,14,5272,0.15255225215884327,0.9248713254928589,random_individual,2,14,5272,9
0,15,5531,0.1682514181333898,0.9214255809783936,random_individual,2,15,5531,9
