trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,7,Onøy og Lurøy,full_baseline,full_source_unweighted,none,500,,5438,0.0006208953660804,,1.371653479770445,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.0415001764469475,,1.3651546104613128,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.0649978774577089,,1.3529659048875156,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.0285956769847529,,1.3630095856709676,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.0006819622751765,,1.3803352245167355,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.0182046297382061,,1.3727563994728096,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.0165462391382771,,1.3660766282708732,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.007228700690784,,1.3701736102713966,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.017783861722325,,1.3659353664645857,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.0075533874483646,,1.3706699604431958,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.0714789172950824,,1.3980226808340177,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.0251932742656192,,1.379949862984651,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.0274056759987486,,1.3712877242477224,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.0348900574403114,,1.3573084144798189,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.0361136526796173,,1.3527078641036512,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.0179222268831408,,1.36091593240109,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.0075845329182757,,1.3660749335459053,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,-0.0114805661142359,,1.372390843991269,1
body_mass,7,Onøy og Lurøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,-0.0058581505607396,,1.3706412876239464,1
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,500,-0.009954125277471679,0.030533912304593146,1.3584411607155495,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,1000,-0.011715496654663619,0.0438295404470262,1.3582194036893966,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,1500,-0.005575531296616279,0.05401624637546919,1.3625241052058876,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,2000,0.01293195736867252,0.0576149149438195,1.3584337468517775,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,2500,-0.01273695891084486,0.05894145453363828,1.3694249422275537,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,3000,-0.02415551449750894,0.042829930148548676,1.3749360678640536,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,3500,-0.01784131220936514,0.03390280896911145,1.3730649041751848,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,4000,-0.00951954482786236,0.021246754625558077,1.3696874000921515,5
body_mass,7,Onøy og Lurøy,ranked_subset,random_individual,random,500,,4500,-0.01138317720043008,0.013071877844721502,1.3742389066472627,5
