trait,pooled_pearson_r,fold_pearson_r_mean,fold_pearson_r_std,n_folds,n_predictions,best_alpha_geomean,best_n_pcs_median,best_n_pcs_mode,pca_time_seconds
thr_wing,0.3327340039685474,0.3352942814535066,0.029385879109863386,10,5633,38082.510380705564,4500.0,5000,127.01074839010835
