target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations,n_evals
12,Vega,4,4014,2366,2366,8N28432,2,Træna,0.002425825663468246,1,-0.4062341270080454,300,186
12,Vega,4,4014,420,420,8L64283,5,Hestmannøy,0.002070692672717461,2,-0.4062341270080454,300,195
12,Vega,4,4014,1997,1997,8N14599,11,Leka,0.0020130850953744913,3,-0.4062341270080454,300,205
12,Vega,4,4014,4642,4642,8816921,6,Indre Kvarøy,0.0018912424064967675,4,-0.4062341270080454,300,196
12,Vega,4,4014,82,82,8L30059,13,Vikna,0.0018801736575288245,5,-0.4062341270080454,300,195
12,Vega,4,4014,4513,4513,8800059,4,Gjerøy,0.0018709975790738985,6,-0.4062341270080454,300,193
12,Vega,4,4014,19,19,8L19693,2,Træna,0.0018483883382678927,7,-0.4062341270080454,300,180
12,Vega,4,4014,2256,2256,8N27558,5,Hestmannøy,0.0016072975606976937,8,-0.4062341270080454,300,188
12,Vega,4,4014,4263,4263,8732641,5,Hestmannøy,0.001573327162021885,9,-0.4062341270080454,300,194
12,Vega,4,4014,3046,3046,8N73681,13,Vikna,0.0014688514236147264,10,-0.4062341270080454,300,193
12,Vega,4,4014,831,831,8M71231,6,Indre Kvarøy,0.0014651116220814244,11,-0.4062341270080454,300,193
12,Vega,4,4014,209,209,8L48609,6,Indre Kvarøy,0.0014604867200932185,12,-0.4062341270080454,300,182
12,Vega,4,4014,22,22,8L19729,4,Gjerøy,0.001453423645519183,13,-0.4062341270080454,300,197
12,Vega,4,4014,4859,4859,8934077,5,Hestmannøy,0.0014393612951593838,14,-0.4062341270080454,300,181
12,Vega,4,4014,4531,4531,8800146,9,Sleneset,0.0013953027703488983,15,-0.4062341270080454,300,187
12,Vega,4,4014,1418,1418,8N05878,11,Leka,0.0013918320178172893,16,-0.4062341270080454,300,200
12,Vega,4,4014,3150,3150,8N87248,8,Lovund,0.0013672114960422488,17,-0.4062341270080454,300,200
12,Vega,4,4014,4854,4854,8934064,5,Hestmannøy,0.0013505769368706395,18,-0.4062341270080454,300,184
12,Vega,4,4014,4041,4041,8681038,5,Hestmannøy,0.0013134489330205372,19,-0.4062341270080454,300,191
12,Vega,4,4014,3183,3183,8N87515,11,Leka,0.0012818176277287756,20,-0.4062341270080454,300,188
12,Vega,4,4014,1369,1369,8N05709,5,Hestmannøy,0.0012630384896065874,21,-0.4062341270080454,300,188
12,Vega,4,4014,3659,3659,8P14341,14,Lauvøya,0.0012529468306848454,22,-0.4062341270080454,300,198
12,Vega,4,4014,734,734,8M31713,5,Hestmannøy,0.0012477039993704603,23,-0.4062341270080454,300,203
12,Vega,4,4014,2498,2498,8N42289,5,Hestmannøy,0.0011834762229244683,24,-0.4062341270080454,300,196
12,Vega,4,4014,1633,1633,8N13086,14,Lauvøya,0.0011622178135957774,25,-0.4062341270080454,300,194
12,Vega,4,4014,4951,4951,8934883,3,Selvær,0.0011368527607055914,26,-0.4062341270080454,300,182
12,Vega,4,4014,4688,4688,8857276,10,Aldra,0.0011228045884135564,27,-0.4062341270080454,300,198
12,Vega,4,4014,4803,4803,8887462,1,Myken,0.001118028325383976,28,-0.4062341270080454,300,188
12,Vega,4,4014,3784,3784,8N14980,6,Indre Kvarøy,0.0011167996415833066,29,-0.4062341270080454,300,187
12,Vega,4,4014,3907,3907,8309251,5,Hestmannøy,0.0010981339425264762,30,-0.4062341270080454,300,193
12,Vega,4,4014,5249,5249,8981711,0,Nesøy,0.0010975496419672038,31,-0.4062341270080454,300,206
12,Vega,4,4014,3530,3530,8P11530,14,Lauvøya,0.0010919700590831583,32,-0.4062341270080454,300,193
12,Vega,4,4014,2806,2806,8N73052,5,Hestmannøy,0.0010888517155546366,33,-0.4062341270080454,300,201
12,Vega,4,4014,1273,1273,8N05588,8,Lovund,0.0010782058463425402,34,-0.4062341270080454,300,188
12,Vega,4,4014,3466,3466,8N87962,13,Vikna,0.0010716831609083306,35,-0.4062341270080454,300,193
12,Vega,4,4014,2939,2939,8N73504,5,Hestmannøy,0.0010562113445466322,36,-0.4062341270080454,300,207
12,Vega,4,4014,5154,5154,8943752,0,Nesøy,0.0010420503441370536,37,-0.4062341270080454,300,203
12,Vega,4,4014,2064,2064,8N14668,13,Vikna,0.0010402364730702348,38,-0.4062341270080454,300,184
12,Vega,4,4014,2729,2729,8N72804,14,Lauvøya,0.001036985080061165,39,-0.4062341270080454,300,187
12,Vega,4,4014,678,678,8M31370,5,Hestmannøy,0.0010257547836106807,40,-0.4062341270080454,300,202
12,Vega,4,4014,4767,4767,8887324,6,Indre Kvarøy,0.0010250052984571137,41,-0.4062341270080454,300,196
12,Vega,4,4014,1663,1663,8N13426,2,Træna,0.001017555339338674,42,-0.4062341270080454,300,198
12,Vega,4,4014,3190,3190,8N87522,11,Leka,0.0010098388725213387,43,-0.4062341270080454,300,193
12,Vega,4,4014,4922,4922,8934473,3,Selvær,0.0009959169350967874,44,-0.4062341270080454,300,196
