trait,model_type,target_island,target_island_name,repeat,repeat_seed,analysis,method,selection_method,lambda_label,lambda_div,order_seed,n_components,n_individuals,corr_eval,mse_adj,avg_grm_target_obj,avg_grm_train_train_obj,objective_obj,diversity_include_diagonal
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,-1,,500,0.17233114494932808,1.2093422412872314,0.009892390105148847,0.0052846545268713544,0.004607735578277493,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,-1,,1000,0.17679218384905954,1.207858920097351,0.007563384280348508,0.0034065361404613825,0.004156848139887126,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,-1,,1500,0.1604558769250021,1.209955096244812,0.005683779524046385,0.0022846255552515437,0.0033991539687948415,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,-1,,2000,0.17119910043834882,1.2042295932769775,0.004313581606897466,0.001635563417179012,0.0026780181897184535,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,-1,,2500,0.14861021927921975,1.2127652168273926,0.0031863432759331786,0.0011681480721926125,0.002018195203740566,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,-1,,3000,0.15239599451029218,1.2120530605316162,0.002224335068441865,0.0008221838116284817,0.0014021512568133834,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,-1,,3500,0.14607019280915048,1.214742660522461,0.001370393722011529,0.0005595794125749975,0.0008108143094365315,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,-1,,4000,0.13602429710662262,1.2181426286697388,0.0005890479856785232,0.0003592384349491696,0.00022980955072935354,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,-1,,4500,0.14377154864292876,1.214992880821228,-0.00015074927932835725,0.00021082943160015494,-0.0003615787109285122,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,full_baseline,full_source_unweighted,none,none,,-2,,5438,-0.002500611893512885,1.3749111890792847,-0.001944004273372419,9.720582503297898e-05,,True
