trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_tarsus,9,full_train_pc_ridge,full_train,-1,-1,5085,5085,565,3250,100,3250,107097.74831514445,0.3308274659146464,0.5489557981491089,0.012884851545095444,0,0,0.0,0.8411923960084096
thr_tarsus,9,pevmean_ga_pc_ridge,pevmean_ga,0,9000514,500,5085,565,3250,100,3250,107097.74831514445,0.2279548808233577,0.5897442698478699,0.027762817218899727,300,26464,60.36265738599468,0.022337050992064178
thr_tarsus,9,pevmean_ga_pc_ridge,pevmean_ga,0,9001014,1000,5085,565,3250,100,3250,107097.74831514445,0.232308184358002,0.5833039283752441,0.02349746786057949,300,26342,72.11074799898779,0.0679359829518944
thr_tarsus,9,pevmean_ga_pc_ridge,pevmean_ga,0,9001514,1500,5085,565,3250,100,3250,107097.74831514445,0.2709627131006338,0.5744442939758301,0.02066694013774395,300,26660,84.51779399998486,0.14255021698772907
thr_tarsus,9,pevmean_ga_pc_ridge,pevmean_ga,0,9002014,2000,5085,565,3250,100,3250,107097.74831514445,0.2650297037459491,0.5723786354064941,0.018740614876151085,300,26656,98.15758788801031,0.2678644109982997
thr_tarsus,9,pevmean_ga_pc_ridge,pevmean_ga,0,9002514,2500,5085,565,3250,100,3250,107097.74831514445,0.30419733884858524,0.5604193210601807,0.01708053983747959,300,26552,108.42757658701157,0.4156178659759462
thr_tarsus,9,pevmean_ga_pc_ridge,pevmean_ga,0,9003014,3000,5085,565,3250,100,3250,107097.74831514445,0.29003508835234254,0.5636339783668518,0.015892863273620605,300,26638,120.53219454403734,0.5854560100124218
thr_tarsus,9,pevmean_ga_pc_ridge,pevmean_ga,0,9003514,3500,5085,565,3250,100,3250,107097.74831514445,0.2718598767518931,0.5677666068077087,0.014878541231155396,300,26580,132.34608116699383,0.652212087996304
thr_tarsus,9,pevmean_ga_pc_ridge,pevmean_ga,0,9004014,4000,5085,565,3250,100,3250,107097.74831514445,0.32572007950498594,0.5509364008903503,0.0140342116355896,300,26668,145.7582319030189,0.7384319909615442
thr_tarsus,9,pevmean_ga_pc_ridge,pevmean_ga,0,9004514,4500,5085,565,3250,100,3250,107097.74831514445,0.3224094941721542,0.552727997303009,0.013369875960052013,300,26548,149.86624415399274,0.8587545969639905
