trait,method,selection_method,n_individuals,pearson_r_mean,pearson_r_std,mse_adj_mean,n_rows
thr_wing,full_train_pc_ridge,full_train,5070,0.3115427670244732,,0.9511348009109496,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,500,0.1940561416047342,,1.1159803867340088,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,1000,0.2416015259437638,,1.067731857299805,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,1500,0.2255854413000665,,1.0544936656951904,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,2000,0.2739815568971088,,1.0255500078201294,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,2500,0.2699320987044689,,1.0436371564865112,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,3000,0.2741757221421335,,1.0245100259780884,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,3500,0.2750649616007956,,0.9942932724952698,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,4000,0.3024234346358401,,0.9635216593742372,1
thr_wing,pevmean_ga_pc_ridge,pevmean_ga,4500,0.3046494730371877,,0.9623932242393494,1
