target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,2,Træna,0.10791308586769507,0.00037731848205487786,286,1,3
3,11,Southern 1,0.07088901912877354,0.00012201208111664982,581,2,5
3,8,Lovund,0.06748771102989665,0.00044693848364169963,151,3,2
3,1,Myken,0.04181712431162123,0.00045453395990892645,92,4,1
3,5,Hestmannøy,0.03743922975784255,3.548742157141474e-05,1055,5,7
3,9,Sleneset,0.03518280719807923,0.00021989254498799518,160,6,4
3,6,Indre Kvarøy,0.02746165147856491,7.868668045434071e-05,349,7,6
3,13,Southern 3,0.0005351186002145395,9.178706693216802e-07,583,8,8
3,12,Southern 2,-0.002518989503643067,-6.345061722022839e-06,397,9,9
3,0,Nesøy,-0.002586401240054369,-2.1918654576731942e-05,118,10,11
3,7,Onøy og Lurøy,-0.003716486690053284,-1.451752613302064e-05,256,11,10
3,10,Aldra,-0.010740860118191366,-6.208589663694431e-05,173,12,14
3,4,Gjerøy,-0.01885154933975178,-3.4089600976043004e-05,553,13,12
3,14,Southern 4,-0.01893698020954177,-3.8964979855024215e-05,486,14,13
3,15,Southern 5,-0.02933025397283409,-0.00014519927709323807,202,15,15
