trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,3,pevmean_ga,500,0.1138945755480065,,0.9371235370635986,1
body_mass,3,pevmean_ga,4500,0.209181396156766,,0.924079418182373,1
body_mass,3,pevmean_ga,5503,0.2135076285673531,,0.9276846647262572,1
body_mass,3,random_individual,5503,0.2135076285673531,,0.9276846647262572,1
body_mass,7,pevmean_ga,500,-0.0035507555921334,,1.3865387439727783,1
body_mass,7,pevmean_ga,1000,0.0147581605836536,,1.3845690488815308,1
body_mass,7,pevmean_ga,3000,-0.0008881254451303,,1.4200353622436523,1
body_mass,11,pevmean_ga,2500,0.1754454690384206,,0.9432870149612428,1
body_mass,11,pevmean_ga,4000,0.1812342767155468,,0.946239411830902,1
body_mass,15,pevmean_ga,2000,0.0529085821426098,,0.901193916797638,1
