n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1000,0.20258703431253283,1.5540239810943604,pevmean_ga,-1,17846.54644977302,6,Indre Kvarøy,1,672890309,body_mass
4000,0.3091849158277558,1.4955562353134155,pevmean_ga,-1,16703.73678571623,6,Indre Kvarøy,1,672890309,body_mass
1000,0.19848789144005527,1.5584157705307007,random_individual,0,,6,Indre Kvarøy,1,672890309,body_mass
4000,0.28873317851969343,1.489043116569519,random_individual,0,,6,Indre Kvarøy,1,672890309,body_mass
1000,0.13598509155616342,1.5726572275161743,random_individual,1,,6,Indre Kvarøy,1,672890309,body_mass
4000,0.30643251939342175,1.4918168783187866,random_individual,1,,6,Indre Kvarøy,1,672890309,body_mass
1000,0.2465196688625784,1.5536247491836548,random_individual,2,,6,Indre Kvarøy,1,672890309,body_mass
4000,0.3355787399582829,1.4802980422973633,random_individual,2,,6,Indre Kvarøy,1,672890309,body_mass
1000,0.28385609127615563,1.5476763248443604,random_individual,3,,6,Indre Kvarøy,1,672890309,body_mass
4000,0.3335311860704865,1.4832725524902344,random_individual,3,,6,Indre Kvarøy,1,672890309,body_mass
1000,0.15820199386662862,1.569941520690918,random_individual,4,,6,Indre Kvarøy,1,672890309,body_mass
4000,0.3178980646283763,1.4951602220535278,random_individual,4,,6,Indre Kvarøy,1,672890309,body_mass
