permutation_index,source_island,phi_running,rank_running,source_island_name,target_island
1,0,0.0174391086723798,5,Nesøy,5
1,1,-0.0029636655555784763,10,Myken,5
1,2,0.017191887594540434,6,Træna,5
1,3,0.0710224869154377,3,Selvær,5
1,4,-0.029506371861664438,15,Gjerøy,5
1,6,0.07259626783877034,2,Indre Kvarøy,5
1,7,0.09001131543440338,1,Onøy og Lurøy,5
1,8,-0.008288984849281533,13,Lovund,5
1,9,0.052729412114883425,4,Sleneset,5
1,10,-0.003020337796483641,11,Aldra,5
1,11,-0.0021079076603008895,9,Southern 1,5
1,12,0.014650303250001329,7,Southern 2,5
1,13,0.0015644973860036715,8,Southern 3,5
1,14,-0.005067099719188506,12,Southern 4,5
1,15,-0.012168938022017295,14,Southern 5,5
2,0,0.015053089288504948,7,Nesøy,5
2,1,-0.00957992574240403,12,Myken,5
2,2,0.02074636862209288,5,Træna,5
2,3,0.03623660622288087,3,Selvær,5
2,4,-0.03736463110060101,15,Gjerøy,5
2,6,0.04853407125356469,2,Indre Kvarøy,5
2,7,0.17300701776537278,1,Onøy og Lurøy,5
2,8,-0.011302547593174728,14,Lovund,5
2,9,0.03413797563103877,4,Sleneset,5
2,10,-0.000235690614600631,10,Aldra,5
2,11,0.000294834452565923,9,Southern 1,5
2,12,0.018828360504452066,6,Southern 2,5
2,13,0.004531707080203701,8,Southern 3,5
2,14,-0.0076488410375392946,11,Southern 4,5
2,15,-0.011156420990451638,13,Southern 5,5
3,0,0.021217324702200595,5,Nesøy,5
3,1,-0.00854522303958811,11,Myken,5
3,2,0.01924945155695985,7,Træna,5
3,3,0.04783189978706648,3,Selvær,5
3,4,-0.03538139964976935,15,Gjerøy,5
3,6,0.0555557780232717,2,Indre Kvarøy,5
3,7,0.13472239267092853,1,Onøy og Lurøy,5
3,8,-0.010072908042427192,13,Lovund,5
3,9,0.03818913677560763,4,Sleneset,5
3,10,0.0015942063750132203,10,Aldra,5
3,11,0.002390109584759964,9,Southern 1,5
3,12,0.020349513445108047,6,Southern 2,5
3,13,0.007043682392191497,8,Southern 3,5
3,14,-0.00924307552615448,12,Southern 4,5
3,15,-0.010818915313263086,14,Southern 5,5
4,0,0.016460063529807126,7,Nesøy,5
4,1,-0.00824482167924901,13,Myken,5
4,2,0.018482590604145234,6,Træna,5
4,3,0.036522274798496235,3,Selvær,5
4,4,-0.03337913423013211,15,Gjerøy,5
4,6,0.05003623166096542,2,Indre Kvarøy,5
4,7,0.16504247452728193,1,Onøy og Lurøy,5
4,8,-0.008007504192859248,12,Lovund,5
4,9,0.030215269805629667,4,Sleneset,5
4,10,0.0008486941869567041,10,Aldra,5
4,11,0.0015420651268889182,9,Southern 1,5
4,12,0.020276309286240607,5,Southern 2,5
4,13,0.0033194204005969757,8,Southern 3,5
4,14,-0.007702244778309053,11,Southern 4,5
4,15,-0.011329715304554108,14,Southern 5,5
5,0,0.015455290925790344,7,Nesøy,5
5,1,-0.007873410234594253,12,Myken,5
5,2,0.018210533999492823,6,Træna,5
5,3,0.030340956737968678,3,Selvær,5
5,4,-0.03260458175643858,15,Gjerøy,5
5,6,0.0750224410840575,2,Indre Kvarøy,5
5,7,0.1503594378745894,1,Onøy og Lurøy,5
5,8,-0.007306152263976989,11,Lovund,5
5,9,0.024847213885289883,4,Sleneset,5
5,10,0.0033303793917160264,9,Aldra,5
5,11,0.0019238131023925132,10,Southern 1,5
5,12,0.02147658077259107,5,Southern 2,5
5,13,0.0040432379533109795,8,Southern 3,5
5,14,-0.011281392833161413,13,Southern 4,5
5,15,-0.011862374897122718,14,Southern 5,5
6,0,0.03568102430038112,3,Nesøy,5
6,1,-0.006880003295881111,12,Myken,5
6,2,0.019501460732315748,7,Træna,5
6,3,0.025809487274955776,4,Selvær,5
6,4,-0.03814704304290815,15,Gjerøy,5
6,6,0.07709165565203337,2,Indre Kvarøy,5
6,7,0.13394466885497822,1,Onøy og Lurøy,5
6,8,-0.006028215554665202,11,Lovund,5
6,9,0.022953486432090515,5,Sleneset,5
6,10,0.005389510166105717,8,Aldra,5
6,11,0.002408899242622433,10,Southern 1,5
6,12,0.021675420154457014,6,Southern 2,5
6,13,0.003782140250726517,9,Southern 3,5
6,14,-0.0105583361090998,13,Southern 4,5
6,15,-0.012542181316206893,14,Southern 5,5
7,0,0.03214272564563713,3,Nesøy,5
7,1,-0.007907584814502044,12,Myken,5
7,2,0.018973949160296134,7,Træna,5
7,3,0.021612759120254902,4,Selvær,5
7,4,-0.03691266144558762,15,Gjerøy,5
7,6,0.07306883768882935,2,Indre Kvarøy,5
7,7,0.1513815333180302,1,Onøy og Lurøy,5
7,8,-0.005954432401171618,11,Lovund,5
7,9,0.020435690995753868,6,Sleneset,5
7,10,0.004936959962388188,8,Aldra,5
7,11,0.0020021311179785656,10,Southern 1,5
7,12,0.021075620718291246,5,Southern 2,5
7,13,0.003459219179138428,9,Southern 3,5
7,14,-0.011377650087447705,13,Southern 4,5
7,15,-0.01285512441598378,14,Southern 5,5
8,0,0.031328737766666906,3,Nesøy,5
8,1,-0.0072437391153371035,12,Myken,5
8,2,0.021115999909309173,6,Træna,5
8,3,0.02778897509465275,4,Selvær,5
8,4,-0.03369178200676613,15,Gjerøy,5
8,6,0.06889896131135947,2,Indre Kvarøy,5
8,7,0.13878581774677184,1,Onøy og Lurøy,5
8,8,-0.004828036112015769,11,Lovund,5
8,9,0.019277659062105656,7,Sleneset,5
8,10,0.007409662242543,8,Aldra,5
8,11,0.0025513870141208213,10,Southern 1,5
8,12,0.022450300328585554,5,Southern 2,5
8,13,0.004698091959326085,9,Southern 3,5
8,14,-0.010865323456483701,13,Southern 4,5
8,15,-0.013594738002933298,14,Southern 5,5
9,0,0.041509488631569114,3,Nesøy,5
9,1,-0.00678957412778113,12,Myken,5
9,2,0.02190122493345171,6,Træna,5
9,3,0.025051548968568142,4,Selvær,5
9,4,-0.03388794555258928,15,Gjerøy,5
9,6,0.0717418810805377,2,Indre Kvarøy,5
9,7,0.1304686257393971,1,Onøy og Lurøy,5
9,8,-0.00484406861337347,11,Lovund,5
9,9,0.019337745626460904,7,Sleneset,5
9,10,0.006856758392265025,8,Aldra,5
9,11,0.0018849216722598026,10,Southern 1,5
