target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,2,Træna,0.1000862013974888,0.0003499517531380727,286,1,4
3,9,Sleneset,0.07505301512212484,0.00046908134451328025,160,2,2
3,7,Onøy og Lurøy,0.05609464996996332,0.00021911972644516922,256,3,5
3,8,Lovund,0.05609384784878922,0.00037148243608469686,151,4,3
3,11,Southern 1,0.05578378505261897,9.601339940209805e-05,581,5,6
3,1,Myken,0.049581552640041805,0.0005389299200004545,92,6,1
3,6,Indre Kvarøy,0.014525860114020519,4.162137568487255e-05,349,7,7
3,10,Aldra,-0.0024046924825197,-1.3899956546356646e-05,173,8,10
3,12,Southern 2,-0.0026445775226927415,-6.661404339276427e-06,397,9,8
3,4,Gjerøy,-0.005537527365716752,-1.0013611872905518e-05,553,10,9
3,14,Southern 4,-0.015176139752606692,-3.122662500536357e-05,486,11,12
3,5,Hestmannøy,-0.015404379086711249,-1.4601307191195497e-05,1055,12,11
3,13,Southern 3,-0.01928766960442385,-3.308348131119014e-05,583,13,13
3,0,Nesøy,-0.024022544294295834,-0.0002035808838499647,118,14,15
3,15,Southern 5,-0.028049873841177325,-0.00013886076158998675,202,15,14
