target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,7,Onøy og Lurøy,0.1025872249093633,0.0004007313473022004,256,1,1
5,6,Indre Kvarøy,0.057544452222323295,0.00016488381725594068,349,2,4
5,2,Træna,0.04043608809378395,0.000141384923404839,286,3,5
5,12,Southern 2,0.03645200444870132,9.181865100428545e-05,397,4,7
5,0,Nesøy,0.03420945314415345,0.00028991061986570715,118,5,2
5,9,Sleneset,0.02948962962715895,0.00018431018516974345,160,6,3
5,10,Aldra,0.02077896191609528,0.00012010960645141781,173,7,6
5,3,Selvær,0.011295260890467496,5.913749157312825e-05,191,8,8
5,11,Southern 1,0.011011929878557031,1.895340770835978e-05,581,9,9
5,13,Southern 3,0.004797197651521513,8.228469385114088e-06,583,10,10
5,8,Lovund,-0.002718069965689012,-1.8000463348933854e-05,151,11,11
5,14,Southern 4,-0.010705328469130375,-2.2027424833601594e-05,486,12,12
5,1,Myken,-0.012056691924134506,-0.00013105099917537507,92,13,15
5,15,Southern 5,-0.023812300604244076,-0.00011788267625863405,202,14,14
5,4,Gjerøy,-0.025227838077022332,-4.5619960356279084e-05,553,15,13
