n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,256,0.09889882591036231,1.2773007154464722,shapley_mean,-1,1,256,5
13,2,374,0.10360638995868918,1.2747288942337036,shapley_mean,-1,2,374,5
12,3,534,0.1021974617093195,1.2759243249893188,shapley_mean,-1,3,534,5
11,4,883,0.12742344517826013,1.2755773067474365,shapley_mean,-1,4,883,5
10,5,1169,0.13893107555962259,1.2706904411315918,shapley_mean,-1,5,1169,5
9,6,1342,0.13828693420164972,1.2660411596298218,shapley_mean,-1,6,1342,5
8,7,1739,0.1299788680682724,1.267268180847168,shapley_mean,-1,7,1739,5
7,8,1930,0.13033835770508886,1.267041802406311,shapley_mean,-1,8,1930,5
6,9,2511,0.13320315133132882,1.2652945518493652,shapley_mean,-1,9,2511,5
5,10,3094,0.11519955477126594,1.2668356895446777,shapley_mean,-1,10,3094,5
4,11,3245,0.1150932515472971,1.267040491104126,shapley_mean,-1,11,3245,5
3,12,3731,0.12347090313606515,1.266631007194519,shapley_mean,-1,12,3731,5
2,13,4284,0.13341218558818052,1.2727268934249878,shapley_mean,-1,13,4284,5
1,14,4486,0.13395513596048705,1.2745659351348877,shapley_mean,-1,14,4486,5
0,15,4578,0.1343183912279602,1.2743924856185913,shapley_mean,-1,15,4578,5
14,1,256,0.10291003005158274,1.2890487909317017,random_individual,0,1,256,5
13,2,374,0.09120053423825285,1.2871216535568237,random_individual,0,2,374,5
12,3,534,0.0956244943368776,1.285259485244751,random_individual,0,3,534,5
11,4,883,0.09107142904534718,1.285199522972107,random_individual,0,4,883,5
10,5,1169,0.0889659116179612,1.2850968837738037,random_individual,0,5,1169,5
9,6,1342,0.11367043085625998,1.279543399810791,random_individual,0,6,1342,5
8,7,1739,0.12119562404723275,1.2773388624191284,random_individual,0,7,1739,5
7,8,1930,0.11295651543015428,1.2790776491165161,random_individual,0,8,1930,5
6,9,2511,0.12599927802419042,1.2709604501724243,random_individual,0,9,2511,5
5,10,3094,0.13437854369659913,1.272279143333435,random_individual,0,10,3094,5
4,11,3245,0.13305421031589573,1.2724695205688477,random_individual,0,11,3245,5
3,12,3731,0.1269530909273393,1.2747641801834106,random_individual,0,12,3731,5
2,13,4284,0.14537777109527203,1.2721501588821411,random_individual,0,13,4284,5
1,14,4486,0.13990550391131595,1.2725542783737183,random_individual,0,14,4486,5
0,15,4578,0.1343183912279602,1.2743924856185913,random_individual,0,15,4578,5
14,1,256,0.05834483522944986,1.298299789428711,random_individual,1,1,256,5
13,2,374,0.048553038239099976,1.2987314462661743,random_individual,1,2,374,5
12,3,534,0.04234031638454291,1.2962974309921265,random_individual,1,3,534,5
11,4,883,0.06030743506793266,1.2981574535369873,random_individual,1,4,883,5
10,5,1169,0.07381119467294035,1.2934057712554932,random_individual,1,5,1169,5
9,6,1342,0.07690578741253976,1.295155644416809,random_individual,1,6,1342,5
8,7,1739,0.09317658725825684,1.2929317951202393,random_individual,1,7,1739,5
7,8,1930,0.0862126054459782,1.2929658889770508,random_individual,1,8,1930,5
6,9,2511,0.09839162776671671,1.2875354290008545,random_individual,1,9,2511,5
5,10,3094,0.1303985523085388,1.2774780988693237,random_individual,1,10,3094,5
4,11,3245,0.13469053767378347,1.2757405042648315,random_individual,1,11,3245,5
3,12,3731,0.1351153680595762,1.2702449560165405,random_individual,1,12,3731,5
2,13,4284,0.13092203335285704,1.2732034921646118,random_individual,1,13,4284,5
1,14,4486,0.13009256544050543,1.275538682937622,random_individual,1,14,4486,5
