n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,92,0.19992640256303812,1.385855793952942,shapley_mean,-1,1,92,3
13,2,252,0.1427101757060798,1.3839187622070312,shapley_mean,-1,2,252,3
12,3,403,0.33745235949899144,1.347123146057129,shapley_mean,-1,3,403,3
11,4,689,0.40047029472964785,1.2574501037597656,shapley_mean,-1,4,689,3
10,5,945,0.36676474766632494,1.264065146446228,shapley_mean,-1,5,945,3
9,6,1526,0.3742822248519097,1.2590751647949219,shapley_mean,-1,6,1526,3
8,7,1875,0.3419405271956004,1.248768925666809,shapley_mean,-1,7,1875,3
7,8,2272,0.3066997401300808,1.2569483518600464,shapley_mean,-1,8,2272,3
6,9,2825,0.25244005997996577,1.2711175680160522,shapley_mean,-1,9,2825,3
5,10,2998,0.24951078039629218,1.2758935689926147,shapley_mean,-1,10,2998,3
4,11,4053,0.31579683859145097,1.2477611303329468,shapley_mean,-1,11,4053,3
3,12,4539,0.3211756406013577,1.2448396682739258,shapley_mean,-1,12,4539,3
2,13,5122,0.31277814374077334,1.2404271364212036,shapley_mean,-1,13,5122,3
1,14,5324,0.30849447301100247,1.2411093711853027,shapley_mean,-1,14,5324,3
0,15,5442,0.32853010704957963,1.228041648864746,shapley_mean,-1,15,5442,3
14,1,92,0.025943226256601448,1.411008358001709,random_individual,0,1,92,3
13,2,252,0.17872068791535928,1.4154629707336426,random_individual,0,2,252,3
12,3,403,0.19065744828610517,1.4109113216400146,random_individual,0,3,403,3
11,4,689,0.2204467135667523,1.405518651008606,random_individual,0,4,689,3
10,5,945,0.15259573251738284,1.4229732751846313,random_individual,0,5,945,3
9,6,1526,0.12480474692119696,1.3980560302734375,random_individual,0,6,1526,3
8,7,1875,0.15981373681428884,1.3782559633255005,random_individual,0,7,1875,3
7,8,2272,0.1372917411335713,1.3710825443267822,random_individual,0,8,2272,3
6,9,2825,0.12785443008532207,1.3606892824172974,random_individual,0,9,2825,3
5,10,2998,0.09816908403396336,1.3647328615188599,random_individual,0,10,2998,3
4,11,4053,0.08395673808215241,1.355351209640503,random_individual,0,11,4053,3
3,12,4539,0.22510898762920345,1.2738853693008423,random_individual,0,12,4539,3
2,13,5122,0.3011006048561368,1.2397887706756592,random_individual,0,13,5122,3
1,14,5324,0.32154584023398464,1.2257134914398193,random_individual,0,14,5324,3
0,15,5442,0.32853010704957963,1.228041648864746,random_individual,0,15,5442,3
14,1,92,-0.2210245164316131,1.4481749534606934,random_individual,1,1,92,3
13,2,252,-0.2064095558968835,1.4276705980300903,random_individual,1,2,252,3
12,3,403,-0.18152876673057053,1.4180952310562134,random_individual,1,3,403,3
11,4,689,-0.0037343235483925773,1.4032636880874634,random_individual,1,4,689,3
10,5,945,0.08719849696788777,1.3740640878677368,random_individual,1,5,945,3
9,6,1526,0.19721915708934862,1.3421295881271362,random_individual,1,6,1526,3
8,7,1875,0.14632388477207728,1.366862177848816,random_individual,1,7,1875,3
7,8,2272,0.2069645150274489,1.3381543159484863,random_individual,1,8,2272,3
6,9,2825,0.24831996277012966,1.307462215423584,random_individual,1,9,2825,3
5,10,2998,0.1955536752361608,1.3112422227859497,random_individual,1,10,2998,3
4,11,4053,0.29939432467404115,1.244789958000183,random_individual,1,11,4053,3
3,12,4539,0.34129529626688404,1.2425282001495361,random_individual,1,12,4539,3
2,13,5122,0.30149514969070357,1.2320311069488525,random_individual,1,13,5122,3
1,14,5324,0.31911663391400524,1.2297595739364624,random_individual,1,14,5324,3
0,15,5442,0.32853010704957963,1.228041648864746,random_individual,1,15,5442,3
14,1,92,0.37784097775036535,1.3962904214859009,random_individual,2,1,92,3
13,2,252,0.1350403594245204,1.411116361618042,random_individual,2,2,252,3
12,3,403,0.21029169645623563,1.3818289041519165,random_individual,2,3,403,3
11,4,689,0.2389679550188317,1.3674039840698242,random_individual,2,4,689,3
10,5,945,0.199516998905784,1.3696244955062866,random_individual,2,5,945,3
9,6,1526,0.18834771913337975,1.3414229154586792,random_individual,2,6,1526,3
8,7,1875,0.18542091312056014,1.3387032747268677,random_individual,2,7,1875,3
7,8,2272,0.20188745732859004,1.3338532447814941,random_individual,2,8,2272,3
6,9,2825,0.2774149299527665,1.2943859100341797,random_individual,2,9,2825,3
5,10,2998,0.24042844925791876,1.30189847946167,random_individual,2,10,2998,3
4,11,4053,0.3211019722697587,1.2499415874481201,random_individual,2,11,4053,3
3,12,4539,0.30323798988269923,1.2482765913009644,random_individual,2,12,4539,3
2,13,5122,0.36000854134498556,1.2273485660552979,random_individual,2,13,5122,3
1,14,5324,0.3411887721138954,1.225366234779358,random_individual,2,14,5324,3
0,15,5442,0.32853010704957963,1.228041648864746,random_individual,2,15,5442,3
14,1,92,0.13902147263579714,1.4250097274780273,random_individual,3,1,92,3
13,2,252,0.03601101626072292,1.435599684715271,random_individual,3,2,252,3
12,3,403,0.23936893155088437,1.3982888460159302,random_individual,3,3,403,3
11,4,689,0.4370404805947657,1.367806077003479,random_individual,3,4,689,3
10,5,945,0.35049421206990555,1.3708138465881348,random_individual,3,5,945,3
9,6,1526,0.29936939336268614,1.345651626586914,random_individual,3,6,1526,3
8,7,1875,0.35530578471490537,1.3183094263076782,random_individual,3,7,1875,3
7,8,2272,0.3756527785125403,1.3048566579818726,random_individual,3,8,2272,3
6,9,2825,0.4581635765845389,1.2688366174697876,random_individual,3,9,2825,3
5,10,2998,0.4479397008875555,1.2710577249526978,random_individual,3,10,2998,3
4,11,4053,0.4391634332052938,1.2519007921218872,random_individual,3,11,4053,3
3,12,4539,0.3990495559768504,1.2492852210998535,random_individual,3,12,4539,3
2,13,5122,0.3549155601533863,1.229775309562683,random_individual,3,13,5122,3
1,14,5324,0.3302703857519562,1.23233962059021,random_individual,3,14,5324,3
0,15,5442,0.32853010704957963,1.228041648864746,random_individual,3,15,5442,3
14,1,92,0.05456660477261256,1.5045654773712158,random_individual,4,1,92,3
13,2,252,-0.11008776277712509,1.435295820236206,random_individual,4,2,252,3
12,3,403,0.02381856257258697,1.4231483936309814,random_individual,4,3,403,3
11,4,689,-0.0688266369864804,1.4208524227142334,random_individual,4,4,689,3
10,5,945,0.1057607073785509,1.3823025226593018,random_individual,4,5,945,3
9,6,1526,0.03068738425515203,1.39426851272583,random_individual,4,6,1526,3
8,7,1875,0.12798751516947451,1.3663361072540283,random_individual,4,7,1875,3
7,8,2272,0.04926510855300632,1.3774628639221191,random_individual,4,8,2272,3
6,9,2825,0.08779434274538958,1.3603816032409668,random_individual,4,9,2825,3
5,10,2998,0.07258659635282243,1.3644731044769287,random_individual,4,10,2998,3
4,11,4053,0.18202141034371164,1.30978262424469,random_individual,4,11,4053,3
3,12,4539,0.2550394332034487,1.2665104866027832,random_individual,4,12,4539,3
2,13,5122,0.3369665425199179,1.237518072128296,random_individual,4,13,5122,3
1,14,5324,0.3644285034770694,1.2160998582839966,random_individual,4,14,5324,3
0,15,5442,0.32853010704957963,1.228041648864746,random_individual,4,15,5442,3
