trait,target_island,method,n_train_size,n_cal_samples,corr_test_mean,corr_test_std,corr_cal_mean,mse_test_mean,n_rows
body_mass,3,all_individuals,5503,25,0.2275434368354668,,0.2528917761510091,0.899124801158905,1
body_mass,3,all_individuals,5503,50,0.295534156103981,,0.0261848353911631,0.8860840201377869,1
body_mass,3,all_individuals,5503,100,0.2068093334479043,,0.2310801550733764,1.036128282546997,1
body_mass,3,calibration_ga,500,25,-0.0513276346862858,,0.9895580352992152,0.9249802231788636,1
body_mass,3,calibration_ga,500,50,0.2444682502368255,,0.9185922105973005,0.9418877363204956,1
body_mass,3,calibration_ga,500,100,-0.01905170348721,,0.7802127000256296,1.0645692348480225,1
body_mass,3,calibration_ga,1000,25,0.0972621429251382,,0.9935965195546076,0.9164014458656312,1
body_mass,3,calibration_ga,1000,50,0.1929449719780426,,0.9062548972721566,0.9569610953330994,1
body_mass,3,calibration_ga,1000,100,-0.0937187850550499,,0.7479241805409043,1.090404391288757,1
body_mass,3,calibration_ga,2000,25,0.1269921306518273,,0.9713374798330908,0.9137954115867616,1
body_mass,3,calibration_ga,2000,50,0.1300614924140318,,0.8673996571374655,0.9438586831092834,1
body_mass,3,calibration_ga,2000,100,0.0654329485398201,,0.6959545905710394,1.05876624584198,1
body_mass,3,calibration_ga,3000,25,0.1660911123117275,,0.8938576572685564,0.9082614779472352,1
body_mass,3,calibration_ga,3000,50,0.1791548048552233,,0.714019366396245,0.9348087310791016,1
body_mass,3,calibration_ga,3000,100,0.1383742497572353,,0.6963645174646202,1.0565032958984375,1
body_mass,3,calibration_ga,4000,25,0.1993030196926254,,0.7415115759073448,0.9209742546081544,1
body_mass,3,calibration_ga,4000,50,0.2759935534698724,,0.5692913018704391,0.9015948176383972,1
body_mass,3,calibration_ga,4000,100,0.1873590912507311,,0.5396134045436116,1.058529019355774,1
body_mass,3,pevmean_ga,500,25,0.2984237619021329,,0.1974890106271547,0.8867264986038208,1
body_mass,3,pevmean_ga,500,50,0.3284263309705604,,0.1464735439990973,0.904521942138672,1
body_mass,3,pevmean_ga,500,100,0.1966155308347188,,0.3526362385347212,1.0395474433898926,1
body_mass,3,pevmean_ga,1000,25,0.2608767571038162,,0.2605458581867849,0.880706787109375,1
body_mass,3,pevmean_ga,1000,50,0.3217572128948614,,0.0739482725740421,0.8981696367263794,1
body_mass,3,pevmean_ga,1000,100,0.1944462258009799,,0.3163925467906709,1.034488320350647,1
body_mass,3,pevmean_ga,2000,25,0.1850130655290453,,0.3092070130903218,0.9104321599006652,1
body_mass,3,pevmean_ga,2000,50,0.2555334499118188,,0.0717571358379831,0.9082455039024352,1
body_mass,3,pevmean_ga,2000,100,0.2110806754814267,,0.1610053312381122,1.033627986907959,1
body_mass,3,pevmean_ga,3000,25,0.2532424362465527,,0.2864452840406511,0.8890408873558044,1
body_mass,3,pevmean_ga,3000,50,0.3392912385206894,,-0.0207834769109028,0.8751765489578247,1
body_mass,3,pevmean_ga,3000,100,0.2417691157683625,,0.2480775635483703,1.018637776374817,1
body_mass,3,pevmean_ga,4000,25,0.250529220099339,,0.2408292871904626,0.8799566030502319,1
body_mass,3,pevmean_ga,4000,50,0.3300585409802585,,-0.0014911171895834,0.8697881102561951,1
body_mass,3,pevmean_ga,4000,100,0.239930285466594,,0.2368270615823113,1.0184619426727295,1
body_mass,3,random,500,25,0.1286276162819037,0.07651192266723683,-0.124949183796719,0.9097662329673767,5
body_mass,3,random,500,50,0.2065145466333372,0.05336975638570626,0.02737156594472006,0.9392238974571228,5
body_mass,3,random,500,100,0.17636916297878558,0.06665739060654391,0.07891263028939224,1.045082950592041,5
body_mass,3,random,1000,25,0.14472086041500637,0.05639786661599091,0.09877008422835472,0.9117818474769592,5
body_mass,3,random,1000,50,0.2024441816151062,0.06869224743294634,0.10591090645379468,0.9328026056289673,5
body_mass,3,random,1000,100,0.15167474603204295,0.0848953826679858,0.14021088504203752,1.040935492515564,5
body_mass,3,random,2000,25,0.17560055485376153,0.06311853489171654,0.14252273125809695,0.9013989925384521,5
body_mass,3,random,2000,50,0.23694056417181492,0.06508680315358129,0.027877875352373523,0.9150047302246094,5
body_mass,3,random,2000,100,0.23024227087291393,0.058071095200983,0.12153129914903635,1.023433554172516,5
body_mass,3,random,3000,25,0.20787407483172465,0.011938865399485521,0.25445232623175074,0.8973952770233155,5
body_mass,3,random,3000,50,0.23577584850991404,0.05120471959647307,0.020644094237177397,0.9125621080398559,5
body_mass,3,random,3000,100,0.23132544929448726,0.0375697106183389,0.19738312961045196,1.018429970741272,5
body_mass,3,random,4000,25,0.2323238509395309,0.039175942015552793,0.2567083429119643,0.895560371875763,5
body_mass,3,random,4000,50,0.25287990439043956,0.026667108647501242,-0.0196444676922143,0.9062468409538269,5
body_mass,3,random,4000,100,0.20128364429591591,0.013298856329889284,0.19213307933846163,1.0367026329040527,5
