n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,194,0.04253105008880202,1.3219516277313232,shapley_mean,-1,1,194,0
13,2,752,0.30007705432616477,1.2833529710769653,shapley_mean,-1,2,752,0
12,3,1044,0.2575261980808392,1.2893418073654175,shapley_mean,-1,3,1044,0
11,4,1303,0.15102254198751164,1.319962978363037,shapley_mean,-1,4,1303,0
10,5,2381,0.15905670378295314,1.337339997291565,shapley_mean,-1,5,2381,0
9,6,2964,0.16089699127784637,1.3297300338745117,shapley_mean,-1,6,2964,0
8,7,3548,0.14960483646507627,1.3275638818740845,shapley_mean,-1,7,3548,0
7,8,3714,0.17464338473461682,1.314544677734375,shapley_mean,-1,8,3714,0
6,9,3872,0.17989361330270603,1.3129912614822388,shapley_mean,-1,9,3872,0
5,10,4269,0.19080338661537563,1.3156787157058716,shapley_mean,-1,10,4269,0
4,11,4471,0.195403337754828,1.3133552074432373,shapley_mean,-1,11,4471,0
3,12,4957,0.20623903212937178,1.3025327920913696,shapley_mean,-1,12,4957,0
2,13,5313,0.2462418829584284,1.281678557395935,shapley_mean,-1,13,5313,0
1,14,5486,0.2620860630614508,1.271242380142212,shapley_mean,-1,14,5486,0
0,15,5578,0.2668779844391814,1.2680866718292236,shapley_mean,-1,15,5578,0
14,1,194,0.3414068173142302,1.327725887298584,random_individual,0,1,194,0
13,2,752,0.3030074408706998,1.2926820516586304,random_individual,0,2,752,0
12,3,1044,0.33677145963459,1.2743384838104248,random_individual,0,3,1044,0
11,4,1303,0.38581982228084016,1.254860520362854,random_individual,0,4,1303,0
10,5,2381,0.2638850172102922,1.268784761428833,random_individual,0,5,2381,0
9,6,2964,0.2587782212248135,1.268572211265564,random_individual,0,6,2964,0
8,7,3548,0.250486909307833,1.2772289514541626,random_individual,0,7,3548,0
7,8,3714,0.21657091948337515,1.295323371887207,random_individual,0,8,3714,0
6,9,3872,0.2078085780004563,1.3001214265823364,random_individual,0,9,3872,0
5,10,4269,0.25260416722606943,1.2875555753707886,random_individual,0,10,4269,0
4,11,4471,0.23712116601195973,1.2912273406982422,random_individual,0,11,4471,0
3,12,4957,0.26501030517112373,1.2764118909835815,random_individual,0,12,4957,0
2,13,5313,0.26191597761863805,1.2691283226013184,random_individual,0,13,5313,0
1,14,5486,0.24975551369501123,1.2731316089630127,random_individual,0,14,5486,0
0,15,5578,0.2668779844391814,1.2680866718292236,random_individual,0,15,5578,0
14,1,194,-0.009425755602003594,1.3919063806533813,random_individual,1,1,194,0
13,2,752,0.030082246783961875,1.3420686721801758,random_individual,1,2,752,0
12,3,1044,0.006719511988143297,1.3328125476837158,random_individual,1,3,1044,0
11,4,1303,0.13555840530017607,1.3127912282943726,random_individual,1,4,1303,0
10,5,2381,0.20126062183325452,1.3175034523010254,random_individual,1,5,2381,0
9,6,2964,0.222390314490414,1.3066692352294922,random_individual,1,6,2964,0
8,7,3548,0.2534727758107371,1.2966554164886475,random_individual,1,7,3548,0
7,8,3714,0.2547782412254252,1.2943834066390991,random_individual,1,8,3714,0
6,9,3872,0.269648803409051,1.2902756929397583,random_individual,1,9,3872,0
5,10,4269,0.284169704295047,1.2802979946136475,random_individual,1,10,4269,0
4,11,4471,0.29451168580942777,1.2683992385864258,random_individual,1,11,4471,0
3,12,4957,0.29406333121481343,1.2619935274124146,random_individual,1,12,4957,0
2,13,5313,0.2718610619110223,1.2676974534988403,random_individual,1,13,5313,0
1,14,5486,0.26781302203485874,1.2689136266708374,random_individual,1,14,5486,0
0,15,5578,0.2668779844391814,1.2680866718292236,random_individual,1,15,5578,0
14,1,194,0.12644845583086337,1.33243989944458,random_individual,2,1,194,0
13,2,752,0.02641534374896273,1.3152250051498413,random_individual,2,2,752,0
12,3,1044,-0.07520383943941016,1.339214563369751,random_individual,2,3,1044,0
11,4,1303,-0.024282997573942783,1.3367555141448975,random_individual,2,4,1303,0
10,5,2381,-0.0011797125786998654,1.3416396379470825,random_individual,2,5,2381,0
9,6,2964,0.19854785385149726,1.2901341915130615,random_individual,2,6,2964,0
8,7,3548,0.18552474852047268,1.2862509489059448,random_individual,2,7,3548,0
7,8,3714,0.23918272175359045,1.2723289728164673,random_individual,2,8,3714,0
6,9,3872,0.21085902783155772,1.285537838935852,random_individual,2,9,3872,0
5,10,4269,0.19516723091424365,1.2948458194732666,random_individual,2,10,4269,0
4,11,4471,0.19911063612589525,1.2923694849014282,random_individual,2,11,4471,0
3,12,4957,0.22536135295089413,1.2850823402404785,random_individual,2,12,4957,0
2,13,5313,0.25349102703386744,1.2754228115081787,random_individual,2,13,5313,0
1,14,5486,0.26226339958199774,1.2709070444107056,random_individual,2,14,5486,0
0,15,5578,0.2668779844391814,1.2680866718292236,random_individual,2,15,5578,0
14,1,194,-0.08467124620675089,1.3321150541305542,random_individual,3,1,194,0
13,2,752,0.22798483073662343,1.2867685556411743,random_individual,3,2,752,0
12,3,1044,0.14395213644201413,1.304513931274414,random_individual,3,3,1044,0
11,4,1303,0.1513131905569506,1.3051530122756958,random_individual,3,4,1303,0
10,5,2381,0.13994433208445567,1.3123501539230347,random_individual,3,5,2381,0
9,6,2964,0.15521663619039613,1.3099106550216675,random_individual,3,6,2964,0
8,7,3548,0.18795414790945902,1.3010308742523193,random_individual,3,7,3548,0
7,8,3714,0.1953363123966436,1.2997419834136963,random_individual,3,8,3714,0
6,9,3872,0.24376639536599623,1.2804787158966064,random_individual,3,9,3872,0
5,10,4269,0.22686413346979692,1.284447431564331,random_individual,3,10,4269,0
4,11,4471,0.21587833832613254,1.2915997505187988,random_individual,3,11,4471,0
3,12,4957,0.21574460372526072,1.2886980772018433,random_individual,3,12,4957,0
2,13,5313,0.2667774102738154,1.2675615549087524,random_individual,3,13,5313,0
1,14,5486,0.2674333628731982,1.266414761543274,random_individual,3,14,5486,0
0,15,5578,0.2668779844391814,1.2680866718292236,random_individual,3,15,5578,0
14,1,194,-0.0944927138685235,1.3273630142211914,random_individual,4,1,194,0
13,2,752,0.24889126840468914,1.3001042604446411,random_individual,4,2,752,0
12,3,1044,0.05503710903849024,1.3307113647460938,random_individual,4,3,1044,0
11,4,1303,0.07467171148959394,1.3279354572296143,random_individual,4,4,1303,0
10,5,2381,0.13269520674157595,1.3171275854110718,random_individual,4,5,2381,0
9,6,2964,0.1501903258922873,1.3077276945114136,random_individual,4,6,2964,0
8,7,3548,0.18433377707310164,1.2976038455963135,random_individual,4,7,3548,0
7,8,3714,0.22281698271658124,1.2861213684082031,random_individual,4,8,3714,0
6,9,3872,0.23465580872702768,1.2850700616836548,random_individual,4,9,3872,0
5,10,4269,0.2261226955577864,1.2882153987884521,random_individual,4,10,4269,0
4,11,4471,0.2536503754411637,1.2720248699188232,random_individual,4,11,4471,0
3,12,4957,0.2481787699176568,1.2776801586151123,random_individual,4,12,4957,0
2,13,5313,0.2713988291218314,1.2705835103988647,random_individual,4,13,5313,0
1,14,5486,0.2739217877015191,1.264641284942627,random_individual,4,14,5486,0
0,15,5578,0.2668779844391814,1.2680866718292236,random_individual,4,15,5578,0
