target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
0,5,Hestmannøy,0.10954599408729691,0.00010161966056335521,1078,1,5
0,4,Gjerøy,0.10941554684325455,0.00019608520939651353,558,2,2
0,3,Selvær,0.05206941837892063,0.0002683990638088692,194,3,1
0,2,Træna,0.04897975606404014,0.00016773889063027446,292,4,3
0,7,Onøy og Lurøy,0.04204810159460408,0.00016234788260464895,259,5,4
0,9,Sleneset,-0.0035624017923202955,-2.1460251760965636e-05,166,6,8
0,8,Lovund,-0.004474176500420227,-2.831757278746979e-05,158,7,9
0,11,Southern 1,-0.011238423105528559,-1.927688354293063e-05,583,8,6
0,13,Southern 3,-0.011992148733782976,-2.0534501256477698e-05,584,9,7
0,12,Southern 2,-0.026172662741344426,-6.592610262303381e-05,397,10,10
0,15,Southern 5,-0.028733267805084207,-0.00014224390002516934,202,11,11
0,1,Myken,-0.05094566152480395,-0.0005537571904869994,92,12,15
0,14,Southern 4,-0.07101327524406133,-0.0001461178502964225,486,13,12
0,6,Indre Kvarøy,-0.08639646761188176,-0.00024268670677494875,356,14,13
0,10,Aldra,-0.09145165705718977,-0.0005286222951282646,173,15,14
