trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,3,pevmean_ga,2000,0.1464090264950766,,0.9115903973579408,1
body_mass,3,random_individual,2000,0.1675664489294693,0.024386757193775352,0.9023253917694092,5
