target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,0,Nesøy,0.05791480077057194,0.0004908033963607792,118,1,1
5,10,Aldra,0.04747984802533692,0.00027444998858576253,173,2,2
5,3,Selvær,0.046178473832728356,0.0002417721143074783,191,3,3
5,2,Træna,0.042561923457867044,0.00014881791418834632,286,4,4
5,9,Sleneset,0.01850239494888389,0.00011563996843052431,160,5,5
5,7,Onøy og Lurøy,0.01646338489757631,6.431009725615746e-05,256,6,7
5,12,Southern 2,0.014290271493669808,3.5995646079772815e-05,397,7,8
5,8,Lovund,0.011531954382399819,7.637055882383987e-05,151,8,6
5,14,Southern 4,0.0064593230919105515,1.3290788254959982e-05,486,9,9
5,4,Gjerøy,0.005723552085084393,1.0350003770496191e-05,553,10,10
5,11,Southern 1,0.005055102508962867,8.700692786510959e-06,581,11,11
5,15,Southern 5,-0.0018255350457745683,-9.037302206804793e-06,202,12,12
5,6,Indre Kvarøy,-0.005267950564477332,-1.5094414224863414e-05,349,13,13
5,1,Myken,-0.009486646630541804,-0.0001031157242450196,92,14,15
5,13,Southern 3,-0.039107173723916755,-6.707920021255018e-05,583,15,14
