target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,2,Træna,0.13851812795253343,0.00048432911871515184,286,1,3
3,8,Lovund,0.08167613606792226,0.0005409015633637236,151,2,2
3,1,Myken,0.07885738649734081,0.0008571455054058784,92,3,1
3,9,Sleneset,0.05775247413730375,0.00036095296335814846,160,4,4
3,7,Onøy og Lurøy,0.0490696414202864,0.00019167828679799375,256,5,5
3,11,Southern 1,0.03493850554452957,6.0135121419155884e-05,581,6,6
3,5,Hestmannøy,0.016012792933481568,1.5178002780551249e-05,1055,7,8
3,14,Southern 4,0.010443453184318423,2.14885867990091e-05,486,8,7
3,10,Aldra,-0.004498251338644361,-2.600145282453388e-05,173,9,9
3,6,Indre Kvarøy,-0.011565240822285371,-3.313822585182055e-05,349,10,10
3,0,Nesøy,-0.0153397994695394,-0.00012999830058931696,118,11,14
3,12,Southern 2,-0.015455247526162008,-3.893009452433755e-05,397,12,13
3,4,Gjerøy,-0.018921667180161073,-3.421639634748838e-05,553,13,11
3,13,Southern 3,-0.022493266767693705,-3.8581932706164156e-05,583,14,12
3,15,Southern 5,-0.03878803847489609,-0.00019201999244998066,202,15,15
