n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples
14,1,92,0.1346717052113951,0.3362295627593994,shapley_mean,-1,1,92,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
13,2,255,0.1073357162021428,0.3345904052257538,shapley_mean,-1,2,255,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
12,3,407,0.13997943869910873,0.33336666226387024,shapley_mean,-1,3,407,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
11,4,755,0.054134183559569615,0.3390669524669647,shapley_mean,-1,4,755,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
10,5,872,0.016221997630373294,0.3423735797405243,shapley_mean,-1,5,872,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
9,6,1427,-0.06136644756153339,0.3473869562149048,shapley_mean,-1,6,1427,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
8,7,1913,-0.1302955893744814,0.3554897904396057,shapley_mean,-1,7,1913,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
7,8,2496,-0.11443722746847051,0.3547613024711609,shapley_mean,-1,8,2496,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
6,9,3079,-0.10519759649120476,0.3540187478065491,shapley_mean,-1,9,3079,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
5,10,4142,0.0214430034451142,0.34267890453338623,shapley_mean,-1,10,4142,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
4,11,4538,-0.011225647640086508,0.3470430076122284,shapley_mean,-1,11,4538,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
3,12,4824,0.0654170915611598,0.33848294615745544,shapley_mean,-1,12,4824,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
2,13,5081,-0.010710171049979235,0.3499160408973694,shapley_mean,-1,13,5081,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
1,14,5254,-0.0021360163807146604,0.349396675825119,shapley_mean,-1,14,5254,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
0,15,5456,0.003072902164133158,0.34872376918792725,shapley_mean,-1,15,5456,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
14,1,92,-0.18120078496596526,0.33754676580429077,random_individual,0,1,92,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
13,2,255,0.11477485020249434,0.33130505681037903,random_individual,0,2,255,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
12,3,407,-0.08906076268810319,0.3367522954940796,random_individual,0,3,407,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
11,4,755,0.06459347109119623,0.33516189455986023,random_individual,0,4,755,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
10,5,872,0.09354949909616415,0.3355761766433716,random_individual,0,5,872,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
9,6,1427,0.14087671639212357,0.3273685872554779,random_individual,0,6,1427,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
8,7,1913,0.127308107106773,0.32833144068717957,random_individual,0,7,1913,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
7,8,2496,0.12434393600865462,0.32937222719192505,random_individual,0,8,2496,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
6,9,3079,0.1634418562453817,0.3253113031387329,random_individual,0,9,3079,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
5,10,4142,-0.058110990214442375,0.3598031997680664,random_individual,0,10,4142,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
4,11,4538,-0.0047260500355974355,0.3519037067890167,random_individual,0,11,4538,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
3,12,4824,0.019663590628953138,0.3475291132926941,random_individual,0,12,4824,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
2,13,5081,0.028050929260580358,0.3446043133735657,random_individual,0,13,5081,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
1,14,5254,0.003731392093501428,0.34822213649749756,random_individual,0,14,5254,3,Selvær,2,1209620117,10,tarsus,0.05154639175257732,10
