target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,11,Southern 1,0.11541249858088735,0.00019796311934972103,583,1,2
14,5,Hestmannøy,0.10259544410850778,9.651499916134316e-05,1063,2,6
14,12,Southern 2,0.06875487075342716,0.00017362341099350293,396,3,3
14,9,Sleneset,0.03381167017060612,0.0002074335593288719,163,4,1
14,7,Onøy og Lurøy,0.02820897951538543,0.00010976256620772541,257,5,4
14,0,Nesøy,0.011943565907387972,0.00010208175989220489,117,6,5
14,10,Aldra,0.009360958922170032,5.410958914549151e-05,173,7,7
14,8,Lovund,0.0061362211376854445,4.0369875905825294e-05,152,8,8
14,1,Myken,-0.014935552936988183,-0.0001623429667063933,92,9,14
14,13,Southern 3,-0.02080707345744107,-3.568966287725741e-05,583,10,9
14,2,Træna,-0.022226237890705908,-7.771411849897171e-05,286,11,11
14,15,Southern 5,-0.025660167908913498,-0.00012703053420254207,202,12,12
14,3,Selvær,-0.032549286120776684,-0.00016777982536482828,194,13,15
14,4,Gjerøy,-0.03476493112633605,-6.263951554294784e-05,555,14,10
14,6,Indre Kvarøy,-0.05487577895031184,-0.00015768901997216048,348,15,13
