n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,92,0.41401635304003387,0.5471968054771423,shapley_mean,-1,3
2,244,0.356150087606039,0.5484828948974609,shapley_mean,-1,3
3,592,0.20594698142982895,0.5632784366607666,shapley_mean,-1,3
4,709,0.17936233289203263,0.5664706230163574,shapley_mean,-1,3
5,1105,0.13990944494465413,0.568566083908081,shapley_mean,-1,3
6,1268,0.16027474160664,0.565156877040863,shapley_mean,-1,3
7,1554,0.25530017028940116,0.5521749258041382,shapley_mean,-1,3
8,1811,0.23779706350233987,0.5516142249107361,shapley_mean,-1,3
9,2394,0.285730458941639,0.5442202687263489,shapley_mean,-1,3
10,3457,0.2610051102676847,0.5489172339439392,shapley_mean,-1,3
11,4040,0.28086670721383666,0.5435863137245178,shapley_mean,-1,3
12,4213,0.2832413117290631,0.5433897376060486,shapley_mean,-1,3
13,4768,0.3391214120419849,0.534050703048706,shapley_mean,-1,3
14,4970,0.3479759273256199,0.5324242115020752,shapley_mean,-1,3
15,5456,0.32887764238792594,0.5356900095939636,shapley_mean,-1,3
1,92,-0.049327622603123664,0.5842542052268982,random_individual,0,3
2,244,0.09998280775609662,0.5782288908958435,random_individual,0,3
3,592,0.22714661223241897,0.5632946491241455,random_individual,0,3
4,709,0.300195079973541,0.5571889281272888,random_individual,0,3
5,1105,0.328922895191134,0.5463091135025024,random_individual,0,3
6,1268,0.31512360256891747,0.5467512607574463,random_individual,0,3
7,1554,0.25498842919266956,0.5535431504249573,random_individual,0,3
8,1811,0.2087565145449443,0.5588082671165466,random_individual,0,3
9,2394,0.2133737680174305,0.5568941831588745,random_individual,0,3
10,3457,0.2820022527442533,0.5496500730514526,random_individual,0,3
11,4040,0.3012877007816502,0.5457939505577087,random_individual,0,3
12,4213,0.3280100493602083,0.5430232882499695,random_individual,0,3
13,4768,0.29193034975797244,0.5474467873573303,random_individual,0,3
14,4970,0.31280559971738825,0.5424724221229553,random_individual,0,3
15,5456,0.32887764238792594,0.5356900095939636,random_individual,0,3
1,92,-0.14224847325294937,0.5866885185241699,random_individual,1,3
2,244,0.16646770248480644,0.580035388469696,random_individual,1,3
3,592,0.2249583621839055,0.5722170472145081,random_individual,1,3
4,709,0.14976322183502078,0.572782576084137,random_individual,1,3
5,1105,0.12125436095899579,0.5716736912727356,random_individual,1,3
6,1268,0.12076838532228924,0.5743837952613831,random_individual,1,3
7,1554,0.08579536875384029,0.5811038613319397,random_individual,1,3
8,1811,0.16134310503885865,0.5704694390296936,random_individual,1,3
9,2394,0.13895066548802557,0.5730460286140442,random_individual,1,3
10,3457,0.22853870049674543,0.5571348667144775,random_individual,1,3
11,4040,0.30634094594543976,0.5454216599464417,random_individual,1,3
12,4213,0.30895339850560877,0.544241189956665,random_individual,1,3
13,4768,0.2930097802011056,0.5426244735717773,random_individual,1,3
14,4970,0.3034578163847392,0.5421406626701355,random_individual,1,3
15,5456,0.32887764238792594,0.5356900095939636,random_individual,1,3
1,92,0.263241416738349,0.5742492079734802,random_individual,2,3
2,244,0.1285467296366037,0.5801119804382324,random_individual,2,3
3,592,0.27939756778957686,0.5713329911231995,random_individual,2,3
4,709,0.25268936870417685,0.5737971067428589,random_individual,2,3
5,1105,0.22491314336179827,0.5713168382644653,random_individual,2,3
6,1268,0.19283517766547945,0.5739532113075256,random_individual,2,3
7,1554,0.08344470816877121,0.5800082683563232,random_individual,2,3
8,1811,0.04612549245873788,0.5830877423286438,random_individual,2,3
9,2394,0.23661262876708816,0.5627443194389343,random_individual,2,3
10,3457,0.3354323433095094,0.5397202968597412,random_individual,2,3
11,4040,0.31433979671842427,0.5386252999305725,random_individual,2,3
12,4213,0.30891426882366857,0.5389469861984253,random_individual,2,3
13,4768,0.30838697955134725,0.5401360392570496,random_individual,2,3
14,4970,0.3393696153280755,0.5338977575302124,random_individual,2,3
15,5456,0.32887764238792594,0.5356900095939636,random_individual,2,3
1,92,-0.1728610012534542,0.5898500680923462,random_individual,3,3
2,244,-0.20007377020034828,0.6004831790924072,random_individual,3,3
3,592,-0.10442269253851891,0.5963771939277649,random_individual,3,3
4,709,-0.023623900037900263,0.5904969573020935,random_individual,3,3
5,1105,-0.046421875133336614,0.5928364992141724,random_individual,3,3
6,1268,-0.023429938730394582,0.590664267539978,random_individual,3,3
7,1554,-0.008274769526268006,0.5895338654518127,random_individual,3,3
8,1811,-0.03465879424928961,0.5926133394241333,random_individual,3,3
9,2394,0.06669400626583667,0.5769016742706299,random_individual,3,3
10,3457,0.10742105214847818,0.5767515897750854,random_individual,3,3
11,4040,0.21398950701905411,0.5574799180030823,random_individual,3,3
12,4213,0.24182535091480611,0.5526344776153564,random_individual,3,3
13,4768,0.33063248464948736,0.5371056795120239,random_individual,3,3
14,4970,0.342876744645014,0.5360766649246216,random_individual,3,3
15,5456,0.32887764238792594,0.5356900095939636,random_individual,3,3
1,92,0.11200419127349917,0.5794853568077087,random_individual,4,3
2,244,0.25862332211721656,0.5690237283706665,random_individual,4,3
3,592,0.12341332147069912,0.5714461803436279,random_individual,4,3
4,709,0.10075382522149898,0.5730119347572327,random_individual,4,3
5,1105,0.2003018880320888,0.5624904632568359,random_individual,4,3
6,1268,0.17601247723838004,0.5649653077125549,random_individual,4,3
7,1554,0.14146539823053225,0.5674247145652771,random_individual,4,3
8,1811,0.12512250549641057,0.5713427662849426,random_individual,4,3
9,2394,0.2008038217824743,0.5626865029335022,random_individual,4,3
10,3457,0.27960909556734487,0.5570476055145264,random_individual,4,3
11,4040,0.3697892443138766,0.5394863486289978,random_individual,4,3
12,4213,0.3468481766776271,0.5412290692329407,random_individual,4,3
13,4768,0.31332004782636574,0.5437864065170288,random_individual,4,3
14,4970,0.35828861108540694,0.5362340807914734,random_individual,4,3
15,5456,0.32887764238792594,0.5356900095939636,random_individual,4,3
