target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,1,Myken,0.09997307889928521,0.001086663901079187,92,1,1
3,8,Lovund,0.06108932634816032,0.0004019034628168442,152,2,2
3,6,Indre Kvarøy,0.04404360059623624,0.00012656207067883977,348,3,3
3,12,Southern 2,0.021635622580156617,5.4635410555951054e-05,396,4,5
3,5,Hestmannøy,0.012521876191036875,1.1779751825998942e-05,1063,5,10
3,0,Nesøy,0.010920042412030517,9.333369582932066e-05,117,6,4
3,13,Southern 3,0.009737149063811104,1.6701799423346664e-05,583,7,9
3,2,Træna,0.0072071507901256245,2.5199827937502184e-05,286,8,7
3,9,Sleneset,0.006576124093940294,4.034431959472573e-05,163,9,6
3,7,Onøy og Lurøy,0.004389912687959255,1.7081372326689707e-05,257,10,8
3,11,Southern 1,-0.004332033943926156,-7.4305899552764255e-06,583,11,11
3,10,Aldra,-0.005745803602839294,-3.321273758866644e-05,173,12,12
3,15,Southern 5,-0.012088662601108314,-5.984486436192235e-05,202,13,14
3,4,Gjerøy,-0.019021763272114533,-3.42734473371433e-05,555,14,13
3,14,Southern 4,-0.02994210791869879,-6.160927555287816e-05,486,15,15
