trait,fold,test_island_code,test_island,test_island_original_label,n_train,n_test,n_features_available,n_pcs,alpha,pearson_r,outer_pca_cumvar,fit_time_seconds
thr_tarsus,1,0,Nesøy,20,5533,117,65344,3500,156026.34,0.32594549362052877,0.924309253692627,0.34869329999946785
thr_tarsus,2,1,Myken,22,5558,92,65344,3500,156026.34,0.34728723018861135,0.924309253692627,0.4424619999999777
thr_tarsus,3,2,Træna,23,5364,286,65344,3500,156026.34,0.23251574583164167,0.924309253692627,0.3414794999998776
thr_tarsus,4,3,Selvær,24,5456,194,65344,3500,156026.34,0.27962701227331116,0.924309253692627,0.438035399999535
thr_tarsus,5,4,Gjerøy,26,5095,555,65344,3500,156026.34,0.2528392966539855,0.924309253692627,0.3413000999998985
thr_tarsus,6,5,Hestmannøy,27,4587,1063,65344,3500,156026.34,0.22888170237523042,0.924309253692627,0.3490740999995978
thr_tarsus,7,6,Indre Kvarøy,28,5302,348,65344,3500,156026.34,0.3590499921684701,0.924309253692627,0.4218905999996423
thr_tarsus,8,7,Onøy og Lurøy,33,5393,257,65344,3500,156026.34,0.2279606830373497,0.924309253692627,0.34337109999978566
thr_tarsus,9,8,Lovund,34,5498,152,65344,3500,156026.34,0.42215216012309414,0.924309253692627,0.3241618000001836
thr_tarsus,10,9,Sleneset,35,5487,163,65344,3500,156026.34,0.2596771787277623,0.924309253692627,0.359372799999619
thr_tarsus,11,10,Aldra,38,5477,173,65344,3500,156026.34,0.2090827719081392,0.924309253692627,0.36428020000039396
thr_tarsus,12,11,Leka,60,5067,583,65344,3500,156026.34,0.2441909721676904,0.924309253692627,0.36142279999967286
thr_tarsus,13,12,Vega,61,5254,396,65344,3500,156026.34,0.13889043918450672,0.924309253692627,0.3306979999997566
thr_tarsus,14,13,Vikna,63,5067,583,65344,3500,156026.34,0.11667643090293131,0.924309253692627,0.33334130000002915
thr_tarsus,15,14,Lauvøya,67,4962,688,65344,3500,156026.34,0.15569214783758661,0.924309253692627,0.3223366000001988
