analysis,method,weight_scheme,order_seed,weighted_fit_used,n_individuals,corr_eval,mse_adj,target_island,target_island_name,repeat,repeat_seed,trait,n_components,avg_grm_obj
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5578,0.30439347660376714,4.201121717838333,0,Nesøy,0,2076391374,body_mass,500,-0.0012997164876513844
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5605,0.185511633730769,5.691504929507548,1,Myken,0,2041129560,body_mass,500,-0.0011549602703682994
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5405,0.2409618235197412,4.782751647629902,2,Træna,0,691795168,body_mass,500,-0.0015742536471535559
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5503,0.20059357646034764,3.555714844218548,3,Selvær,0,1712667889,body_mass,500,-0.001113041352838955
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5139,0.09340996818008152,3.96066956172853,4,Gjerøy,0,31823479,body_mass,500,-0.0036667255796769163
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,4619,0.13878193309527748,4.536876234843702,5,Hestmannøy,0,639053116,body_mass,500,-0.004097308018003854
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5341,0.253094491841944,4.115197074129408,6,Indre Kvarøy,0,159331124,body_mass,500,-0.002539627952297367
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5438,0.21559311743529294,3.903402304500136,7,Onøy og Lurøy,0,324992130,body_mass,500,-0.001944004273372419
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5539,0.3919193469968361,3.4543024479394537,8,Lovund,0,904772756,body_mass,500,-0.0007632773359394643
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5531,0.1746847958824855,3.7949052239480197,9,Sleneset,0,698402219,body_mass,500,-0.0015718369968423813
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5524,0.16183060676434274,3.4160053561856745,10,Aldra,0,859124446,body_mass,500,-0.005076303334098852
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5114,0.1281807715818368,3.040624803459514,11,Southern 1,0,1584512352,body_mass,500,-0.004787047109560498
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5300,0.044081841607721724,3.56693742545985,12,Southern 2,0,1695995065,body_mass,500,-0.003690062699420242
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5113,0.157777599585945,3.137822321657348,13,Southern 3,0,33537373,body_mass,500,-0.0036528064612761538
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5211,0.035439893946716094,3.049077169328779,14,Southern 4,0,631883636,body_mass,500,-0.003263157137102592
weighted_full,bpcrr_weight_exp_beta_0p5,exp_beta_0p5,-1,True,5495,0.1074778218517918,2.990415235814367,15,Southern 5,0,929754402,body_mass,500,-0.002507729787105793
