target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,12,Southern 2,0.15196893829039998,0.00038375994517777774,396,1,1
14,11,Southern 1,0.09099895589003155,0.00015608740289885345,583,2,3
14,13,Southern 3,0.03330337585328095,5.712414383067058e-05,583,3,7
14,9,Sleneset,0.03114595108104588,0.00019107945448494404,163,4,2
14,15,Southern 5,0.02128187234971311,0.00010535580371145104,202,5,4
14,2,Træna,0.01786401441205051,6.246158885332345e-05,286,6,6
14,7,Onøy og Lurøy,0.014308889646289387,5.567661340968633e-05,257,7,8
14,0,Nesøy,0.010774732044261874,9.209172687403311e-05,117,8,5
14,10,Aldra,0.0018998456246144498,1.0981766616268496e-05,173,9,9
14,8,Lovund,0.0006263985725247233,4.121043240294232e-06,152,10,10
14,1,Myken,-0.004120195417824721,-4.478473280244262e-05,92,11,13
14,4,Gjerøy,-0.005840899225771709,-1.0524142749138213e-05,555,12,11
14,5,Hestmannøy,-0.012684695884535488,-1.193292181047553e-05,1063,13,12
14,3,Selvær,-0.034132831783032454,-0.0001759424318713013,194,14,14
14,6,Indre Kvarøy,-0.0715298359914175,-0.00020554550572246408,348,15,15
