target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,6,Indre Kvarøy,0.09872834880567355,0.0002837021517404412,348,1,3
5,8,Lovund,0.08253426831633691,0.0005429886073443218,152,2,2
5,1,Myken,0.07463233310375893,0.0008112210119973796,92,3,1
5,9,Sleneset,0.0191717367521313,0.0001176180168842411,163,4,4
5,10,Aldra,0.014736573148955724,8.518250375118916e-05,173,5,5
5,7,Onøy og Lurøy,0.010302965019340778,4.008935805190964e-05,257,6,6
5,4,Gjerøy,0.009299477413718069,1.6755815159852377e-05,555,7,8
5,11,Southern 1,0.005934092966113874,1.0178547111687606e-05,583,8,9
5,0,Nesøy,0.003031617269857383,2.5911258716729768e-05,117,9,7
5,3,Selvær,-0.009332104065624526,-4.8103629204250134e-05,194,10,12
5,13,Southern 3,-0.01168748014872277,-2.004713576110252e-05,583,11,10
5,15,Southern 5,-0.015063902343116675,-7.457377397582513e-05,202,12,13
5,12,Southern 2,-0.017368910263397163,-4.386088450352819e-05,396,13,11
5,14,Southern 4,-0.04077210036220231,-8.389321062181544e-05,486,14,14
5,2,Træna,-0.04218308072205775,-0.00014749328923796418,286,15,15
