n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,92,-0.0032531927521704824,1.418294906616211,shapley_mean,-1,4
2,250,0.03486557012817213,1.4146684408187866,shapley_mean,-1,4
3,369,0.06739998178413373,1.4125876426696777,shapley_mean,-1,4
4,1447,0.059953113354658354,1.4120997190475464,shapley_mean,-1,4
5,1803,0.09730689709407231,1.4002392292022705,shapley_mean,-1,4
6,1976,0.07380433582806674,1.4037508964538574,shapley_mean,-1,4
7,2559,0.09313993546089193,1.3968886137008667,shapley_mean,-1,4
8,2851,0.09450209087791726,1.3967567682266235,shapley_mean,-1,4
9,3248,0.0924579615801412,1.3966156244277954,shapley_mean,-1,4
10,3450,0.0838716198322499,1.399988055229187,shapley_mean,-1,4
11,3936,0.0882829847806614,1.3985799551010132,shapley_mean,-1,4
12,4195,0.08194014707996712,1.4002504348754883,shapley_mean,-1,4
13,4779,0.06080677186805072,1.4076684713363647,shapley_mean,-1,4
14,4945,0.057876583851034245,1.4097750186920166,shapley_mean,-1,4
15,5139,0.04613903933123136,1.4145523309707642,shapley_mean,-1,4
1,92,-0.01056921406902786,1.41495943069458,random_individual,0,4
2,250,-0.0012928269886468557,1.4190207719802856,random_individual,0,4
3,369,-0.0016226230095349988,1.4384249448776245,random_individual,0,4
4,1447,0.009229613766928933,1.4172325134277344,random_individual,0,4
5,1803,0.04226830776449292,1.41045343875885,random_individual,0,4
6,1976,0.019241365634768148,1.4183626174926758,random_individual,0,4
7,2559,0.03889427240629087,1.4144824743270874,random_individual,0,4
8,2851,0.05576946884544975,1.4090203046798706,random_individual,0,4
9,3248,0.0566677070699201,1.4118659496307373,random_individual,0,4
10,3450,0.035329691174425235,1.4177087545394897,random_individual,0,4
11,3936,0.04397775005084738,1.4147214889526367,random_individual,0,4
12,4195,0.043287900563405694,1.4155184030532837,random_individual,0,4
13,4779,0.04144055791100263,1.4167038202285767,random_individual,0,4
14,4945,0.05124514463545798,1.413098931312561,random_individual,0,4
15,5139,0.04613903933123136,1.4145523309707642,random_individual,0,4
1,92,-0.023137691990579422,1.4164119958877563,random_individual,1,4
2,250,-0.03615201122643089,1.4333469867706299,random_individual,1,4
3,369,0.023529975480496783,1.4254838228225708,random_individual,1,4
4,1447,0.03207322225073299,1.4139299392700195,random_individual,1,4
5,1803,0.030606595813201694,1.413457989692688,random_individual,1,4
6,1976,0.049365244805004274,1.4091756343841553,random_individual,1,4
7,2559,0.01617536595588157,1.417504906654358,random_individual,1,4
8,2851,0.04707744963653361,1.4103466272354126,random_individual,1,4
9,3248,0.04724827165897532,1.4098347425460815,random_individual,1,4
10,3450,0.04280742966753701,1.4124282598495483,random_individual,1,4
11,3936,0.07769315705370831,1.402211308479309,random_individual,1,4
12,4195,0.07552245929636289,1.4027373790740967,random_individual,1,4
13,4779,0.0639522677942009,1.4082101583480835,random_individual,1,4
14,4945,0.06576295715780765,1.4095371961593628,random_individual,1,4
15,5139,0.04613903933123136,1.4145523309707642,random_individual,1,4
1,92,-0.08130647793405303,1.4199291467666626,random_individual,2,4
