n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,92,0.09664696524748966,1.2518309354782104,shapley_mean,-1,1,92,0,Nesøy,1,418832341,10,0.05
13,2,258,0.14091013468931335,1.2335914373397827,shapley_mean,-1,2,258,0,Nesøy,1,418832341,10,0.05
12,3,816,0.2617730628202437,1.2092710733413696,shapley_mean,-1,3,816,0,Nesøy,1,418832341,10,0.05
11,4,989,0.2501340905588338,1.208237648010254,shapley_mean,-1,4,989,0,Nesøy,1,418832341,10,0.05
10,5,1345,0.27491016047940736,1.193334698677063,shapley_mean,-1,5,1345,0,Nesøy,1,418832341,10,0.05
9,6,1831,0.26275544381917276,1.1926442384719849,shapley_mean,-1,6,1831,0,Nesøy,1,418832341,10,0.05
8,7,2414,0.26196624625794523,1.1885900497436523,shapley_mean,-1,7,2414,0,Nesøy,1,418832341,10,0.05
7,8,2998,0.24471666173949208,1.1892638206481934,shapley_mean,-1,8,2998,0,Nesøy,1,418832341,10,0.05
6,9,4076,0.22626156862330732,1.202094316482544,shapley_mean,-1,9,4076,0,Nesøy,1,418832341,10,0.05
5,10,4270,0.2346613509933321,1.1962919235229492,shapley_mean,-1,10,4270,0,Nesøy,1,418832341,10,0.05
4,11,4562,0.22766413096602842,1.2002642154693604,shapley_mean,-1,11,4562,0,Nesøy,1,418832341,10,0.05
3,12,4764,0.23046892392969867,1.1989264488220215,shapley_mean,-1,12,4764,0,Nesøy,1,418832341,10,0.05
2,13,4922,0.23418697999459714,1.1971359252929688,shapley_mean,-1,13,4922,0,Nesøy,1,418832341,10,0.05
1,14,5181,0.20817998661455006,1.2117482423782349,shapley_mean,-1,14,5181,0,Nesøy,1,418832341,10,0.05
0,15,5578,0.22163412546003614,1.2108033895492554,shapley_mean,-1,15,5578,0,Nesøy,1,418832341,10,0.05
14,1,92,0.23308166190846427,1.2345906496047974,random_individual,0,1,92,0,Nesøy,1,418832341,10,0.05
13,2,258,0.20324597515305937,1.2367942333221436,random_individual,0,2,258,0,Nesøy,1,418832341,10,0.05
12,3,816,0.2950157591166498,1.2200912237167358,random_individual,0,3,816,0,Nesøy,1,418832341,10,0.05
11,4,989,0.2595158149068025,1.221290946006775,random_individual,0,4,989,0,Nesøy,1,418832341,10,0.05
10,5,1345,0.29656772456307534,1.214685320854187,random_individual,0,5,1345,0,Nesøy,1,418832341,10,0.05
9,6,1831,0.16415849888312742,1.240700602531433,random_individual,0,6,1831,0,Nesøy,1,418832341,10,0.05
8,7,2414,0.23785338723624308,1.2161343097686768,random_individual,0,7,2414,0,Nesøy,1,418832341,10,0.05
7,8,2998,0.2669231485583403,1.2018287181854248,random_individual,0,8,2998,0,Nesøy,1,418832341,10,0.05
6,9,4076,0.21245327429524136,1.2047159671783447,random_individual,0,9,4076,0,Nesøy,1,418832341,10,0.05
5,10,4270,0.22338446101742668,1.2002965211868286,random_individual,0,10,4270,0,Nesøy,1,418832341,10,0.05
4,11,4562,0.23744067508557104,1.1984277963638306,random_individual,0,11,4562,0,Nesøy,1,418832341,10,0.05
3,12,4764,0.21995050494265353,1.202773928642273,random_individual,0,12,4764,0,Nesøy,1,418832341,10,0.05
2,13,4922,0.2216112469630236,1.2048417329788208,random_individual,0,13,4922,0,Nesøy,1,418832341,10,0.05
1,14,5181,0.23003569343981423,1.2066655158996582,random_individual,0,14,5181,0,Nesøy,1,418832341,10,0.05
0,15,5578,0.22163412546003614,1.2108033895492554,random_individual,0,15,5578,0,Nesøy,1,418832341,10,0.05
14,1,92,0.05320161049055922,1.2435630559921265,random_individual,1,1,92,0,Nesøy,1,418832341,10,0.05
13,2,258,0.07009610274880762,1.251389741897583,random_individual,1,2,258,0,Nesøy,1,418832341,10,0.05
12,3,816,-0.04604431145257798,1.2546411752700806,random_individual,1,3,816,0,Nesøy,1,418832341,10,0.05
11,4,989,0.07042357427720734,1.2359368801116943,random_individual,1,4,989,0,Nesøy,1,418832341,10,0.05
10,5,1345,0.06206836778749485,1.239943504333496,random_individual,1,5,1345,0,Nesøy,1,418832341,10,0.05
9,6,1831,0.07577723774705204,1.2458584308624268,random_individual,1,6,1831,0,Nesøy,1,418832341,10,0.05
8,7,2414,0.16408199682507535,1.2261738777160645,random_individual,1,7,2414,0,Nesøy,1,418832341,10,0.05
7,8,2998,0.12591572678750543,1.235824704170227,random_individual,1,8,2998,0,Nesøy,1,418832341,10,0.05
6,9,4076,0.18139717078460063,1.2335835695266724,random_individual,1,9,4076,0,Nesøy,1,418832341,10,0.05
5,10,4270,0.19635292146830716,1.2265548706054688,random_individual,1,10,4270,0,Nesøy,1,418832341,10,0.05
4,11,4562,0.1751403504168281,1.2296935319900513,random_individual,1,11,4562,0,Nesøy,1,418832341,10,0.05
3,12,4764,0.18843096344538446,1.2290397882461548,random_individual,1,12,4764,0,Nesøy,1,418832341,10,0.05
2,13,4922,0.20294140247568696,1.2219125032424927,random_individual,1,13,4922,0,Nesøy,1,418832341,10,0.05
1,14,5181,0.21085186353164034,1.2174620628356934,random_individual,1,14,5181,0,Nesøy,1,418832341,10,0.05
0,15,5578,0.22163412546003614,1.2108033895492554,random_individual,1,15,5578,0,Nesøy,1,418832341,10,0.05
14,1,92,0.09604934644537842,1.2411603927612305,random_individual,2,1,92,0,Nesøy,1,418832341,10,0.05
13,2,258,0.12084269617159109,1.2349224090576172,random_individual,2,2,258,0,Nesøy,1,418832341,10,0.05
12,3,816,0.1464812911320796,1.2328029870986938,random_individual,2,3,816,0,Nesøy,1,418832341,10,0.05
