method,n_train_size,n_individuals,corr_eval_cal,corr_eval_test,mse_adj_test,pevmean_obj,fitness,target_island,target_island_name,n_cal_samples,repeat,repeat_seed,trait,order_seed,ga_generations,ga_elapsed_sec
all_individuals,5503,5503,0.2387004083495123,0.21904702704330112,0.7793815732002258,16597.565144808566,4.337641438297516e-05,3,Selvær,25,1,615432917,body_mass,-2,0,0.0
calibration_ga,500,500,0.9943693123906777,0.14359622256751173,0.7890095710754395,,0.0019887386247813554,3,Selvær,25,1,615432917,body_mass,-1,100,318.94778681220487
pevmean_ga,500,500,-0.20543257226912212,0.23754885864005257,0.776000440120697,18708.11824405187,-0.0004108651445382442,3,Selvær,25,1,615432917,body_mass,-1,100,27.64177282806486
random,500,500,0.212823166010916,0.06551508364248342,0.7988342642784119,,0.000425646332021832,3,Selvær,25,1,615432917,body_mass,0,0,0.0
random,500,500,0.1420797050714382,0.15476539092760183,0.784591019153595,,0.0002841594101428764,3,Selvær,25,1,615432917,body_mass,1,0,0.0
random,500,500,-0.08403437351638829,0.034472810088547856,0.8035869598388672,,-0.00016806874703277657,3,Selvær,25,1,615432917,body_mass,2,0,0.0
random,500,500,0.2843908617797799,0.15233606998395646,0.7888834476470947,,0.0005687817235595598,3,Selvær,25,1,615432917,body_mass,3,0,0.0
random,500,500,0.1625440898058863,0.08930821280794891,0.7926613092422485,,0.00032508817961177263,3,Selvær,25,1,615432917,body_mass,4,0,0.0
calibration_ga,1000,1000,0.993020787924621,0.054886101630738,0.8007882833480835,,0.000993020787924621,3,Selvær,25,1,615432917,body_mass,-1,100,767.5531333731487
pevmean_ga,1000,1000,0.18869769039663567,0.2500244995581338,0.7646632194519043,18246.713486740202,0.00018869769039663568,3,Selvær,25,1,615432917,body_mass,-1,100,110.48657025001012
random,1000,1000,-0.19205379068993947,0.018905671410330338,0.8024834394454956,,-0.00019205379068993947,3,Selvær,25,1,615432917,body_mass,0,0,0.0
random,1000,1000,-0.006079722317414119,0.11297297133558332,0.789188802242279,,-6.0797223174141194e-06,3,Selvær,25,1,615432917,body_mass,1,0,0.0
random,1000,1000,0.22739252308045113,0.08658950269885068,0.7937529683113098,,0.00022739252308045114,3,Selvær,25,1,615432917,body_mass,2,0,0.0
random,1000,1000,0.19121658602536296,0.061098776376536,0.8011723160743713,,0.00019121658602536297,3,Selvær,25,1,615432917,body_mass,3,0,0.0
random,1000,1000,-0.18748870715639843,0.09182797992341289,0.7882604598999023,,-0.00018748870715639844,3,Selvær,25,1,615432917,body_mass,4,0,0.0
calibration_ga,2000,2000,0.9852906447286951,0.12329037603703759,0.792962908744812,,0.0004926453223643476,3,Selvær,25,1,615432917,body_mass,-1,100,1425.6485849609599
pevmean_ga,2000,2000,0.1407727327928714,0.2615402147369143,0.7682018280029297,17632.1498683153,7.038636639643569e-05,3,Selvær,25,1,615432917,body_mass,-1,100,326.7103577828966
random,2000,2000,-0.005689651150091579,0.15675457549904442,0.7821739912033081,,-2.8448255750457897e-06,3,Selvær,25,1,615432917,body_mass,0,0,0.0
random,2000,2000,0.11632266080471915,0.20165187447396576,0.773492693901062,,5.816133040235957e-05,3,Selvær,25,1,615432917,body_mass,1,0,0.0
random,2000,2000,0.1558861676093357,0.1221050571755666,0.7917203903198242,,7.794308380466786e-05,3,Selvær,25,1,615432917,body_mass,2,0,0.0
