target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
9,5,Hestmannøy,0.08922505107165411,8.276906407389064e-05,1078,1,5
9,1,Myken,0.08246520313080943,0.0008963609035957547,92,2,1
9,6,Indre Kvarøy,0.053780273696960174,0.00015106818454202296,356,3,4
9,0,Nesøy,0.03726700869301647,0.00031316814027744933,119,4,2
9,15,Southern 5,0.03574363555312341,0.00017694869085704658,202,5,3
9,13,Southern 3,0.007977129218422556,1.365946783976465e-05,584,6,7
9,14,Southern 4,0.0058375251479493824,1.2011368617179799e-05,486,7,8
9,10,Aldra,0.004265595941536119,2.465662393951514e-05,173,8,6
9,7,Onøy og Lurøy,-0.004037107014041466,-1.558728576849987e-05,259,9,9
9,8,Lovund,-0.017451041567480768,-0.00011044963017392891,158,10,13
9,3,Selvær,-0.0205979857550586,-0.00010617518430442578,194,11,12
9,12,Southern 2,-0.02931901566720724,-7.38514248544263e-05,397,12,11
9,11,Southern 1,-0.02962470812597324,-5.081425064489406e-05,583,13,10
9,2,Træna,-0.04593819978351462,-0.00015732260199833773,292,14,14
9,4,Gjerøy,-0.11171379792436138,-0.00020020393893254728,558,15,15
