trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,0,Nesøy,full_baseline,full_source_unweighted,none,1000,,5578,0.1943952073801598,,1071.7407442136234,1
body_mass,1,Myken,full_baseline,full_source_unweighted,none,1000,,5605,0.3766635184689426,,1034.4691085768816,1
body_mass,2,Træna,full_baseline,full_source_unweighted,none,1000,,5405,0.1634413614520761,,981.3735024909588,1
body_mass,3,Selvær,full_baseline,full_source_unweighted,none,1000,,5503,0.1917915027573327,,1020.6942635756596,1
body_mass,4,Gjerøy,full_baseline,full_source_unweighted,none,1000,,5139,0.1135998758665879,,997.7175458459026,1
body_mass,5,Hestmannøy,full_baseline,full_source_unweighted,none,1000,,4619,0.1348317182550472,,1007.2817713546996,1
body_mass,6,Indre Kvarøy,full_baseline,full_source_unweighted,none,1000,,5341,0.2200423683578573,,1012.6312222560784,1
body_mass,7,Onøy og Lurøy,full_baseline,full_source_unweighted,none,1000,,5438,-0.034310685911274,,989.2283595751912,1
body_mass,8,Lovund,full_baseline,full_source_unweighted,none,1000,,5539,0.310759497303625,,1007.0715744005367,1
body_mass,9,Sleneset,full_baseline,full_source_unweighted,none,1000,,5531,0.1559048868502481,,1018.1231677735828,1
body_mass,10,Aldra,full_baseline,full_source_unweighted,none,1000,,5524,0.0690518285649699,,988.5006236215723,1
body_mass,11,Leka,full_baseline,full_source_unweighted,none,1000,,5114,0.0735421075885275,,963.4572423929396,1
body_mass,12,Vega,full_baseline,full_source_unweighted,none,1000,,5300,0.0745778245435766,,954.83777810684,1
body_mass,13,Vikna,full_baseline,full_source_unweighted,none,1000,,5113,0.0955988078992359,,943.1862156644828,1
body_mass,14,Lauvøya,full_baseline,full_source_unweighted,none,1000,,5009,0.0891685963713437,,962.829226355824,1
