trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,10,Aldra,full_baseline,full_source_unweighted,none,500,,5524,0.1400303258638985,,1.4313149635638511,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.1227321418209384,,1.4359850893802828,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.1679311540915582,,1.4204716930448036,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.2093560378533535,,1.413358468553508,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.1442249733794761,,1.4285386473731148,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.1018616686163766,,1.4397647588254938,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.1498977453108336,,1.4241344656650805,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.1129018969522128,,1.4362375293941392,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.1214072680901335,,1.4383897756392032,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.1341137220263344,,1.4351699094669033,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.1121656636281185,,1.483892404701229,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.1559132246651444,,1.429488586186593,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.1126607450519435,,1.441548452726923,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.1136975020748098,,1.4285636157941484,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.1354016334741923,,1.4205548185832508,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.1758315837394169,,1.4124379952979702,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.1406971203576709,,1.4200576241526293,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.1801691882508772,,1.415028516740972,1
body_mass,10,Aldra,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.1480160210661252,,1.426673351448106,1
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,500,0.023788359365936918,0.14207866346723666,1.4610612906738816,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,1000,0.048577910672468236,0.11564252118645257,1.4536489769627838,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,1500,0.12646481705208354,0.12466738543494167,1.4351517054156326,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,2000,0.19183825294119478,0.05016151954711721,1.417166123359103,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,2500,0.1707297173073285,0.0571204324098073,1.4227599142865295,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,3000,0.188414453863854,0.05743447635318659,1.4216918376151035,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,3500,0.16846555937149965,0.04556497086906199,1.4264116168364316,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,4000,0.15566579276235376,0.0289251226471592,1.4301968295000296,5
body_mass,10,Aldra,ranked_subset,random_individual,random,500,,4500,0.15648651971674316,0.030169150847319866,1.4284912080328651,5
