trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,6,pevmean_ga,50,-0.0768432911496133,,1.6122522354125977,1
body_mass,6,pevmean_ga,100,-0.0587573336729081,,1.6420127153396606,1
body_mass,6,pevmean_ga,250,0.0270886997907858,,1.593586802482605,1
body_mass,6,pevmean_ga,500,0.1415090244116921,,1.5727663040161133,1
body_mass,6,pevmean_ga,2000,0.2310758031043007,,1.5350548028945925,1
body_mass,6,pevmean_ga,3500,0.2518630601870359,,1.5123611688613892,1
body_mass,6,pevmean_ga,5341,0.3187685430344943,,1.4793694019317627,1
body_mass,6,random_individual,50,0.026019797288680518,0.05589653295367717,1.6227569103240966,5
body_mass,6,random_individual,100,0.04691104060328446,0.055075882115938515,1.6140750646591187,5
body_mass,6,random_individual,250,0.07617697029525188,0.036351236232010496,1.5936488866806031,5
body_mass,6,random_individual,500,0.11816311700428464,0.07880786299728541,1.5821207284927368,5
body_mass,6,random_individual,2000,0.2702976898932572,0.02853956438208295,1.5312779903411866,5
body_mass,6,random_individual,3500,0.29777946043201603,0.023582670805171863,1.5042534828186036,5
body_mass,6,random_individual,5341,0.3187685430344943,,1.4793694019317627,1
