n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
5341,0.31876854303449437,1.4793694019317627,pevmean_ga,-2,16405.82136049806,6,Indre Kvarøy,2,441296936,body_mass
5341,0.31876854303449437,1.4793694019317627,random_individual,-2,16405.82136049806,6,Indre Kvarøy,2,441296936,body_mass
50,-0.07684329114961332,1.6122522354125977,pevmean_ga,-1,18837.347840823695,6,Indre Kvarøy,2,441296936,body_mass
100,-0.0587573336729081,1.6420127153396606,pevmean_ga,-1,18690.189340411354,6,Indre Kvarøy,2,441296936,body_mass
250,0.027088699790785816,1.593586802482605,pevmean_ga,-1,18480.299867483285,6,Indre Kvarøy,2,441296936,body_mass
500,0.1415090244116921,1.5727663040161133,pevmean_ga,-1,18219.602973208413,6,Indre Kvarøy,2,441296936,body_mass
2000,0.23107580310430076,1.5350548028945923,pevmean_ga,-1,17346.850112982884,6,Indre Kvarøy,2,441296936,body_mass
3500,0.25186306018703597,1.5123611688613892,pevmean_ga,-1,16852.416918507606,6,Indre Kvarøy,2,441296936,body_mass
50,0.06417380450276658,1.5978822708129883,random_individual,0,,6,Indre Kvarøy,2,441296936,body_mass
100,0.09360132944902166,1.631698489189148,random_individual,0,,6,Indre Kvarøy,2,441296936,body_mass
250,0.025334630604607406,1.5967026948928833,random_individual,0,,6,Indre Kvarøy,2,441296936,body_mass
500,0.08977683790712092,1.5915358066558838,random_individual,0,,6,Indre Kvarøy,2,441296936,body_mass
2000,0.2368150017616947,1.543028712272644,random_individual,0,,6,Indre Kvarøy,2,441296936,body_mass
3500,0.32192652913648173,1.4950742721557617,random_individual,0,,6,Indre Kvarøy,2,441296936,body_mass
50,0.10468915985878649,1.6050548553466797,random_individual,1,,6,Indre Kvarøy,2,441296936,body_mass
100,-0.046710001989201125,1.6125562191009521,random_individual,1,,6,Indre Kvarøy,2,441296936,body_mass
250,0.05481685107382875,1.5924859046936035,random_individual,1,,6,Indre Kvarøy,2,441296936,body_mass
500,0.0015612628202735651,1.5961827039718628,random_individual,1,,6,Indre Kvarøy,2,441296936,body_mass
2000,0.24388954113075895,1.534438967704773,random_individual,1,,6,Indre Kvarøy,2,441296936,body_mass
3500,0.2683605503259122,1.5103274583816528,random_individual,1,,6,Indre Kvarøy,2,441296936,body_mass
50,-0.0020840080129103265,1.629180908203125,random_individual,2,,6,Indre Kvarøy,2,441296936,body_mass
100,0.047456999035873366,1.5983672142028809,random_individual,2,,6,Indre Kvarøy,2,441296936,body_mass
250,0.09540805940981069,1.588058590888977,random_individual,2,,6,Indre Kvarøy,2,441296936,body_mass
500,0.1189833173338684,1.5828744173049927,random_individual,2,,6,Indre Kvarøy,2,441296936,body_mass
2000,0.30176948390048375,1.5252290964126587,random_individual,2,,6,Indre Kvarøy,2,441296936,body_mass
3500,0.3205291717590648,1.4977513551712036,random_individual,2,,6,Indre Kvarøy,2,441296936,body_mass
50,-0.0263302376978667,1.676039218902588,random_individual,3,,6,Indre Kvarøy,2,441296936,body_mass
100,0.06260491220472147,1.619390606880188,random_individual,3,,6,Indre Kvarøy,2,441296936,body_mass
250,0.11801898135564272,1.5862833261489868,random_individual,3,,6,Indre Kvarøy,2,441296936,body_mass
500,0.19514987178451823,1.568548321723938,random_individual,3,,6,Indre Kvarøy,2,441296936,body_mass
2000,0.28926385918801656,1.5295240879058838,random_individual,3,,6,Indre Kvarøy,2,441296936,body_mass
3500,0.2963113203482211,1.5099766254425049,random_individual,3,,6,Indre Kvarøy,2,441296936,body_mass
50,-0.01034973220737331,1.6056272983551025,random_individual,4,,6,Indre Kvarøy,2,441296936,body_mass
100,0.0776019643160071,1.6083627939224243,random_individual,4,,6,Indre Kvarøy,2,441296936,body_mass
250,0.08730632903237001,1.6047139167785645,random_individual,4,,6,Indre Kvarøy,2,441296936,body_mass
500,0.18534429517564222,1.5714623928070068,random_individual,4,,6,Indre Kvarøy,2,441296936,body_mass
2000,0.2797505634853321,1.5241690874099731,random_individual,4,,6,Indre Kvarøy,2,441296936,body_mass
3500,0.28176973059040034,1.5081377029418945,random_individual,4,,6,Indre Kvarøy,2,441296936,body_mass
