n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,target_island
6,9,3721,0.16052165627479553,1.5278209447860718,random_individual,2,0
7,8,2643,0.05362830311059952,1.6212835311889648,random_individual,2,0
8,7,2246,0.1110706478357315,1.577149510383606,random_individual,2,0
9,6,1663,0.2014894336462021,1.4459248781204224,random_individual,2,0
10,5,1079,0.08113396912813187,1.4151893854141235,random_individual,2,0
11,4,906,0.01916070096194744,1.4249049425125122,random_individual,2,0
12,3,740,-0.034422434866428375,1.4209753274917603,random_individual,2,0
13,2,448,0.1435002237558365,1.349535346031189,random_individual,2,0
14,1,356,0.1976340264081955,1.402939796447754,random_individual,2,0
0,15,5578,0.14258605241775513,1.5208345651626587,random_individual,3,0
1,14,5020,0.17887043952941895,1.512245774269104,random_individual,3,0
2,13,4761,0.19356712698936462,1.4516301155090332,random_individual,3,0
3,12,4559,0.19523634016513824,1.506117343902588,random_individual,3,0
4,11,4073,0.22388170659542084,1.4918943643569946,random_individual,3,0
5,10,3879,0.13989973068237305,1.5925077199935913,random_individual,3,0
6,9,3721,0.16010324656963348,1.5093542337417603,random_individual,3,0
7,8,2643,0.06252636760473251,1.5210450887680054,random_individual,3,0
8,7,2246,0.03590403124690056,1.5300501585006714,random_individual,3,0
9,6,1663,0.06114939600229263,1.4533748626708984,random_individual,3,0
10,5,1079,-0.06908801943063736,1.429700493812561,random_individual,3,0
11,4,906,-0.09424331039190292,1.4382095336914062,random_individual,3,0
12,3,740,-0.032988645136356354,1.3856648206710815,random_individual,3,0
13,2,448,-0.1012178510427475,1.4133745431900024,random_individual,3,0
14,1,356,-0.02908371388912201,1.3995789289474487,random_individual,3,0
0,15,5578,0.17199422419071198,1.443925380706787,random_individual,4,0
1,14,5020,0.16799789667129517,1.475683569908142,random_individual,4,0
2,13,4761,0.2014031857252121,1.4779386520385742,random_individual,4,0
3,12,4559,0.19767221808433533,1.4777406454086304,random_individual,4,0
4,11,4073,0.15133383870124817,1.4551819562911987,random_individual,4,0
5,10,3879,0.19503411650657654,1.4648122787475586,random_individual,4,0
6,9,3721,0.19354914128780365,1.4735236167907715,random_individual,4,0
7,8,2643,0.14446578919887543,1.6762504577636719,random_individual,4,0
8,7,2246,0.22930270433425903,1.5742114782333374,random_individual,4,0
9,6,1663,0.24644878506660461,1.4821940660476685,random_individual,4,0
10,5,1079,0.2421756088733673,1.5259065628051758,random_individual,4,0
11,4,906,0.2739224433898926,1.3754993677139282,random_individual,4,0
12,3,740,0.2531948983669281,1.3773053884506226,random_individual,4,0
13,2,448,0.2020794153213501,1.3339605331420898,random_individual,4,0
14,1,356,0.15619227290153503,1.3932701349258423,random_individual,4,0
0,15,5578,0.18699367344379425,1.4523429870605469,random_individual,5,0
1,14,5020,0.24347345530986786,1.3965482711791992,random_individual,5,0
2,13,4761,0.15678682923316956,1.4808295965194702,random_individual,5,0
