target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations,n_evals
0,Nesøy,4,4014,791,791,8M31634,4,Gjerøy,0.010136593368568701,1,0.43999345588538313,300,201
0,Nesøy,4,4014,1019,1019,8M71531,4,Gjerøy,0.007147307191049988,2,0.43999345588538313,300,199
0,Nesøy,4,4014,238,238,8L48651,5,Hestmannøy,0.006575011434082114,3,0.43999345588538313,300,198
0,Nesøy,4,4014,945,945,8M71310,5,Hestmannøy,0.00630317211956624,4,0.43999345588538313,300,193
0,Nesøy,4,4014,1436,1436,8N05423,4,Gjerøy,0.00524102323820828,5,0.43999345588538313,300,200
0,Nesøy,4,4014,1653,1653,8N06359,5,Hestmannøy,0.0052108805222387715,6,0.43999345588538313,300,199
0,Nesøy,4,4014,3212,3212,8N73533,5,Hestmannøy,0.004964921840755294,7,0.43999345588538313,300,183
0,Nesøy,4,4014,1037,1037,8M71831,4,Gjerøy,0.003753662735631671,8,0.43999345588538313,300,188
0,Nesøy,4,4014,1651,1651,8N06311,5,Hestmannøy,0.0032608688101371528,9,0.43999345588538313,300,197
0,Nesøy,4,4014,3015,3015,8N73057,4,Gjerøy,0.0031522201524731676,10,0.43999345588538313,300,194
0,Nesøy,4,4014,5135,5135,8934064,5,Hestmannøy,0.0028712123455409723,11,0.43999345588538313,300,201
0,Nesøy,4,4014,885,885,8M71098,5,Hestmannøy,0.0028662478265811656,12,0.43999345588538313,300,189
0,Nesøy,4,4014,730,730,8M31317,4,Gjerøy,0.002773620133937896,13,0.43999345588538313,300,189
0,Nesøy,4,4014,4354,4354,8681056,6,Indre Kvarøy,0.002677459795763744,14,0.43999345588538313,300,193
0,Nesøy,4,4014,39,39,8L19921,5,Hestmannøy,0.0025848287957207935,15,0.43999345588538313,300,188
0,Nesøy,4,4014,640,640,8L89663,4,Gjerøy,0.0025421733992702124,16,0.43999345588538313,300,188
0,Nesøy,4,4014,919,919,8M71254,5,Hestmannøy,0.0022592264897258857,17,0.43999345588538313,300,192
0,Nesøy,4,4014,2736,2736,8N42510,5,Hestmannøy,0.001997796052755301,18,0.43999345588538313,300,194
0,Nesøy,4,4014,869,869,8M31995,1,Myken,0.001734838551232227,19,0.43999345588538313,300,195
0,Nesøy,4,4014,5055,5055,8887349,5,Hestmannøy,0.0017237506224237291,20,0.43999345588538313,300,195
0,Nesøy,4,4014,37,37,8L19919,5,Hestmannøy,0.001686716756698332,21,0.43999345588538313,300,186
0,Nesøy,4,4014,883,883,8M71092,5,Hestmannøy,0.0016756349931560676,22,0.43999345588538313,300,196
