trait,model_type,target_island,target_island_name,repeat,repeat_seed,analysis,method,selection_method,lambda_label,lambda_div,order_seed,n_components,n_individuals,corr_eval,mse_adj,avg_grm_target_obj,avg_grm_train_train_obj,objective_obj,diversity_include_diagonal
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,500,0.18626382498482197,1.2100125551223755,0.015803548846521718,0.013505349599651923,0.009050874046695755,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1000,0.16918976875225966,1.2095614671707153,0.010510716755326775,0.007462958716345165,0.006779237397154192,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1500,0.1754866283874513,1.2033708095550537,0.007528547028023408,0.00479689184365502,0.005130101106195898,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2000,0.15577401269486837,1.2114230394363403,0.005512405079086596,0.0032656938324777396,0.0038795581628477266,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2500,0.15342871562838797,1.2126688957214355,0.00397732414687851,0.0022382150686037034,0.0028582166125766585,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3000,0.15176160881704925,1.2130823135375977,0.0027469814769401015,0.0015309544458017008,0.001981504254039251,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3500,0.14312440872751814,1.2152827978134155,0.0017086410631438982,0.0010183392585432262,0.001199471433872285,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4000,0.1408648079540572,1.217656135559082,0.0007876960137087564,0.0006230370549128356,0.0004761774862523386,True
body_mass,ridge,2,Træna,0,149360994,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4500,0.14972562986669335,1.2124170064926147,-5.716330573340432e-05,0.00033537836713059394,-0.0002248524892987013,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,500,0.0405756175072947,1.3496592044830322,0.01032615194220416,0.007804342990766557,0.006423980446820882,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1000,-0.030949412477856528,1.3688679933547974,0.007165561452349734,0.005182696931665159,0.004574212986517155,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1500,-0.016361427573868652,1.3664509057998657,0.0054450973548171395,0.003938871979312314,0.0034756613651609827,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2000,-0.01987197475826572,1.3674036264419556,0.0042218040704225905,0.003133123503474402,0.002655242318685389,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2500,-0.02427924381186477,1.371186375617981,0.0032452812994746756,0.0025491302649244354,0.0019707161670124576,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3000,-0.03728204168561993,1.3797838687896729,0.0023696826328928364,0.002024660780937262,0.0013573522424242053,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3500,-0.03336807973403897,1.3816014528274536,0.0015567859271689035,0.0015595741003384203,0.0007769988769996933,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4000,-0.008829579420856166,1.3740357160568237,0.0007273447869675977,0.0010686694007870372,0.00019301008657407915,True
body_mass,ridge,7,Onøy og Lurøy,0,1740227601,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4500,0.0007664059970297445,1.3715158700942993,-0.00014656371908668494,0.0005875935177954825,-0.0004403604779844262,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,500,0.09640214090339405,1.2371201515197754,0.007471081359751911,0.005374243116046637,0.004783959801728592,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1000,0.11534927498789449,1.2278345823287964,0.003582529398769052,0.0026335022109706106,0.0022657782932837467,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,1500,0.09335390458707643,1.2228503227233887,0.0017314909627420417,0.0017010007112595639,0.0008809906071122598,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2000,0.03925490306318401,1.2346409559249878,0.0005782444715336336,0.0012583234817005206,-5.091726931662666e-05,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,2500,0.011804269801223208,1.2434237003326416,-0.00027178284561389155,0.0009830862431886832,-0.0007633259672082331,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3000,-0.0032091319911473847,1.2500375509262085,-0.0009483612824768843,0.0008042689029498,-0.0013504957339517843,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,3500,-0.003608107876198691,1.2498300075531006,-0.0015343185945582481,0.0006662365297009573,-0.0018674368594087268,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4000,-0.00830344576195998,1.2510613203048706,-0.0020748727884680913,0.0005475693655941174,-0.00234865747126515,True
body_mass,ridge,12,Southern 2,0,397277156,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p5,0.5,-1,,4500,-0.013062131088664998,1.2535138130187988,-0.002612391990902385,0.0004302100995407599,-0.0028274970406727646,True
body_mass,ridge,15,Southern 5,0,1790611218,full_baseline,full_source_unweighted,none,none,,-2,,5495,-0.01961017841636355,0.9110921621322632,-0.002507729787105793,9.059212129815307e-05,,True
