n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,119,0.07379765726049467,1.5992003679275513,shapley_mean,-1,4
2,277,0.0920998588152875,1.5764433145523071,shapley_mean,-1,4
3,369,0.08955037997426711,1.5743557214736938,shapley_mean,-1,4
4,1447,0.0861143267730399,1.5710538625717163,shapley_mean,-1,4
5,1803,0.12908670344959786,1.560094952583313,shapley_mean,-1,4
6,1969,0.11727302170345176,1.5659103393554688,shapley_mean,-1,4
7,2366,0.11478300856449106,1.5652215480804443,shapley_mean,-1,4
8,2949,0.13916565062856423,1.5564625263214111,shapley_mean,-1,4
9,3241,0.144797679991873,1.5553109645843506,shapley_mean,-1,4
10,3443,0.13690311756285858,1.5584993362426758,shapley_mean,-1,4
11,4027,0.11346374243668148,1.5651700496673584,shapley_mean,-1,4
12,4286,0.10837586940432796,1.5653584003448486,shapley_mean,-1,4
13,4772,0.1239749488786229,1.5608551502227783,shapley_mean,-1,4
14,4966,0.10881874510535577,1.5674221515655518,shapley_mean,-1,4
15,5139,0.10874064208320046,1.5628873109817505,shapley_mean,-1,4
1,119,0.03795790442759157,1.5825181007385254,random_individual,0,4
2,277,-0.02084179250914612,1.5890451669692993,random_individual,0,4
3,369,-0.03792145375167017,1.5918985605239868,random_individual,0,4
4,1447,0.04634940998141297,1.5796982049942017,random_individual,0,4
5,1803,0.06874511269226705,1.57610023021698,random_individual,0,4
6,1969,0.09525658086026793,1.570033073425293,random_individual,0,4
7,2366,0.06670674429098576,1.5759789943695068,random_individual,0,4
8,2949,0.0626797590972874,1.5779764652252197,random_individual,0,4
9,3241,0.06980226583025093,1.5761219263076782,random_individual,0,4
10,3443,0.09108663417746743,1.570802927017212,random_individual,0,4
11,4027,0.08348280956396334,1.5761739015579224,random_individual,0,4
12,4286,0.11407594765658553,1.563872218132019,random_individual,0,4
13,4772,0.10993458718804544,1.5618810653686523,random_individual,0,4
14,4966,0.11531055995714551,1.5596836805343628,random_individual,0,4
15,5139,0.10874064208320046,1.5628873109817505,random_individual,0,4
1,119,-0.005131489783517166,1.6006509065628052,random_individual,1,4
2,277,-0.005270135572286638,1.5902763605117798,random_individual,1,4
3,369,-0.0243825731227351,1.5948750972747803,random_individual,1,4
4,1447,0.04498925097949728,1.5790573358535767,random_individual,1,4
5,1803,0.03570333680577391,1.582641363143921,random_individual,1,4
6,1969,0.07835739958354265,1.5731011629104614,random_individual,1,4
7,2366,0.07903755916416208,1.5745468139648438,random_individual,1,4
8,2949,0.0903351990786203,1.572935938835144,random_individual,1,4
9,3241,0.0708558131505268,1.5771844387054443,random_individual,1,4
10,3443,0.08112950405396396,1.5725505352020264,random_individual,1,4
11,4027,0.11704769909435853,1.5624088048934937,random_individual,1,4
12,4286,0.11600313537972412,1.5620378255844116,random_individual,1,4
13,4772,0.11863898028415024,1.5611132383346558,random_individual,1,4
14,4966,0.1141020130209345,1.5605645179748535,random_individual,1,4
15,5139,0.10874064208320046,1.5628873109817505,random_individual,1,4
1,119,-0.008314193479262797,1.5839792490005493,random_individual,2,4
2,277,0.03082756581675855,1.582930564880371,random_individual,2,4
3,369,0.008642949249551522,1.584439754486084,random_individual,2,4
4,1447,0.021575522402762275,1.5838180780410767,random_individual,2,4
5,1803,0.029589722620431552,1.5820938348770142,random_individual,2,4
6,1969,0.016503368869988693,1.5860450267791748,random_individual,2,4
7,2366,0.0340910261912623,1.582185983657837,random_individual,2,4
8,2949,0.049582861238680415,1.5776643753051758,random_individual,2,4
9,3241,0.08724986642646135,1.5682265758514404,random_individual,2,4
10,3443,0.07977339359596056,1.570952296257019,random_individual,2,4
11,4027,0.0942359416011934,1.5710844993591309,random_individual,2,4
12,4286,0.08862796885385676,1.5710394382476807,random_individual,2,4
13,4772,0.09413031389836818,1.5701634883880615,random_individual,2,4
14,4966,0.11199259272812223,1.563691258430481,random_individual,2,4
15,5139,0.10874064208320046,1.5628873109817505,random_individual,2,4
1,119,0.03436912423044409,1.5750205516815186,random_individual,3,4
2,277,0.11559528884636533,1.5647883415222168,random_individual,3,4
3,369,0.11726206174849353,1.5630172491073608,random_individual,3,4
4,1447,0.10832316581818943,1.5601661205291748,random_individual,3,4
5,1803,0.11371795002522456,1.5594004392623901,random_individual,3,4
6,1969,0.12572574228975003,1.5554828643798828,random_individual,3,4
7,2366,0.12458256682543781,1.5579781532287598,random_individual,3,4
8,2949,0.09575334895322689,1.5628859996795654,random_individual,3,4
9,3241,0.10232216881222995,1.5606799125671387,random_individual,3,4
10,3443,0.10820653656437317,1.559063196182251,random_individual,3,4
11,4027,0.11291966296071707,1.559087872505188,random_individual,3,4
12,4286,0.10911378988391575,1.561869740486145,random_individual,3,4
13,4772,0.09477354204200802,1.565459966659546,random_individual,3,4
14,4966,0.09062416645339187,1.5676510334014893,random_individual,3,4
15,5139,0.10874064208320046,1.5628873109817505,random_individual,3,4
1,119,0.02988498470794193,1.5795775651931763,random_individual,4,4
2,277,0.03234474327691083,1.5821232795715332,random_individual,4,4
3,369,0.02508646092090182,1.5791469812393188,random_individual,4,4
4,1447,0.10165896881451716,1.5634372234344482,random_individual,4,4
5,1803,0.09639578100273502,1.565429925918579,random_individual,4,4
6,1969,0.08040661066848352,1.5698268413543701,random_individual,4,4
7,2366,0.0655548265660968,1.575232982635498,random_individual,4,4
8,2949,0.07469325310868108,1.5717045068740845,random_individual,4,4
9,3241,0.08259719021335407,1.5691218376159668,random_individual,4,4
10,3443,0.07350981838911877,1.573218822479248,random_individual,4,4
11,4027,0.084790025366132,1.5731334686279297,random_individual,4,4
12,4286,0.10719093031608369,1.5668549537658691,random_individual,4,4
13,4772,0.1078102135451362,1.5653266906738281,random_individual,4,4
14,4966,0.11940852544032546,1.560880184173584,random_individual,4,4
15,5139,0.10874064208320046,1.5628873109817505,random_individual,4,4
