n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,194,0.04576394326850559,1.0106539726257324,shapley_mean,-1,1,194,9,Sleneset,1,1754052153,10,0.05
13,2,486,-0.012321133158494998,1.0178425312042236,shapley_mean,-1,2,486,9,Sleneset,1,1754052153,10,0.05
12,3,605,0.04607590249417884,1.0117284059524536,shapley_mean,-1,3,605,9,Sleneset,1,1754052153,10,0.05
11,4,778,0.06437437675477252,1.0092209577560425,shapley_mean,-1,4,778,9,Sleneset,1,1754052153,10,0.05
10,5,1362,0.04015173472747859,1.0126991271972656,shapley_mean,-1,5,1362,9,Sleneset,1,1754052153,10,0.05
9,6,1848,0.08607535052894139,1.0051761865615845,shapley_mean,-1,6,1848,9,Sleneset,1,1754052153,10,0.05
8,7,2431,0.07763010094880847,1.0059163570404053,shapley_mean,-1,7,2431,9,Sleneset,1,1754052153,10,0.05
7,8,2633,0.08584958177339772,1.0043398141860962,shapley_mean,-1,8,2633,9,Sleneset,1,1754052153,10,0.05
6,9,3711,0.0682724064531427,1.001855731010437,shapley_mean,-1,9,3711,9,Sleneset,1,1754052153,10,0.05
5,10,4108,0.05980042792695665,1.0052573680877686,shapley_mean,-1,10,4108,9,Sleneset,1,1754052153,10,0.05
4,11,4367,0.08931798679752204,0.9989861845970154,shapley_mean,-1,11,4367,9,Sleneset,1,1754052153,10,0.05
3,12,4459,0.11219190080356702,0.9944332242012024,shapley_mean,-1,12,4459,9,Sleneset,1,1754052153,10,0.05
2,13,4815,0.17780276534807188,0.9773423671722412,shapley_mean,-1,13,4815,9,Sleneset,1,1754052153,10,0.05
1,14,5373,0.1477374342784785,0.9833300709724426,shapley_mean,-1,14,5373,9,Sleneset,1,1754052153,10,0.05
0,15,5531,0.17957341778140262,0.9683259129524231,shapley_mean,-1,15,5531,9,Sleneset,1,1754052153,10,0.05
14,1,194,0.062049925820651684,1.0256097316741943,random_individual,0,1,194,9,Sleneset,1,1754052153,10,0.05
13,2,486,0.013549811257811475,1.0311027765274048,random_individual,0,2,486,9,Sleneset,1,1754052153,10,0.05
12,3,605,0.006292420666405803,1.0223599672317505,random_individual,0,3,605,9,Sleneset,1,1754052153,10,0.05
11,4,778,-0.013199529475607619,1.0203734636306763,random_individual,0,4,778,9,Sleneset,1,1754052153,10,0.05
10,5,1362,-0.0008450780378094329,1.0164026021957397,random_individual,0,5,1362,9,Sleneset,1,1754052153,10,0.05
9,6,1848,0.0190011063022634,1.012206792831421,random_individual,0,6,1848,9,Sleneset,1,1754052153,10,0.05
8,7,2431,0.062388540342835405,1.0034799575805664,random_individual,0,7,2431,9,Sleneset,1,1754052153,10,0.05
7,8,2633,0.07724369314269347,0.9998928308486938,random_individual,0,8,2633,9,Sleneset,1,1754052153,10,0.05
6,9,3711,0.15906301601945783,0.9794126152992249,random_individual,0,9,3711,9,Sleneset,1,1754052153,10,0.05
5,10,4108,0.18091378188679197,0.9725844264030457,random_individual,0,10,4108,9,Sleneset,1,1754052153,10,0.05
4,11,4367,0.2054436965210537,0.9658285975456238,random_individual,0,11,4367,9,Sleneset,1,1754052153,10,0.05
3,12,4459,0.2099345554227391,0.9630536437034607,random_individual,0,12,4459,9,Sleneset,1,1754052153,10,0.05
2,13,4815,0.200601945437387,0.9639645218849182,random_individual,0,13,4815,9,Sleneset,1,1754052153,10,0.05
1,14,5373,0.17542976277668085,0.9708449244499207,random_individual,0,14,5373,9,Sleneset,1,1754052153,10,0.05
0,15,5531,0.17957341778140262,0.9683259129524231,random_individual,0,15,5531,9,Sleneset,1,1754052153,10,0.05
14,1,194,0.05454632273308753,1.0097984075546265,random_individual,1,1,194,9,Sleneset,1,1754052153,10,0.05
13,2,486,0.04856210724009152,1.0088855028152466,random_individual,1,2,486,9,Sleneset,1,1754052153,10,0.05
12,3,605,-0.0014745126329052415,1.0152229070663452,random_individual,1,3,605,9,Sleneset,1,1754052153,10,0.05
11,4,778,-0.013606604519765064,1.0163064002990723,random_individual,1,4,778,9,Sleneset,1,1754052153,10,0.05
10,5,1362,0.0025606266635927848,1.0177767276763916,random_individual,1,5,1362,9,Sleneset,1,1754052153,10,0.05
9,6,1848,0.02115701362369132,1.012686848640442,random_individual,1,6,1848,9,Sleneset,1,1754052153,10,0.05
8,7,2431,0.05931312020307551,1.0050506591796875,random_individual,1,7,2431,9,Sleneset,1,1754052153,10,0.05
7,8,2633,0.07035751969102547,1.0025233030319214,random_individual,1,8,2633,9,Sleneset,1,1754052153,10,0.05
6,9,3711,0.12717565879510895,0.9848788976669312,random_individual,1,9,3711,9,Sleneset,1,1754052153,10,0.05
5,10,4108,0.14133008275253636,0.9808992743492126,random_individual,1,10,4108,9,Sleneset,1,1754052153,10,0.05
4,11,4367,0.1408920218828562,0.9810813069343567,random_individual,1,11,4367,9,Sleneset,1,1754052153,10,0.05
3,12,4459,0.13519296978302695,0.9833036065101624,random_individual,1,12,4459,9,Sleneset,1,1754052153,10,0.05
2,13,4815,0.17415289422055288,0.9723653793334961,random_individual,1,13,4815,9,Sleneset,1,1754052153,10,0.05
1,14,5373,0.1813423625082237,0.9680015444755554,random_individual,1,14,5373,9,Sleneset,1,1754052153,10,0.05
0,15,5531,0.17957341778140262,0.9683259129524231,random_individual,1,15,5531,9,Sleneset,1,1754052153,10,0.05
14,1,194,-0.10777805327889095,1.0239603519439697,random_individual,2,1,194,9,Sleneset,1,1754052153,10,0.05
13,2,486,-0.08261305252646754,1.0242054462432861,random_individual,2,2,486,9,Sleneset,1,1754052153,10,0.05
12,3,605,-0.04294085004089254,1.0240658521652222,random_individual,2,3,605,9,Sleneset,1,1754052153,10,0.05
11,4,778,0.01973202653328562,1.0111130475997925,random_individual,2,4,778,9,Sleneset,1,1754052153,10,0.05
10,5,1362,0.17561015977508557,0.9794116616249084,random_individual,2,5,1362,9,Sleneset,1,1754052153,10,0.05
9,6,1848,0.2155696858126394,0.9733629822731018,random_individual,2,6,1848,9,Sleneset,1,1754052153,10,0.05
8,7,2431,0.2288878337077293,0.9659522175788879,random_individual,2,7,2431,9,Sleneset,1,1754052153,10,0.05
7,8,2633,0.20153445111472104,0.9700536727905273,random_individual,2,8,2633,9,Sleneset,1,1754052153,10,0.05
6,9,3711,0.155433997748508,0.9753611087799072,random_individual,2,9,3711,9,Sleneset,1,1754052153,10,0.05
5,10,4108,0.13458410622572972,0.9823161959648132,random_individual,2,10,4108,9,Sleneset,1,1754052153,10,0.05
4,11,4367,0.14654745355771281,0.9777372479438782,random_individual,2,11,4367,9,Sleneset,1,1754052153,10,0.05
3,12,4459,0.152852668118106,0.9767009615898132,random_individual,2,12,4459,9,Sleneset,1,1754052153,10,0.05
2,13,4815,0.18134783310436234,0.9684159755706787,random_individual,2,13,4815,9,Sleneset,1,1754052153,10,0.05
1,14,5373,0.18564872375391336,0.9679104089736938,random_individual,2,14,5373,9,Sleneset,1,1754052153,10,0.05
0,15,5531,0.17957341778140262,0.9683259129524231,random_individual,2,15,5531,9,Sleneset,1,1754052153,10,0.05
14,1,194,0.03741267990817909,1.0183357000350952,random_individual,3,1,194,9,Sleneset,1,1754052153,10,0.05
13,2,486,0.022329691612004703,1.0133697986602783,random_individual,3,2,486,9,Sleneset,1,1754052153,10,0.05
12,3,605,0.11018934541768718,1.0055960416793823,random_individual,3,3,605,9,Sleneset,1,1754052153,10,0.05
11,4,778,0.09294061080960593,1.0077605247497559,random_individual,3,4,778,9,Sleneset,1,1754052153,10,0.05
10,5,1362,0.09109665836234351,1.0006965398788452,random_individual,3,5,1362,9,Sleneset,1,1754052153,10,0.05
9,6,1848,0.11451821016355056,0.9968750476837158,random_individual,3,6,1848,9,Sleneset,1,1754052153,10,0.05
8,7,2431,0.11912616363371603,0.9931486248970032,random_individual,3,7,2431,9,Sleneset,1,1754052153,10,0.05
7,8,2633,0.07002457277871896,1.003538727760315,random_individual,3,8,2633,9,Sleneset,1,1754052153,10,0.05
6,9,3711,0.13954714656830877,0.9848883748054504,random_individual,3,9,3711,9,Sleneset,1,1754052153,10,0.05
5,10,4108,0.14647428554219485,0.9815528988838196,random_individual,3,10,4108,9,Sleneset,1,1754052153,10,0.05
4,11,4367,0.15091305624671775,0.9793165326118469,random_individual,3,11,4367,9,Sleneset,1,1754052153,10,0.05
3,12,4459,0.15128238545997338,0.9793233871459961,random_individual,3,12,4459,9,Sleneset,1,1754052153,10,0.05
2,13,4815,0.15993836155265384,0.9760359525680542,random_individual,3,13,4815,9,Sleneset,1,1754052153,10,0.05
1,14,5373,0.17247062580967615,0.97199946641922,random_individual,3,14,5373,9,Sleneset,1,1754052153,10,0.05
0,15,5531,0.17957341778140262,0.9683259129524231,random_individual,3,15,5531,9,Sleneset,1,1754052153,10,0.05
14,1,194,0.05837834077228448,1.0152244567871094,random_individual,4,1,194,9,Sleneset,1,1754052153,10,0.05
13,2,486,-0.006005892398237088,1.0149246454238892,random_individual,4,2,486,9,Sleneset,1,1754052153,10,0.05
12,3,605,0.03347409390245345,1.0096276998519897,random_individual,4,3,605,9,Sleneset,1,1754052153,10,0.05
11,4,778,0.05789708304758031,1.0048431158065796,random_individual,4,4,778,9,Sleneset,1,1754052153,10,0.05
10,5,1362,0.14516689575977768,0.9859163165092468,random_individual,4,5,1362,9,Sleneset,1,1754052153,10,0.05
9,6,1848,0.13522040210977812,0.9873448610305786,random_individual,4,6,1848,9,Sleneset,1,1754052153,10,0.05
8,7,2431,0.12630470022261106,0.98959881067276,random_individual,4,7,2431,9,Sleneset,1,1754052153,10,0.05
7,8,2633,0.16805272894077897,0.9765093922615051,random_individual,4,8,2633,9,Sleneset,1,1754052153,10,0.05
6,9,3711,0.19163848721031018,0.9712148904800415,random_individual,4,9,3711,9,Sleneset,1,1754052153,10,0.05
5,10,4108,0.2282795695856614,0.9567219018936157,random_individual,4,10,4108,9,Sleneset,1,1754052153,10,0.05
4,11,4367,0.21958625201882623,0.9608203768730164,random_individual,4,11,4367,9,Sleneset,1,1754052153,10,0.05
3,12,4459,0.2123076310924118,0.9618138074874878,random_individual,4,12,4459,9,Sleneset,1,1754052153,10,0.05
2,13,4815,0.19985702762765703,0.9666721224784851,random_individual,4,13,4815,9,Sleneset,1,1754052153,10,0.05
1,14,5373,0.19064514075999864,0.9657451510429382,random_individual,4,14,5373,9,Sleneset,1,1754052153,10,0.05
0,15,5531,0.17957341778140262,0.9683259129524231,random_individual,4,15,5531,9,Sleneset,1,1754052153,10,0.05
14,1,202,0.021751814980686738,1.0603049993515015,shapley_mean,-1,1,202,9,Sleneset,6,1865072643,10,0.05
13,2,321,0.11849000921768961,1.0313390493392944,shapley_mean,-1,2,321,9,Sleneset,6,1865072643,10,0.05
12,3,718,0.00701191493577508,1.0427197217941284,shapley_mean,-1,3,718,9,Sleneset,6,1865072643,10,0.05
11,4,1796,0.04489397214496635,1.0479522943496704,shapley_mean,-1,4,1796,9,Sleneset,6,1865072643,10,0.05
10,5,2354,0.011071434004904328,1.0549614429473877,shapley_mean,-1,5,2354,9,Sleneset,6,1865072643,10,0.05
9,6,2548,0.01712111879703855,1.0473899841308594,shapley_mean,-1,6,2548,9,Sleneset,6,1865072643,10,0.05
8,7,3034,0.038013290923424356,1.0428662300109863,shapley_mean,-1,7,3034,9,Sleneset,6,1865072643,10,0.05
7,8,3390,0.09654483734678941,1.0284152030944824,shapley_mean,-1,8,3390,9,Sleneset,6,1865072643,10,0.05
6,9,3973,0.10249487583041339,1.0238834619522095,shapley_mean,-1,9,3973,9,Sleneset,6,1865072643,10,0.05
5,10,4232,0.12696504242928897,1.0148669481277466,shapley_mean,-1,10,4232,9,Sleneset,6,1865072643,10,0.05
4,11,4816,0.13175173473363852,1.013160228729248,shapley_mean,-1,11,4816,9,Sleneset,6,1865072643,10,0.05
3,12,4989,0.14816189982152514,1.0089452266693115,shapley_mean,-1,12,4989,9,Sleneset,6,1865072643,10,0.05
2,13,5147,0.17650241878419318,0.9934818148612976,shapley_mean,-1,13,5147,9,Sleneset,6,1865072643,10,0.05
1,14,5239,0.1896482112522362,0.9896078109741211,shapley_mean,-1,14,5239,9,Sleneset,6,1865072643,10,0.05
0,15,5531,0.17153450449911614,0.9948127865791321,shapley_mean,-1,15,5531,9,Sleneset,6,1865072643,10,0.05
14,1,202,0.07898184951412346,1.0693296194076538,random_individual,0,1,202,9,Sleneset,6,1865072643,10,0.05
13,2,321,0.14809483037429955,1.0775386095046997,random_individual,0,2,321,9,Sleneset,6,1865072643,10,0.05
12,3,718,0.14968852157595722,1.0656945705413818,random_individual,0,3,718,9,Sleneset,6,1865072643,10,0.05
11,4,1796,0.21551367311816502,1.0119818449020386,random_individual,0,4,1796,9,Sleneset,6,1865072643,10,0.05
10,5,2354,0.22178096643556505,1.0058977603912354,random_individual,0,5,2354,9,Sleneset,6,1865072643,10,0.05
9,6,2548,0.2584093633492616,0.9908056855201721,random_individual,0,6,2548,9,Sleneset,6,1865072643,10,0.05
8,7,3034,0.23493850554470988,0.9881815910339355,random_individual,0,7,3034,9,Sleneset,6,1865072643,10,0.05
7,8,3390,0.24705710273299944,0.978674590587616,random_individual,0,8,3390,9,Sleneset,6,1865072643,10,0.05
6,9,3973,0.234855850697949,0.9814866185188293,random_individual,0,9,3973,9,Sleneset,6,1865072643,10,0.05
5,10,4232,0.22739106556191252,0.9837167263031006,random_individual,0,10,4232,9,Sleneset,6,1865072643,10,0.05
4,11,4816,0.2245703836774625,0.981940746307373,random_individual,0,11,4816,9,Sleneset,6,1865072643,10,0.05
3,12,4989,0.2062379939131313,0.9854859709739685,random_individual,0,12,4989,9,Sleneset,6,1865072643,10,0.05
2,13,5147,0.2136255938247049,0.9833861589431763,random_individual,0,13,5147,9,Sleneset,6,1865072643,10,0.05
1,14,5239,0.19739613004950313,0.9868488311767578,random_individual,0,14,5239,9,Sleneset,6,1865072643,10,0.05
0,15,5531,0.17153450449911614,0.9948127865791321,random_individual,0,15,5531,9,Sleneset,6,1865072643,10,0.05
14,1,202,0.11696383407630695,1.0412386655807495,random_individual,1,1,202,9,Sleneset,6,1865072643,10,0.05
13,2,321,0.061883429370753765,1.0378717184066772,random_individual,1,2,321,9,Sleneset,6,1865072643,10,0.05
12,3,718,0.05973376028433749,1.0434547662734985,random_individual,1,3,718,9,Sleneset,6,1865072643,10,0.05
11,4,1796,0.11890736799212165,1.0290963649749756,random_individual,1,4,1796,9,Sleneset,6,1865072643,10,0.05
10,5,2354,0.12008902860909998,1.021233320236206,random_individual,1,5,2354,9,Sleneset,6,1865072643,10,0.05
9,6,2548,0.09996162358726633,1.025736689567566,random_individual,1,6,2548,9,Sleneset,6,1865072643,10,0.05
8,7,3034,0.13398450999009878,1.0160688161849976,random_individual,1,7,3034,9,Sleneset,6,1865072643,10,0.05
7,8,3390,0.14160119912912408,1.0145764350891113,random_individual,1,8,3390,9,Sleneset,6,1865072643,10,0.05
6,9,3973,0.16237885449197947,1.003714680671692,random_individual,1,9,3973,9,Sleneset,6,1865072643,10,0.05
5,10,4232,0.1483084844610888,1.0058311223983765,random_individual,1,10,4232,9,Sleneset,6,1865072643,10,0.05
4,11,4816,0.15996031979669584,1.0003349781036377,random_individual,1,11,4816,9,Sleneset,6,1865072643,10,0.05
3,12,4989,0.1654982119082704,0.9986170530319214,random_individual,1,12,4989,9,Sleneset,6,1865072643,10,0.05
2,13,5147,0.18561825237532148,0.9925836324691772,random_individual,1,13,5147,9,Sleneset,6,1865072643,10,0.05
1,14,5239,0.17197513363576783,0.9955227971076965,random_individual,1,14,5239,9,Sleneset,6,1865072643,10,0.05
0,15,5531,0.17153450449911614,0.9948127865791321,random_individual,1,15,5531,9,Sleneset,6,1865072643,10,0.05
14,1,202,0.01418912723574371,1.0516828298568726,random_individual,2,1,202,9,Sleneset,6,1865072643,10,0.05
13,2,321,0.09910481869205717,1.0311119556427002,random_individual,2,2,321,9,Sleneset,6,1865072643,10,0.05
12,3,718,0.22828872832690425,1.0067322254180908,random_individual,2,3,718,9,Sleneset,6,1865072643,10,0.05
11,4,1796,0.19290667878269593,1.0084309577941895,random_individual,2,4,1796,9,Sleneset,6,1865072643,10,0.05
10,5,2354,0.1892828764122779,1.0108939409255981,random_individual,2,5,2354,9,Sleneset,6,1865072643,10,0.05
9,6,2548,0.18628053094665448,1.0125120878219604,random_individual,2,6,2548,9,Sleneset,6,1865072643,10,0.05
8,7,3034,0.18150504783270902,1.0020482540130615,random_individual,2,7,3034,9,Sleneset,6,1865072643,10,0.05
7,8,3390,0.16649130907332046,1.0082120895385742,random_individual,2,8,3390,9,Sleneset,6,1865072643,10,0.05
6,9,3973,0.11694329052855694,1.0215778350830078,random_individual,2,9,3973,9,Sleneset,6,1865072643,10,0.05
5,10,4232,0.13044962140878255,1.01694917678833,random_individual,2,10,4232,9,Sleneset,6,1865072643,10,0.05
4,11,4816,0.15460938954675096,1.002482533454895,random_individual,2,11,4816,9,Sleneset,6,1865072643,10,0.05
3,12,4989,0.16097420327464906,0.9995154142379761,random_individual,2,12,4989,9,Sleneset,6,1865072643,10,0.05
2,13,5147,0.15684434098887656,0.9995974898338318,random_individual,2,13,5147,9,Sleneset,6,1865072643,10,0.05
1,14,5239,0.15880430722322555,0.998182475566864,random_individual,2,14,5239,9,Sleneset,6,1865072643,10,0.05
0,15,5531,0.17153450449911614,0.9948127865791321,random_individual,2,15,5531,9,Sleneset,6,1865072643,10,0.05
14,1,202,-0.009753771108077444,1.0432689189910889,random_individual,3,1,202,9,Sleneset,6,1865072643,10,0.05
13,2,321,-0.06285144099235096,1.050978660583496,random_individual,3,2,321,9,Sleneset,6,1865072643,10,0.05
12,3,718,0.03537003589659726,1.0484391450881958,random_individual,3,3,718,9,Sleneset,6,1865072643,10,0.05
11,4,1796,0.1274175832301099,1.0260720252990723,random_individual,3,4,1796,9,Sleneset,6,1865072643,10,0.05
10,5,2354,0.1909607455291239,1.0035347938537598,random_individual,3,5,2354,9,Sleneset,6,1865072643,10,0.05
9,6,2548,0.1740913490220741,1.0049388408660889,random_individual,3,6,2548,9,Sleneset,6,1865072643,10,0.05
8,7,3034,0.16333434421407853,1.0071161985397339,random_individual,3,7,3034,9,Sleneset,6,1865072643,10,0.05
7,8,3390,0.13400947122819573,1.015036702156067,random_individual,3,8,3390,9,Sleneset,6,1865072643,10,0.05
6,9,3973,0.15187313830083285,1.0026110410690308,random_individual,3,9,3973,9,Sleneset,6,1865072643,10,0.05
5,10,4232,0.12782751461969594,1.0072649717330933,random_individual,3,10,4232,9,Sleneset,6,1865072643,10,0.05
4,11,4816,0.12025724015463128,1.0091503858566284,random_individual,3,11,4816,9,Sleneset,6,1865072643,10,0.05
3,12,4989,0.13315854314390335,1.0054954290390015,random_individual,3,12,4989,9,Sleneset,6,1865072643,10,0.05
2,13,5147,0.12996844937102425,1.0081005096435547,random_individual,3,13,5147,9,Sleneset,6,1865072643,10,0.05
1,14,5239,0.13425143582212604,1.0068930387496948,random_individual,3,14,5239,9,Sleneset,6,1865072643,10,0.05
0,15,5531,0.17153450449911614,0.9948127865791321,random_individual,3,15,5531,9,Sleneset,6,1865072643,10,0.05
14,1,202,0.11944906071277374,1.0387438535690308,random_individual,4,1,202,9,Sleneset,6,1865072643,10,0.05
13,2,321,0.1503187332165038,1.0367213487625122,random_individual,4,2,321,9,Sleneset,6,1865072643,10,0.05
12,3,718,0.28995894565441277,1.004818081855774,random_individual,4,3,718,9,Sleneset,6,1865072643,10,0.05
11,4,1796,0.19090754999393605,1.0190492868423462,random_individual,4,4,1796,9,Sleneset,6,1865072643,10,0.05
10,5,2354,0.1776578270523147,1.035216212272644,random_individual,4,5,2354,9,Sleneset,6,1865072643,10,0.05
9,6,2548,0.16636986521878358,1.026774287223816,random_individual,4,6,2548,9,Sleneset,6,1865072643,10,0.05
8,7,3034,0.1768248418747187,1.018612027168274,random_individual,4,7,3034,9,Sleneset,6,1865072643,10,0.05
7,8,3390,0.2083044131145089,1.0067380666732788,random_individual,4,8,3390,9,Sleneset,6,1865072643,10,0.05
6,9,3973,0.1351610010489324,1.0181134939193726,random_individual,4,9,3973,9,Sleneset,6,1865072643,10,0.05
5,10,4232,0.13964931438605535,1.0133390426635742,random_individual,4,10,4232,9,Sleneset,6,1865072643,10,0.05
4,11,4816,0.1875557698913165,0.9943285584449768,random_individual,4,11,4816,9,Sleneset,6,1865072643,10,0.05
3,12,4989,0.19477114675975857,0.991412878036499,random_individual,4,12,4989,9,Sleneset,6,1865072643,10,0.05
2,13,5147,0.19573858568563046,0.9897618293762207,random_individual,4,13,5147,9,Sleneset,6,1865072643,10,0.05
1,14,5239,0.19087783590477597,0.9904531836509705,random_individual,4,14,5239,9,Sleneset,6,1865072643,10,0.05
0,15,5531,0.17153450449911614,0.9948127865791321,random_individual,4,15,5531,9,Sleneset,6,1865072643,10,0.05
14,1,292,-0.04168484782454041,1.0160462856292725,shapley_mean,-1,1,292,9,Sleneset,1,1754052153,25,0.05
13,2,486,-0.012321133158494998,1.0178425312042236,shapley_mean,-1,2,486,9,Sleneset,1,1754052153,25,0.05
12,3,605,0.04607590249417884,1.0117284059524536,shapley_mean,-1,3,605,9,Sleneset,1,1754052153,25,0.05
11,4,1189,0.026018616182568892,1.0146936178207397,shapley_mean,-1,4,1189,9,Sleneset,1,1754052153,25,0.05
10,5,1362,0.04015173472747859,1.0126991271972656,shapley_mean,-1,5,1362,9,Sleneset,1,1754052153,25,0.05
9,6,1848,0.08607535052894139,1.0051761865615845,shapley_mean,-1,6,1848,9,Sleneset,1,1754052153,25,0.05
8,7,2431,0.07763010094880847,1.0059163570404053,shapley_mean,-1,7,2431,9,Sleneset,1,1754052153,25,0.05
7,8,2633,0.08584958177339772,1.0043398141860962,shapley_mean,-1,8,2633,9,Sleneset,1,1754052153,25,0.05
6,9,3711,0.0682724064531427,1.001855731010437,shapley_mean,-1,9,3711,9,Sleneset,1,1754052153,25,0.05
5,10,3970,0.09639324872247185,0.9960287809371948,shapley_mean,-1,10,3970,9,Sleneset,1,1754052153,25,0.05
4,11,4367,0.08931798679752204,0.9989861845970154,shapley_mean,-1,11,4367,9,Sleneset,1,1754052153,25,0.05
3,12,4459,0.11219190080356702,0.9944332242012024,shapley_mean,-1,12,4459,9,Sleneset,1,1754052153,25,0.05
2,13,4815,0.17780276534807188,0.9773423671722412,shapley_mean,-1,13,4815,9,Sleneset,1,1754052153,25,0.05
1,14,5373,0.1477374342784785,0.9833300709724426,shapley_mean,-1,14,5373,9,Sleneset,1,1754052153,25,0.05
0,15,5531,0.17957341778140262,0.9683259129524231,shapley_mean,-1,15,5531,9,Sleneset,1,1754052153,25,0.05
14,1,292,0.0116120054590655,1.0435423851013184,random_individual,0,1,292,9,Sleneset,1,1754052153,25,0.05
13,2,486,0.013549811257811475,1.0311027765274048,random_individual,0,2,486,9,Sleneset,1,1754052153,25,0.05
12,3,605,0.006292420666405803,1.0223599672317505,random_individual,0,3,605,9,Sleneset,1,1754052153,25,0.05
11,4,1189,-0.0035378138492719565,1.0161830186843872,random_individual,0,4,1189,9,Sleneset,1,1754052153,25,0.05
10,5,1362,-0.0008450780378094329,1.0164026021957397,random_individual,0,5,1362,9,Sleneset,1,1754052153,25,0.05
9,6,1848,0.0190011063022634,1.012206792831421,random_individual,0,6,1848,9,Sleneset,1,1754052153,25,0.05
8,7,2431,0.062388540342835405,1.0034799575805664,random_individual,0,7,2431,9,Sleneset,1,1754052153,25,0.05
7,8,2633,0.07724369314269347,0.9998928308486938,random_individual,0,8,2633,9,Sleneset,1,1754052153,25,0.05
6,9,3711,0.15906301601945783,0.9794126152992249,random_individual,0,9,3711,9,Sleneset,1,1754052153,25,0.05
5,10,3970,0.15068528253373886,0.9800171852111816,random_individual,0,10,3970,9,Sleneset,1,1754052153,25,0.05
4,11,4367,0.2054436965210537,0.9658285975456238,random_individual,0,11,4367,9,Sleneset,1,1754052153,25,0.05
3,12,4459,0.2099345554227391,0.9630536437034607,random_individual,0,12,4459,9,Sleneset,1,1754052153,25,0.05
2,13,4815,0.200601945437387,0.9639645218849182,random_individual,0,13,4815,9,Sleneset,1,1754052153,25,0.05
1,14,5373,0.17542976277668085,0.9708449244499207,random_individual,0,14,5373,9,Sleneset,1,1754052153,25,0.05
0,15,5531,0.17957341778140262,0.9683259129524231,random_individual,0,15,5531,9,Sleneset,1,1754052153,25,0.05
14,1,292,0.041426384414156,1.0079361200332642,random_individual,1,1,292,9,Sleneset,1,1754052153,25,0.05
13,2,486,0.04856210724009152,1.0088855028152466,random_individual,1,2,486,9,Sleneset,1,1754052153,25,0.05
12,3,605,-0.0014745126329052415,1.0152229070663452,random_individual,1,3,605,9,Sleneset,1,1754052153,25,0.05
11,4,1189,-0.021667298157310468,1.0218119621276855,random_individual,1,4,1189,9,Sleneset,1,1754052153,25,0.05
10,5,1362,0.0025606266635927848,1.0177767276763916,random_individual,1,5,1362,9,Sleneset,1,1754052153,25,0.05
9,6,1848,0.02115701362369132,1.012686848640442,random_individual,1,6,1848,9,Sleneset,1,1754052153,25,0.05
8,7,2431,0.05931312020307551,1.0050506591796875,random_individual,1,7,2431,9,Sleneset,1,1754052153,25,0.05
7,8,2633,0.07035751969102547,1.0025233030319214,random_individual,1,8,2633,9,Sleneset,1,1754052153,25,0.05
6,9,3711,0.12717565879510895,0.9848788976669312,random_individual,1,9,3711,9,Sleneset,1,1754052153,25,0.05
5,10,3970,0.1447223044123618,0.9802247881889343,random_individual,1,10,3970,9,Sleneset,1,1754052153,25,0.05
4,11,4367,0.1408920218828562,0.9810813069343567,random_individual,1,11,4367,9,Sleneset,1,1754052153,25,0.05
3,12,4459,0.13519296978302695,0.9833036065101624,random_individual,1,12,4459,9,Sleneset,1,1754052153,25,0.05
2,13,4815,0.17415289422055288,0.9723653793334961,random_individual,1,13,4815,9,Sleneset,1,1754052153,25,0.05
1,14,5373,0.1813423625082237,0.9680015444755554,random_individual,1,14,5373,9,Sleneset,1,1754052153,25,0.05
0,15,5531,0.17957341778140262,0.9683259129524231,random_individual,1,15,5531,9,Sleneset,1,1754052153,25,0.05
