n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,158,0.053035601581270596,1.3030085563659668,shapley_mean,-1,1,158,0,Nesøy,0,41486119,10,0.05
13,2,514,0.14008553870292484,1.274128794670105,shapley_mean,-1,2,514,0,Nesøy,0,41486119,10,0.05
12,3,606,0.17204964392192315,1.265281319618225,shapley_mean,-1,3,606,0,Nesøy,0,41486119,10,0.05
11,4,1164,0.26563405338377716,1.2490363121032715,shapley_mean,-1,4,1164,0,Nesøy,0,41486119,10,0.05
10,5,1650,0.256271884205867,1.247990608215332,shapley_mean,-1,5,1650,0,Nesøy,0,41486119,10,0.05
9,6,1909,0.20305097121455898,1.2670245170593262,shapley_mean,-1,6,1909,0,Nesøy,0,41486119,10,0.05
8,7,2493,0.18816403453728106,1.2656888961791992,shapley_mean,-1,7,2493,0,Nesøy,0,41486119,10,0.05
7,8,3571,0.16673502069309967,1.2957799434661865,shapley_mean,-1,8,3571,0,Nesøy,0,41486119,10,0.05
6,9,3968,0.1735343444929397,1.3002300262451172,shapley_mean,-1,9,3968,0,Nesøy,0,41486119,10,0.05
5,10,4170,0.17615306264362296,1.2982490062713623,shapley_mean,-1,10,4170,0,Nesøy,0,41486119,10,0.05
4,11,4753,0.17675408162218903,1.2919842004776,shapley_mean,-1,11,4753,0,Nesøy,0,41486119,10,0.05
3,12,4926,0.18077839295890924,1.2872438430786133,shapley_mean,-1,12,4926,0,Nesøy,0,41486119,10,0.05
2,13,5218,0.17444435061533667,1.2909369468688965,shapley_mean,-1,13,5218,0,Nesøy,0,41486119,10,0.05
1,14,5412,0.18097453747482398,1.284387469291687,shapley_mean,-1,14,5412,0,Nesøy,0,41486119,10,0.05
0,15,5578,0.2021482435983125,1.2724655866622925,shapley_mean,-1,15,5578,0,Nesøy,0,41486119,10,0.05
14,1,158,-0.08233449937593502,1.298896074295044,random_individual,0,1,158,0,Nesøy,0,41486119,10,0.05
13,2,514,-0.013638514977517377,1.316231608390808,random_individual,0,2,514,0,Nesøy,0,41486119,10,0.05
12,3,606,-0.04674325293228013,1.3178026676177979,random_individual,0,3,606,0,Nesøy,0,41486119,10,0.05
11,4,1164,0.027580916308658887,1.296502709388733,random_individual,0,4,1164,0,Nesøy,0,41486119,10,0.05
10,5,1650,0.06073216869778463,1.3040145635604858,random_individual,0,5,1650,0,Nesøy,0,41486119,10,0.05
9,6,1909,0.026263405561865148,1.317585825920105,random_individual,0,6,1909,0,Nesøy,0,41486119,10,0.05
8,7,2493,0.07488818724133438,1.3073257207870483,random_individual,0,7,2493,0,Nesøy,0,41486119,10,0.05
7,8,3571,0.1200361390938347,1.2996190786361694,random_individual,0,8,3571,0,Nesøy,0,41486119,10,0.05
6,9,3968,0.13659103405392928,1.2946134805679321,random_individual,0,9,3968,0,Nesøy,0,41486119,10,0.05
5,10,4170,0.13376192646723556,1.2965245246887207,random_individual,0,10,4170,0,Nesøy,0,41486119,10,0.05
4,11,4753,0.17797556000279763,1.2755569219589233,random_individual,0,11,4753,0,Nesøy,0,41486119,10,0.05
