target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction,v_full,n_source_islands
0,Nesøy,0,41486119,10,0.05,0.4787573525462306,15
0,Nesøy,5,1138036663,10,0.05,0.34480948519669513,15
0,Nesøy,0,41486119,25,0.05,0.4787573525462306,15
0,Nesøy,5,1138036663,25,0.05,0.34480948519669513,15
0,Nesøy,0,41486119,50,0.05,0.4787573525462306,15
0,Nesøy,5,1138036663,50,0.05,0.34480948519669513,15
0,Nesøy,0,1912651978,10,0.1,0.32257369665456487,15
0,Nesøy,5,154287916,10,0.1,0.5178382545184449,15
0,Nesøy,0,1912651978,25,0.1,0.32257369665456487,15
0,Nesøy,5,154287916,25,0.1,0.5178382545184449,15
0,Nesøy,0,1912651978,50,0.1,0.32257369665456487,15
0,Nesøy,5,154287916,50,0.1,0.5178382545184449,15
0,Nesøy,0,1001421969,10,0.15,0.4481275046195917,15
0,Nesøy,5,1162009635,10,0.15,0.4893830047842649,15
0,Nesøy,0,1001421969,25,0.15,0.4481275046195917,15
0,Nesøy,5,1162009635,25,0.15,0.4893830047842649,15
0,Nesøy,0,1001421969,50,0.15,0.4481275046195917,15
0,Nesøy,5,1162009635,50,0.15,0.4893830047842649,15
0,Nesøy,0,738286406,10,0.2,0.31324367305630213,15
0,Nesøy,5,1415204144,10,0.2,0.20670228976503396,15
0,Nesøy,0,738286406,25,0.2,0.31324367305630213,15
0,Nesøy,5,1415204144,25,0.2,0.20670228976503396,15
0,Nesøy,0,738286406,50,0.2,0.31324367305630213,15
0,Nesøy,5,1415204144,50,0.2,0.20670228976503396,15
0,Nesøy,0,1101884403,10,0.25,0.034563256236097725,15
0,Nesøy,5,298376080,10,0.25,0.1966691057288275,15
0,Nesøy,0,1101884403,25,0.25,0.034563256236097725,15
0,Nesøy,5,298376080,25,0.25,0.1966691057288275,15
0,Nesøy,0,1101884403,50,0.25,0.034563256236097725,15
0,Nesøy,5,298376080,50,0.25,0.1966691057288275,15
