n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
5503,0.21865831611416503,0.8971816897392273,pevmean_ga,-2,16597.565144808566,3,Selvær,4,1849893988,body_mass
5503,0.21865831611416503,0.8971816897392273,random_individual,-2,16597.565144808566,3,Selvær,4,1849893988,body_mass
50,0.14900393184997607,0.9447681903839111,pevmean_ga,-1,19217.15677108407,3,Selvær,4,1849893988,body_mass
100,0.23637167011874421,0.9101547002792358,pevmean_ga,-1,19014.01426148556,3,Selvær,4,1849893988,body_mass
250,0.2423300395050502,0.8892611265182495,pevmean_ga,-1,18761.53220620472,3,Selvær,4,1849893988,body_mass
500,0.14749538794094455,0.9106358885765076,pevmean_ga,-1,18466.197050029026,3,Selvær,4,1849893988,body_mass
2000,0.240612838797311,0.8886533379554749,pevmean_ga,-1,17561.750598014914,3,Selvær,4,1849893988,body_mass
3500,0.21794499989421445,0.8947381973266602,pevmean_ga,-1,17036.536056827503,3,Selvær,4,1849893988,body_mass
50,-0.07614589927523392,0.9253020286560059,random_individual,0,,3,Selvær,4,1849893988,body_mass
100,-0.01949792458945704,0.9248048663139343,random_individual,0,,3,Selvær,4,1849893988,body_mass
250,0.0804016276825402,0.9305621981620789,random_individual,0,,3,Selvær,4,1849893988,body_mass
500,0.08203152037382258,0.9576579332351685,random_individual,0,,3,Selvær,4,1849893988,body_mass
2000,0.08265906883030835,0.9271075129508972,random_individual,0,,3,Selvær,4,1849893988,body_mass
3500,0.21290017134513697,0.8946492075920105,random_individual,0,,3,Selvær,4,1849893988,body_mass
50,0.06538570069976905,0.9630036354064941,random_individual,1,,3,Selvær,4,1849893988,body_mass
100,0.1294169825934514,0.9269483685493469,random_individual,1,,3,Selvær,4,1849893988,body_mass
250,0.11651389045832194,0.9116184711456299,random_individual,1,,3,Selvær,4,1849893988,body_mass
500,0.08355813244000732,0.9176040887832642,random_individual,1,,3,Selvær,4,1849893988,body_mass
2000,0.21676008092747995,0.8879777789115906,random_individual,1,,3,Selvær,4,1849893988,body_mass
3500,0.20270880345986955,0.8880119919776917,random_individual,1,,3,Selvær,4,1849893988,body_mass
50,0.04752586593220356,0.9428011178970337,random_individual,2,,3,Selvær,4,1849893988,body_mass
100,0.004263747244320645,0.9214145541191101,random_individual,2,,3,Selvær,4,1849893988,body_mass
250,0.06661596148633585,0.9194992184638977,random_individual,2,,3,Selvær,4,1849893988,body_mass
500,0.0947983227748232,0.915631115436554,random_individual,2,,3,Selvær,4,1849893988,body_mass
2000,0.11472341736039961,0.9202503561973572,random_individual,2,,3,Selvær,4,1849893988,body_mass
3500,0.18837908225215902,0.9012410044670105,random_individual,2,,3,Selvær,4,1849893988,body_mass
50,0.06932553200543701,0.9253429770469666,random_individual,3,,3,Selvær,4,1849893988,body_mass
100,0.021511056778328347,0.946893036365509,random_individual,3,,3,Selvær,4,1849893988,body_mass
250,0.09562592768740762,0.9232951402664185,random_individual,3,,3,Selvær,4,1849893988,body_mass
500,0.07714928462084669,0.9197070002555847,random_individual,3,,3,Selvær,4,1849893988,body_mass
2000,0.2435170272284555,0.8904448747634888,random_individual,3,,3,Selvær,4,1849893988,body_mass
3500,0.22451639652177438,0.8864713311195374,random_individual,3,,3,Selvær,4,1849893988,body_mass
50,0.10521318581409811,0.9321433901786804,random_individual,4,,3,Selvær,4,1849893988,body_mass
100,-0.05948096274420361,0.9271796941757202,random_individual,4,,3,Selvær,4,1849893988,body_mass
250,0.13127940044785621,0.9152207374572754,random_individual,4,,3,Selvær,4,1849893988,body_mass
500,0.1196077725936703,0.919545590877533,random_individual,4,,3,Selvær,4,1849893988,body_mass
2000,0.2234309531001911,0.9007681608200073,random_individual,4,,3,Selvær,4,1849893988,body_mass
3500,0.2518366870870699,0.8878942131996155,random_individual,4,,3,Selvær,4,1849893988,body_mass
