n_permutations,cal_fraction,method,n_removed,corr_mean,corr_std,mse_mean,mse_std,n_rows
10,0.05,random_individual,0,0.1681867897569466,0.010093837758685094,0.9789560556411743,0.021020738460648895,50
10,0.05,random_individual,1,0.16691506872340114,0.01722850513288606,0.9797248649597168,0.020833741057128888,50
10,0.05,random_individual,2,0.16367437431214707,0.02221272402761508,0.9817812585830689,0.022165366911632386,50
10,0.05,random_individual,3,0.15739137460709451,0.02912984603443397,0.9842010867595673,0.023105224598562055,50
10,0.05,random_individual,4,0.15553428250983106,0.034824126469669064,0.9853335869312286,0.02331135245601725,50
10,0.05,random_individual,5,0.1494600492737812,0.042478280771082316,0.9885895085334778,0.025189705225638546,50
10,0.05,random_individual,6,0.13740793300468065,0.044159039731293634,0.9930450284481048,0.024541907385617328,50
10,0.05,random_individual,7,0.12978932360624607,0.051395055220923566,0.9965702188014984,0.023956950236456165,50
10,0.05,random_individual,8,0.12461158510656699,0.0502749439442802,0.9991965675354004,0.023459136823861006,50
10,0.05,random_individual,9,0.11309022185711493,0.06106485114107807,1.003544064760208,0.023880881679312432,50
10,0.05,random_individual,10,0.09885248598500308,0.06299972319972155,1.0082541823387146,0.02414970761501778,50
10,0.05,random_individual,11,0.08616097692666116,0.06910615035631336,1.0125929856300353,0.023311365312886526,50
10,0.05,random_individual,12,0.08226227833645859,0.08279867041318154,1.0156909155845641,0.023907790128550432,50
10,0.05,random_individual,13,0.06361176919997162,0.08712245942955239,1.0211453282833098,0.025853204335746467,50
10,0.05,random_individual,14,0.04016121387285574,0.08415059017882207,1.0269797360897064,0.026034506452461983,50
10,0.05,shapley_mean,0,0.1681867897569466,0.010532903445061198,0.9789560556411743,0.021935106729785762,10
10,0.05,shapley_mean,1,0.1490274441489092,0.020543143968322287,0.9867556631565094,0.022981705935587998,10
10,0.05,shapley_mean,2,0.14842619745265856,0.03055524355618938,0.9873287856578827,0.02529463590965204,10
10,0.05,shapley_mean,3,0.13564592269150355,0.0338612560949933,0.9921791076660156,0.026195113873086383,10
10,0.05,shapley_mean,4,0.126692028750179,0.044388779540609644,0.9954147100448608,0.026232570588364756,10
10,0.05,shapley_mean,5,0.12249053293139729,0.0447060855430791,0.9965236783027649,0.026164750105621505,10
10,0.05,shapley_mean,6,0.12230142197263787,0.0590195733081669,0.9975355386734008,0.03156841283320762,10
10,0.05,shapley_mean,7,0.1333678850293298,0.05426241443636419,0.9958880305290222,0.03187406055139107,10
10,0.05,shapley_mean,8,0.12484566459770259,0.04882481694842477,0.9996342897415161,0.03159022792217812,10
