target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction,v_full,n_source_islands
4,Gjerøy,4,630164145,10,0.05,-0.07099798497158177,15
4,Gjerøy,9,1679198888,10,0.05,0.5660342970379316,15
4,Gjerøy,4,630164145,20,0.05,-0.07099798497158177,15
4,Gjerøy,9,1679198888,20,0.05,0.5660342970379316,15
4,Gjerøy,4,630164145,40,0.05,-0.07099798497158177,15
4,Gjerøy,9,1679198888,40,0.05,0.5660342970379316,15
4,Gjerøy,4,630164145,60,0.05,-0.07099798497158177,15
4,Gjerøy,9,1679198888,60,0.05,0.5660342970379316,15
4,Gjerøy,4,895626732,10,0.1,-0.15062467089436624,15
4,Gjerøy,9,1709812074,10,0.1,0.17387159702740534,15
4,Gjerøy,4,895626732,20,0.1,-0.15062467089436624,15
4,Gjerøy,9,1709812074,20,0.1,0.17387159702740534,15
4,Gjerøy,4,895626732,40,0.1,-0.15062467089436624,15
4,Gjerøy,9,1709812074,40,0.1,0.17387159702740534,15
4,Gjerøy,4,895626732,60,0.1,-0.15062467089436624,15
4,Gjerøy,9,1709812074,60,0.1,0.17387159702740534,15
4,Gjerøy,4,2023669512,10,0.15,0.05679068181991923,15
4,Gjerøy,9,177899919,10,0.15,0.21805139018613898,15
4,Gjerøy,4,2023669512,20,0.15,0.05679068181991923,15
4,Gjerøy,9,177899919,20,0.15,0.21805139018613898,15
4,Gjerøy,4,2023669512,40,0.15,0.05679068181991923,15
4,Gjerøy,9,177899919,40,0.15,0.21805139018613898,15
4,Gjerøy,4,2023669512,60,0.15,0.05679068181991923,15
4,Gjerøy,9,177899919,60,0.15,0.21805139018613898,15
4,Gjerøy,4,1317123924,10,0.2,-0.176975791061774,15
4,Gjerøy,9,68086894,10,0.2,0.009305612350539016,15
4,Gjerøy,4,1317123924,20,0.2,-0.176975791061774,15
4,Gjerøy,9,68086894,20,0.2,0.009305612350539016,15
4,Gjerøy,4,1317123924,40,0.2,-0.176975791061774,15
4,Gjerøy,9,68086894,40,0.2,0.009305612350539016,15
4,Gjerøy,4,1317123924,60,0.2,-0.176975791061774,15
4,Gjerøy,9,68086894,60,0.2,0.009305612350539016,15
4,Gjerøy,4,1209586103,10,0.25,0.03233725919107297,15
4,Gjerøy,9,1340105448,10,0.25,0.08984617872387435,15
4,Gjerøy,4,1209586103,20,0.25,0.03233725919107297,15
4,Gjerøy,9,1340105448,20,0.25,0.08984617872387435,15
4,Gjerøy,4,1209586103,40,0.25,0.03233725919107297,15
4,Gjerøy,9,1340105448,40,0.25,0.08984617872387435,15
4,Gjerøy,4,1209586103,60,0.25,0.03233725919107297,15
4,Gjerøy,9,1340105448,60,0.25,0.08984617872387435,15
