n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,173,-0.030350848397538068,1.5614546537399292,shapley_mean,-1,1,173,4,Gjerøy,4,630164145,10,0.05
13,2,339,-0.04278157348015087,1.5575227737426758,shapley_mean,-1,2,339,4,Gjerøy,4,630164145,10,0.05
12,3,497,-0.015031082406310597,1.5548579692840576,shapley_mean,-1,3,497,4,Gjerøy,4,630164145,10,0.05
11,4,983,-0.021415135584849223,1.5602139234542847,shapley_mean,-1,4,983,4,Gjerøy,4,630164145,10,0.05
10,5,1566,0.013653117192624303,1.552119255065918,shapley_mean,-1,5,1566,4,Gjerøy,4,630164145,10,0.05
9,6,1858,0.017942094110135854,1.5504887104034424,shapley_mean,-1,6,1858,4,Gjerøy,4,630164145,10,0.05
8,7,2255,0.023536518652651363,1.5496622323989868,shapley_mean,-1,7,2255,4,Gjerøy,4,630164145,10,0.05
7,8,2839,-0.019799123961061482,1.5585368871688843,shapley_mean,-1,8,2839,4,Gjerøy,4,630164145,10,0.05
6,9,3917,0.0503435880474376,1.5444252490997314,shapley_mean,-1,9,3917,4,Gjerøy,4,630164145,10,0.05
5,10,4273,0.09137863281990284,1.5344188213348389,shapley_mean,-1,10,4273,4,Gjerøy,4,630164145,10,0.05
4,11,4392,0.0890538135244433,1.5344387292861938,shapley_mean,-1,11,4392,4,Gjerøy,4,630164145,10,0.05
3,12,4594,0.08696657901779208,1.5351544618606567,shapley_mean,-1,12,4594,4,Gjerøy,4,630164145,10,0.05
2,13,4853,0.08883613840950152,1.5330699682235718,shapley_mean,-1,13,4853,4,Gjerøy,4,630164145,10,0.05
1,14,5047,0.07748585082157598,1.5374425649642944,shapley_mean,-1,14,5047,4,Gjerøy,4,630164145,10,0.05
0,15,5139,0.08208029870953375,1.535724401473999,shapley_mean,-1,15,5139,4,Gjerøy,4,630164145,10,0.05
14,1,173,0.045917557621521755,1.5672366619110107,random_individual,0,1,173,4,Gjerøy,4,630164145,10,0.05
13,2,339,0.0630209999092782,1.555752158164978,random_individual,0,2,339,4,Gjerøy,4,630164145,10,0.05
12,3,497,0.09943689533489079,1.550545573234558,random_individual,0,3,497,4,Gjerøy,4,630164145,10,0.05
11,4,983,0.08816731656533758,1.542242169380188,random_individual,0,4,983,4,Gjerøy,4,630164145,10,0.05
10,5,1566,0.07027574699310987,1.5394593477249146,random_individual,0,5,1566,4,Gjerøy,4,630164145,10,0.05
9,6,1858,0.052111863062122156,1.5446382761001587,random_individual,0,6,1858,4,Gjerøy,4,630164145,10,0.05
8,7,2255,0.05840224138648226,1.5454055070877075,random_individual,0,7,2255,4,Gjerøy,4,630164145,10,0.05
7,8,2839,0.047393929755849495,1.548920750617981,random_individual,0,8,2839,4,Gjerøy,4,630164145,10,0.05
6,9,3917,0.042857364470723754,1.5520719289779663,random_individual,0,9,3917,4,Gjerøy,4,630164145,10,0.05
5,10,4273,0.05783875699781844,1.5449107885360718,random_individual,0,10,4273,4,Gjerøy,4,630164145,10,0.05
4,11,4392,0.061003006863372594,1.5442538261413574,random_individual,0,11,4392,4,Gjerøy,4,630164145,10,0.05
3,12,4594,0.06902399073983391,1.542715311050415,random_individual,0,12,4594,4,Gjerøy,4,630164145,10,0.05
2,13,4853,0.07731432029027266,1.5389864444732666,random_individual,0,13,4853,4,Gjerøy,4,630164145,10,0.05
1,14,5047,0.07872387955917395,1.5377326011657715,random_individual,0,14,5047,4,Gjerøy,4,630164145,10,0.05
0,15,5139,0.08208029870953375,1.535724401473999,random_individual,0,15,5139,4,Gjerøy,4,630164145,10,0.05
14,1,173,0.04644969197269857,1.5608062744140625,random_individual,1,1,173,4,Gjerøy,4,630164145,10,0.05
13,2,339,0.06044883290714705,1.5440514087677002,random_individual,1,2,339,4,Gjerøy,4,630164145,10,0.05
12,3,497,0.06496869780488371,1.5409966707229614,random_individual,1,3,497,4,Gjerøy,4,630164145,10,0.05
11,4,983,0.0646789605384459,1.5393375158309937,random_individual,1,4,983,4,Gjerøy,4,630164145,10,0.05
10,5,1566,0.09441214904400333,1.5340418815612793,random_individual,1,5,1566,4,Gjerøy,4,630164145,10,0.05
9,6,1858,0.081648468953894,1.536789894104004,random_individual,1,6,1858,4,Gjerøy,4,630164145,10,0.05
