trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
body_mass,6,full_train_pc_ridge,full_train,-1,-1,5127,5127,570,4000,100,4000,62178.10809025701,0.32121598817851066,1.0405162572860718,0.01501146238297224,0,0,0.0,0.9592069510836154
body_mass,6,pevmean_ga_pc_ridge,pevmean_ga,0,6000514,500,5127,570,4000,100,4000,62178.10809025701,0.0897375661761178,1.171331763267517,0.04059019312262535,300,26490,50.872134638018906,0.020103331189602613
body_mass,6,pevmean_ga_pc_ridge,pevmean_ga,0,6001014,1000,5127,570,4000,100,4000,62178.10809025701,0.28756441097118196,1.094524621963501,0.03205493837594986,300,26432,59.19794410793111,0.05931413592770696
body_mass,6,pevmean_ga_pc_ridge,pevmean_ga,0,6001514,1500,5127,570,4000,100,4000,62178.10809025701,0.23015715841961498,1.11460280418396,0.02741296961903572,300,26593,69.44740423001349,0.12184341088868678
body_mass,6,pevmean_ga_pc_ridge,pevmean_ga,0,6002014,2000,5127,570,4000,100,4000,62178.10809025701,0.25213474352405546,1.097862720489502,0.0238184817135334,300,26712,80.40566887287423,0.21074703591875732
body_mass,6,pevmean_ga_pc_ridge,pevmean_ga,0,6002514,2500,5127,570,4000,100,4000,62178.10809025701,0.2767794622907781,1.0793741941452026,0.021287797018885612,300,26573,88.1854625029955,0.32347368402406573
body_mass,6,pevmean_ga_pc_ridge,pevmean_ga,0,6003014,3000,5127,570,4000,100,4000,62178.10809025701,0.2813548015627936,1.0837676525115967,0.019515128806233406,300,26661,98.52026962698437,0.49417090392671525
body_mass,6,pevmean_ga_pc_ridge,pevmean_ga,0,6003514,3500,5127,570,4000,100,4000,62178.10809025701,0.29480097292302626,1.058831810951233,0.01782900281250477,300,26595,108.13144136010669,0.7053691621404141
body_mass,6,pevmean_ga_pc_ridge,pevmean_ga,0,6004014,4000,5127,570,4000,100,4000,62178.10809025701,0.30617169953986656,1.0540802478790283,0.01672760769724846,300,26517,116.95647204108536,0.9661103039979935
body_mass,6,pevmean_ga_pc_ridge,pevmean_ga,0,6004514,4500,5127,570,4000,100,4000,62178.10809025701,0.30080644928482403,1.054971694946289,0.01576978713274002,300,26624,107.64804068696685,0.8898015220183879
