trait,model_type,target_island,target_island_name,analysis,method,selection_method,lambda_label,lambda_div,n_components,n_individuals,corr_mean,corr_std,mse_mean,avg_grm_target_mean,avg_grm_train_train_mean,objective_mean,n_rows
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,500,0.2554839556495356,,1.693060278892517,0.014277089055095,0.0063361309028275,0.0079409581522675,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,1000,0.3130227899819481,,1.6673076152801514,0.0101401986963382,0.0037470291734796,0.0063931695228586,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,1500,0.3372789592020477,,1.64900004863739,0.0077477182474752,0.0026117020585989,0.0051360161888763,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,2000,0.3761965365795656,,1.6288126707077026,0.0061052562982331,0.0019514958157782,0.0041537604824548,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,2500,0.3468721163508167,,1.6348894834518433,0.0048158739908611,0.0014808081777812,0.0033350658130798,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,3000,0.3363360917896441,,1.627043843269348,0.0037425251202122,0.0011355894883968,0.0026069356318154,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,3500,0.3469242456728897,,1.62307608127594,0.0027651237212353,0.0008310076647853,0.0019341160564499,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,4000,0.3561702791540412,,1.6089338064193726,0.0018640735439996,0.0005814926705473,0.0012825808734523,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,4500,0.3526345995361996,,1.6136791706085205,0.0010045747036608,0.0003725942787223,0.0006319804249385,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,500,0.1558912343640833,,1.5725797414779663,0.0092543963363323,0.0045970032666193,0.0046573930697129,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,1000,0.2201116022740872,,1.547421097755432,0.0059438702522854,0.0025262644214781,0.0034176058308073,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,1500,0.2476837614106059,,1.5316706895828247,0.0042442130695181,0.0018161387334916,0.0024280743360264,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,2000,0.2529279766717258,,1.5236737728118896,0.0030740089804241,0.0014154069085803,0.0016586020718437,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,2500,0.2740685002045976,,1.5157837867736816,0.0021644412953717,0.0011503595682557,0.001014081727116,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,3000,0.3148434725820753,,1.495987057685852,0.0013993083161275,0.0009535854378631,0.0004457228782643,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,3500,0.3044284029777798,,1.4938502311706543,0.0006907985106046,0.0007795729752691,-8.877446466444127e-05,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,4000,0.3081891773570994,,1.4916114807128906,-7.754091588891904e-06,0.0006137322662744,-0.0006214863578633,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,4500,0.3151268568516888,,1.484746336936951,-0.000821944010344,0.0003896091048769,-0.001211553115221,1
body_mass,ridge,9,Sleneset,full_baseline,full_source_unweighted,none,none,,,5531,0.1617055648452851,,0.968505322933197,-0.0015718369968423,5.044415051984838e-05,,1
body_mass,ridge,11,Southern 1,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,500,0.168080238815425,,0.9573796391487122,0.0047563526328834,0.0039192460086182,0.0008371066242651,1
body_mass,ridge,11,Southern 1,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,1000,0.1187295896340876,,0.9650030136108398,0.0031825013796556,0.0028175616429039,0.0003649397367517,1
body_mass,ridge,11,Southern 1,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,1500,0.1379604120011598,,0.9605568647384644,0.0022177273970158,0.0023831257804023,-0.0001653983833865,1
body_mass,ridge,11,Southern 1,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,2000,0.1172731882437104,,0.9641766548156738,0.0013866547897604,0.0020538561577987,-0.0006672013680383,1
body_mass,ridge,11,Southern 1,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,2500,0.1077124311253284,,0.9661604762077332,0.0005665071064801,0.001733365695156,-0.0011668585886759,1
body_mass,ridge,11,Southern 1,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,3000,0.1218556854276887,,0.9634088277816772,-0.0002909726854122,0.001404197889453,-0.0016951705748653,1
body_mass,ridge,11,Southern 1,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,3500,0.1009350634848761,,0.968430995941162,-0.0013393992683824,0.0009741358679056,-0.0023135351362881,1
body_mass,ridge,11,Southern 1,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_1,1.0,,4000,0.1022534286597871,,0.9687261581420898,-0.0023875928034418,0.0006744301080025,-0.0030620229114443,1
