n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,target_island,repeat,split_seed
8,7,2643,0.14798986911773682,1.3961392641067505,random_individual,1,0,2,2014
9,6,1565,0.04792061075568199,1.459052562713623,random_individual,1,0,2,2014
10,5,1209,-0.019171105697751045,1.4127577543258667,random_individual,1,0,2,2014
11,4,625,0.04619041085243225,1.479631781578064,random_individual,1,0,2,2014
12,3,431,-0.005775485187768936,1.4136070013046265,random_individual,1,0,2,2014
13,2,258,-0.12584836781024933,1.4099782705307007,random_individual,1,0,2,2014
14,1,92,0.07408250868320465,1.427983283996582,random_individual,1,0,2,2014
0,15,5578,0.24499772489070892,1.3262137174606323,random_individual,2,0,2,2014
1,14,5319,0.2151297926902771,1.3595556020736694,random_individual,2,0,2,2014
2,13,5027,0.24179469048976898,1.336177945137024,random_individual,2,0,2,2014
3,12,4469,0.2546890079975128,1.3615127801895142,random_individual,2,0,2,2014
4,11,4311,0.1880723237991333,1.357656478881836,random_individual,2,0,2,2014
5,10,3914,0.17818675935268402,1.3601170778274536,random_individual,2,0,2,2014
6,9,3331,0.21949748694896698,1.3763941526412964,random_individual,2,0,2,2014
7,8,3129,0.23827382922172546,1.3623380661010742,random_individual,2,0,2,2014
8,7,2643,0.16107073426246643,1.37619149684906,random_individual,2,0,2,2014
9,6,1565,0.27035781741142273,1.2994155883789062,random_individual,2,0,2,2014
10,5,1209,0.19720813632011414,1.3269845247268677,random_individual,2,0,2,2014
11,4,625,0.03377120941877365,1.3800398111343384,random_individual,2,0,2,2014
12,3,431,0.007918867282569408,1.4472593069076538,random_individual,2,0,2,2014
13,2,258,-0.2617682218551636,1.410040259361267,random_individual,2,0,2,2014
14,1,92,-0.09159953892230988,1.3993158340454102,random_individual,2,0,2,2014
0,15,5578,0.24226811528205872,1.326960563659668,random_individual,3,0,2,2014
1,14,5319,0.2285667508840561,1.3677455186843872,random_individual,3,0,2,2014
2,13,5027,0.24640612304210663,1.3460489511489868,random_individual,3,0,2,2014
