n_permutations,n_cal_samples,best_n_removed,best_n_islands,best_corr_mean,v_full_mean,avg_gain_over_v_full,n_runs
10,10,1,14,0.14515306651632762,0.050397449318307606,0.09475561719802,10
10,20,1,14,0.132197313629635,0.11823710208203768,0.013960211547597315,10
10,40,1,14,0.13771592712372296,0.16229244733620163,-0.024576520212478664,10
10,80,1,14,0.14427015897408885,0.12841714423704925,0.015853014737039595,10
10,150,4,11,0.14018736584737682,0.139448160273592,0.000739205573784818,10
20,10,1,14,0.1451374488313586,0.050397449318307606,0.09473999951305098,10
20,20,1,14,0.13084838717624622,0.11823710208203768,0.012611285094208544,10
20,40,1,14,0.13771592712372296,0.16229244733620163,-0.024576520212478664,10
20,80,1,14,0.14427015897408885,0.12841714423704925,0.015853014737039595,10
20,150,1,14,0.14040264271863867,0.139448160273592,0.0009544824450466727,10
40,10,1,14,0.14574784016825912,0.050397449318307606,0.0953503908499515,10
40,20,0,15,0.1304470371149688,0.11823710208203768,0.012209935032931121,10
40,40,1,14,0.13778976735308573,0.16229244733620163,-0.024502679983115894,10
40,80,3,12,0.14467913147377304,0.12841714423704925,0.016261987236723785,10
40,150,1,14,0.1405313612294466,0.139448160273592,0.0010832009558545963,10
80,10,1,14,0.1451374488313586,0.050397449318307606,0.09473999951305098,10
80,20,0,15,0.1304470371149688,0.11823710208203768,0.012209935032931121,10
80,40,1,14,0.13771592712372296,0.16229244733620163,-0.024576520212478664,10
80,80,4,11,0.14595864875889525,0.12841714423704925,0.017541504521845996,10
80,150,3,12,0.13980143716387844,0.139448160273592,0.0003532768902864414,10
150,10,0,15,0.14399529333738412,0.050397449318307606,0.0935978440190765,10
150,20,0,15,0.1304470371149688,0.11823710208203768,0.012209935032931121,10
150,40,1,14,0.1371465887355226,0.16229244733620163,-0.025145858600679027,10
150,80,4,11,0.14550789707664652,0.12841714423704925,0.017090752839597267,10
150,150,1,14,0.14005256260638727,0.139448160273592,0.0006044023327952674,10
