n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples
14,1,92,0.0811826726306645,1.6602388620376587,shapley_mean,-1,1,92,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
13,2,211,0.0316806234145848,1.6620962619781494,shapley_mean,-1,2,211,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
12,3,567,0.1079942389066193,1.6404032707214355,shapley_mean,-1,3,567,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
11,4,1125,0.1259354010069312,1.628834247589111,shapley_mean,-1,4,1125,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
10,5,1283,0.1332917895356166,1.624709129333496,shapley_mean,-1,5,1283,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
9,6,1680,0.1308892084785513,1.6251459121704102,shapley_mean,-1,6,1680,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
8,7,1846,0.1301830088311471,1.6251457929611206,shapley_mean,-1,7,1846,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
7,8,2040,0.1285301546335373,1.6269770860671997,shapley_mean,-1,8,2040,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
6,9,2623,0.1318025684360537,1.6263670921325684,shapley_mean,-1,9,2623,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
5,10,2915,0.1331520865372945,1.6260783672332764,shapley_mean,-1,10,2915,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
4,11,3499,0.1301815395331211,1.6283234357833862,shapley_mean,-1,11,3499,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
3,12,3758,0.12331628941519,1.6313315629959106,shapley_mean,-1,12,3758,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
2,13,4244,0.1232270135521103,1.6305631399154663,shapley_mean,-1,13,4244,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
1,14,4446,0.120722352882264,1.6315078735351562,shapley_mean,-1,14,4446,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
0,15,4619,0.1319226848692238,1.6265166997909546,shapley_mean,-1,15,4619,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
14,1,92,-0.0118643775220882,1.663091778755188,random_individual,0,1,92,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
13,2,211,0.0235674394788215,1.6628124713897705,random_individual,0,2,211,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
12,3,567,-0.0092568099582929,1.6682525873184204,random_individual,0,3,567,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
11,4,1125,0.0564062958635346,1.6601825952529907,random_individual,0,4,1125,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
10,5,1283,0.0679114414635085,1.6601266860961914,random_individual,0,5,1283,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
9,6,1680,0.0663277630949899,1.6539565324783323,random_individual,0,6,1680,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
8,7,1846,0.0754143502875586,1.650438904762268,random_individual,0,7,1846,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
7,8,2040,0.0930557260622066,1.6462799310684204,random_individual,0,8,2040,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
6,9,2623,0.0994530900900667,1.6422046422958374,random_individual,0,9,2623,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
5,10,2915,0.0935775996046654,1.6434003114700315,random_individual,0,10,2915,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
4,11,3499,0.1093603879653628,1.6372665166854858,random_individual,0,11,3499,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
3,12,3758,0.1138391210267692,1.6349579095840454,random_individual,0,12,3758,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
2,13,4244,0.1182081500467775,1.6328295469284058,random_individual,0,13,4244,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
1,14,4446,0.1237190524744038,1.630949854850769,random_individual,0,14,4446,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
0,15,4619,0.1319226848692238,1.6265166997909546,random_individual,0,15,4619,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
14,1,92,0.004777808132044,1.6721099615097046,random_individual,1,1,92,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
13,2,211,0.0189299565558336,1.6837772130966189,random_individual,1,2,211,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
12,3,567,0.0546604359724076,1.6674667596817017,random_individual,1,3,567,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
11,4,1125,0.0584761065760404,1.6626189947128296,random_individual,1,4,1125,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
10,5,1283,0.0680255525275078,1.6555562019348145,random_individual,1,5,1283,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
9,6,1680,0.0700653049688602,1.6536585092544556,random_individual,1,6,1680,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
8,7,1846,0.057996986204934,1.656890630722046,random_individual,1,7,1846,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
7,8,2040,0.0508831240202462,1.658328652381897,random_individual,1,8,2040,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
6,9,2623,0.0858547348896302,1.648502230644226,random_individual,1,9,2623,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
5,10,2915,0.0886838552501155,1.6476619243621826,random_individual,1,10,2915,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
4,11,3499,0.105782063726356,1.6394755840301514,random_individual,1,11,3499,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
3,12,3758,0.1097026385812263,1.6380057334899902,random_individual,1,12,3758,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
2,13,4244,0.1304632225145797,1.6290909051895142,random_individual,1,13,4244,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
1,14,4446,0.1332993782029058,1.6268194913864136,random_individual,1,14,4446,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
0,15,4619,0.1319226848692238,1.6265166997909546,random_individual,1,15,4619,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
14,1,92,0.0086602361263323,1.6674500703811646,random_individual,2,1,92,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
13,2,211,0.0336569948750364,1.6786144971847534,random_individual,2,2,211,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
12,3,567,0.0611124356306637,1.6542166471481323,random_individual,2,3,567,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
11,4,1125,0.0755463330446926,1.650322675704956,random_individual,2,4,1125,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
10,5,1283,0.0863217893471322,1.646254062652588,random_individual,2,5,1283,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
9,6,1680,0.0968772615338926,1.6421232223510742,random_individual,2,6,1680,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
8,7,1846,0.1050585034356413,1.6396815776824951,random_individual,2,7,1846,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
7,8,2040,0.1083997737529565,1.63784658908844,random_individual,2,8,2040,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
6,9,2623,0.1067049494199785,1.6369349956512451,random_individual,2,9,2623,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
5,10,2915,0.1126058307276308,1.6327970027923584,random_individual,2,10,2915,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
4,11,3499,0.1150088592528369,1.633999228477478,random_individual,2,11,3499,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
3,12,3758,0.1160462660312674,1.6328332424163818,random_individual,2,12,3758,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
2,13,4244,0.1269496025261955,1.629340410232544,random_individual,2,13,4244,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
1,14,4446,0.1305672589828439,1.6289759874343872,random_individual,2,14,4446,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
0,15,4619,0.1319226848692238,1.6265166997909546,random_individual,2,15,4619,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
14,1,92,0.0549515778537202,1.6776578426361084,random_individual,3,1,92,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
13,2,211,0.0550184342917531,1.6604125499725342,random_individual,3,2,211,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
12,3,567,0.0437938287213658,1.6584643125534058,random_individual,3,3,567,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
11,4,1125,0.072868723365449,1.651218056678772,random_individual,3,4,1125,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
10,5,1283,0.083934520832078,1.6497180461883545,random_individual,3,5,1283,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
9,6,1680,0.0753652550131206,1.649694561958313,random_individual,3,6,1680,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
8,7,1846,0.0536250504327413,1.6563308238983154,random_individual,3,7,1846,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
7,8,2040,0.0522180989375737,1.6565991640090942,random_individual,3,8,2040,5,Hestmannøy,0,1292776711,10,body_mass,0.0092764378478664,10
