trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,3,pevmean_ga,50,0.1671021627404083,,1.0625035762786863,1
body_mass,3,pevmean_ga,100,0.166305235295217,,0.9121013283729552,1
body_mass,3,pevmean_ga,250,0.2694008273902286,,0.8797287344932556,1
body_mass,3,pevmean_ga,500,0.1114410550110844,,0.9293212294578552,1
body_mass,3,pevmean_ga,2000,0.1898462486825251,,0.90721333026886,1
body_mass,3,pevmean_ga,3500,0.2378312050405894,,0.8813092708587646,1
body_mass,3,pevmean_ga,5503,0.218658316114165,,0.8971816897392273,1
body_mass,3,random_individual,50,0.007997377907126818,0.06474997680763277,0.9766035318374634,5
body_mass,3,random_individual,100,0.003476231620212861,0.07268116468381074,0.943321990966797,5
body_mass,3,random_individual,250,0.055122766692218605,0.09652477862396283,0.9287184834480285,5
body_mass,3,random_individual,500,0.07992519547192818,0.06075898223128298,0.9254186391830445,5
body_mass,3,random_individual,2000,0.14646362032858756,0.05153467962787535,0.9124503135681152,5
body_mass,3,random_individual,3500,0.1881414619151637,0.03823148446507105,0.9010687470436096,5
body_mass,3,random_individual,5503,0.218658316114165,,0.8971816897392273,1
