trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,4,pevmean_ga,50,0.1090931328512188,,1.4877617359161377,1
body_mass,4,pevmean_ga,100,0.1655833181194139,,1.48291015625,1
body_mass,4,pevmean_ga,250,0.1068461019439001,,1.4776272773742676,1
body_mass,4,pevmean_ga,500,0.1286467343182203,,1.4706916809082031,1
body_mass,4,pevmean_ga,2000,0.0926398940112006,,1.4743796586990356,1
body_mass,4,pevmean_ga,3500,0.0826732321735839,,1.482033133506775,1
body_mass,4,pevmean_ga,5139,0.0883663281535531,,1.477239012718201,1
body_mass,4,random_individual,50,0.04740119646258454,0.06628268211085404,1.5124536037445069,5
body_mass,4,random_individual,100,0.03370357253402088,0.09642999486652712,1.4976946353912353,5
body_mass,4,random_individual,250,0.07340913459476375,0.0631767178972571,1.4888989686965943,5
body_mass,4,random_individual,500,0.056204888751714664,0.04585569493893182,1.4893733501434325,5
body_mass,4,random_individual,2000,0.08528235056950975,0.06214612066434276,1.4781356811523438,5
body_mass,4,random_individual,3500,0.07833622554457739,0.022265147013811982,1.4792565822601318,5
body_mass,4,random_individual,5139,0.0883663281535531,,1.477239012718201,1
