n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
5139,0.08836632815355312,1.4772390127182007,pevmean_ga,-2,17014.17664521871,4,Gjerøy,3,215651242,body_mass
5139,0.08836632815355312,1.4772390127182007,random_individual,-2,17014.17664521871,4,Gjerøy,3,215651242,body_mass
50,0.10909313285121887,1.4877617359161377,pevmean_ga,-1,19004.197965297015,4,Gjerøy,3,215651242,body_mass
100,0.16558331811941399,1.48291015625,pevmean_ga,-1,18894.896683736915,4,Gjerøy,3,215651242,body_mass
250,0.1068461019439001,1.4776272773742676,pevmean_ga,-1,18722.03521777612,4,Gjerøy,3,215651242,body_mass
500,0.12864673431822038,1.4706916809082031,pevmean_ga,-1,18565.901473716152,4,Gjerøy,3,215651242,body_mass
2000,0.09263989401120061,1.4743796586990356,pevmean_ga,-1,17870.696647528675,4,Gjerøy,3,215651242,body_mass
3500,0.08267323217358391,1.482033133506775,pevmean_ga,-1,17393.89756602944,4,Gjerøy,3,215651242,body_mass
50,0.11705196557519947,1.4867069721221924,random_individual,0,,4,Gjerøy,3,215651242,body_mass
100,0.13198146626563345,1.4887739419937134,random_individual,0,,4,Gjerøy,3,215651242,body_mass
250,0.0771718627090123,1.4876679182052612,random_individual,0,,4,Gjerøy,3,215651242,body_mass
500,0.06526844956992511,1.482583999633789,random_individual,0,,4,Gjerøy,3,215651242,body_mass
2000,0.14611932191352414,1.4611232280731201,random_individual,0,,4,Gjerøy,3,215651242,body_mass
3500,0.05183604144000581,1.486678123474121,random_individual,0,,4,Gjerøy,3,215651242,body_mass
50,-0.0015415666526443883,1.5107028484344482,random_individual,1,,4,Gjerøy,3,215651242,body_mass
100,-0.08990281868684587,1.5218749046325684,random_individual,1,,4,Gjerøy,3,215651242,body_mass
250,-0.022316839842322186,1.4970898628234863,random_individual,1,,4,Gjerøy,3,215651242,body_mass
500,-0.002183333762068212,1.4944442510604858,random_individual,1,,4,Gjerøy,3,215651242,body_mass
2000,-0.013907466321342895,1.5043483972549438,random_individual,1,,4,Gjerøy,3,215651242,body_mass
3500,0.07425627828362301,1.4822258949279785,random_individual,1,,4,Gjerøy,3,215651242,body_mass
50,0.07383076806699611,1.4879040718078613,random_individual,2,,4,Gjerøy,3,215651242,body_mass
100,0.06485113322631444,1.4882731437683105,random_individual,2,,4,Gjerøy,3,215651242,body_mass
250,0.15547001179089565,1.4829163551330566,random_individual,2,,4,Gjerøy,3,215651242,body_mass
500,0.09054198224301183,1.4968372583389282,random_individual,2,,4,Gjerøy,3,215651242,body_mass
2000,0.10752811334876214,1.4728397130966187,random_individual,2,,4,Gjerøy,3,215651242,body_mass
3500,0.1133088853403126,1.4703820943832397,random_individual,2,,4,Gjerøy,3,215651242,body_mass
50,0.08909133128760252,1.570511817932129,random_individual,3,,4,Gjerøy,3,215651242,body_mass
100,0.10586330897044441,1.4847092628479004,random_individual,3,,4,Gjerøy,3,215651242,body_mass
250,0.07986936006671663,1.4903186559677124,random_individual,3,,4,Gjerøy,3,215651242,body_mass
500,0.10629149373094447,1.4832122325897217,random_individual,3,,4,Gjerøy,3,215651242,body_mass
2000,0.0679960875136151,1.4820375442504883,random_individual,3,,4,Gjerøy,3,215651242,body_mass
3500,0.08009642899425624,1.4772305488586426,random_individual,3,,4,Gjerøy,3,215651242,body_mass
50,-0.04142651596423101,1.5064423084259033,random_individual,4,,4,Gjerøy,3,215651242,body_mass
100,-0.044275227105442044,1.504841923713684,random_individual,4,,4,Gjerøy,3,215651242,body_mass
250,0.07685127824951644,1.4865020513534546,random_individual,4,,4,Gjerøy,3,215651242,body_mass
500,0.02110585197676028,1.4897890090942383,random_individual,4,,4,Gjerøy,3,215651242,body_mass
2000,0.11867569639299037,1.4703295230865479,random_individual,4,,4,Gjerøy,3,215651242,body_mass
3500,0.07218349366468942,1.4797662496566772,random_individual,4,,4,Gjerøy,3,215651242,body_mass
