n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
1500,0.14198221899955518,0.9156695604324341,pevmean_ga,-1,17792.28549697571,3,Selvær,1,1117512274,body_mass
2500,0.22523898149357305,0.8944857716560364,pevmean_ga,-1,17355.035331613013,3,Selvær,1,1117512274,body_mass
3000,0.22147625987075154,0.8937948942184448,pevmean_ga,-1,17193.893808578472,3,Selvær,1,1117512274,body_mass
1500,0.16771172342433846,0.897213339805603,random_individual,0,,3,Selvær,1,1117512274,body_mass
2500,0.16377564756476914,0.9068485498428345,random_individual,0,,3,Selvær,1,1117512274,body_mass
3000,0.18047275247830882,0.9023322463035583,random_individual,0,,3,Selvær,1,1117512274,body_mass
1500,0.15812326338071642,0.9066063165664673,random_individual,1,,3,Selvær,1,1117512274,body_mass
2500,0.15888596006019354,0.9043226838111877,random_individual,1,,3,Selvær,1,1117512274,body_mass
3000,0.15903487442943662,0.9105859398841858,random_individual,1,,3,Selvær,1,1117512274,body_mass
1500,0.14733671152619618,0.9138419032096863,random_individual,2,,3,Selvær,1,1117512274,body_mass
2500,0.13608810452434045,0.9158051609992981,random_individual,2,,3,Selvær,1,1117512274,body_mass
3000,0.16615589925458185,0.9110385179519653,random_individual,2,,3,Selvær,1,1117512274,body_mass
1500,0.0851604841309652,0.9160205125808716,random_individual,3,,3,Selvær,1,1117512274,body_mass
2500,0.13143624062459688,0.9043439030647278,random_individual,3,,3,Selvær,1,1117512274,body_mass
3000,0.1786699861509659,0.8949838280677795,random_individual,3,,3,Selvær,1,1117512274,body_mass
1500,0.07021815370459863,0.9214317798614502,random_individual,4,,3,Selvær,1,1117512274,body_mass
2500,0.10016413810962206,0.9188335537910461,random_individual,4,,3,Selvær,1,1117512274,body_mass
3000,0.10483428023370947,0.9197941422462463,random_individual,4,,3,Selvær,1,1117512274,body_mass
