trait,target_island,target_island_name,source_island,source_island_name,n_island,phi_mean,phi_std,phi_per_ind_mean,phi_per_ind_std,n_repeats,rank_mean_phi_per_ind,source_lat,source_lon,target_lat,target_lon,geo_distance_km,phi_per_ind_1e4,shapley_sign
body_mass,2,Træna,0,Nesøy,119,0.0061871116800323,0.0419064422415187,5.199253512632207e-05,0.0003521549768194,10,5,66.574584,12.646056,66.498248,12.082706,26.346499755857668,0.5199253512632207,Positive
body_mass,2,Træna,1,Myken,92,0.0702236525233982,0.0406476175045308,0.0007633005709065,0.000441821929397,10,1,66.760027,12.478567,66.498248,12.082706,33.94384131075169,7.633005709064999,Positive
body_mass,2,Træna,3,Selvær,194,0.1001004173202002,0.1235706196951134,0.0005159815325783,0.0006369619571913,10,2,66.586744,12.237925,66.498248,12.082706,12.001480357297899,5.159815325783001,Positive
body_mass,2,Træna,4,Gjerøy,558,0.0189554328831815,0.0507234281131039,3.3970309826490264e-05,9.090220091954111e-05,10,6,66.615165,13.023725,66.498248,12.082706,43.61110539152316,0.33970309826490264,Positive
body_mass,2,Træna,5,Hestmannøy,1078,0.0107335782737639,0.0632988730984943,9.956937174178076e-06,5.8718806213816656e-05,10,9,66.536102,12.838656,66.498248,12.082706,33.75813562529129,0.09956937174178075,Positive
body_mass,2,Træna,6,Indre Kvarøy,356,-0.0066338372220808,0.0640720064695391,-1.8634374219328148e-05,0.0001799775462627,10,12,66.484892,12.945714,66.498248,12.082706,38.30629687683305,-0.18634374219328148,Negative
body_mass,2,Træna,7,Onøy og Lurøy,259,-0.0137877095068036,0.069501195041612,-5.323439964016848e-05,0.0002683443824,10,13,66.406531,12.863522,66.498248,12.082706,36.154615005776925,-0.5323439964016847,Negative
body_mass,2,Træna,8,Lovund,158,0.0088348896101326,0.1293963477196448,5.5917022848940927e-05,0.0008189642260737,10,4,66.363291,12.339011,66.498248,12.082706,18.84306694501531,0.5591702284894092,Positive
body_mass,2,Træna,9,Sleneset,166,0.0050834881607149,0.0721515710051174,3.062342265490954e-05,0.0004346480181031,10,7,66.360922,12.595983,66.498248,12.082706,27.459604159299595,0.3062342265490954,Positive
body_mass,2,Træna,10,Aldra,173,-0.0266794997631873,0.0556061980888609,-0.0001542167616369,0.0003214231103402,10,14,66.408641,13.059615,66.498248,12.082706,44.52470617150215,-1.542167616369,Negative
body_mass,2,Træna,11,Leka,583,0.0355177278823112,0.0823993610613487,6.092234628183746e-05,0.0001413368114259,10,3,65.08345,11.634547,66.498248,12.082706,158.63916738173316,0.6092234628183746,Positive
body_mass,2,Træna,12,Vega,397,0.0073082463628559,0.0591278675404358,1.840868101475045e-05,0.0001489366940565,10,8,65.657315,11.910286,66.498248,12.082706,93.83014047761338,0.1840868101475045,Positive
body_mass,2,Træna,13,Vikna,584,0.0037143259999272,0.0878757140845905,6.360147260149414e-06,0.0001504721131585,10,10,64.905897,11.023292,66.498248,12.082706,183.5702186335209,0.06360147260149414,Positive
body_mass,2,Træna,14,Lauvøya,688,0.0022464692385589,0.050477649370156,3.2652169165101223e-06,7.336867641011059e-05,10,11,63.928508,9.933058,66.498248,12.082706,302.7617332650209,0.03265216916510122,Positive
body_mass,3,Selvær,0,Nesøy,119,0.0101450778218272,0.0546165539067235,8.525275480527135e-05,0.0004589626378716,10,5,66.574584,12.646056,66.586744,12.237925,18.088059525853904,0.8525275480527135,Positive
body_mass,3,Selvær,1,Myken,92,0.0081743505333549,0.0697629529767452,8.885163623211893e-05,0.0007582929671385,10,4,66.760027,12.478567,66.586744,12.237925,21.98925342379559,0.8885163623211894,Positive
body_mass,3,Selvær,2,Træna,292,0.1731013107796714,0.1631243110402412,0.0005928127081495,0.0005586449008227,10,1,66.498248,12.082706,66.586744,12.237925,12.001480357297899,5.928127081495001,Positive
body_mass,3,Selvær,4,Gjerøy,558,-0.0451541959267765,0.1033519906873719,-8.092149807666057e-05,0.0001852186213035,10,11,66.615165,13.023725,66.586744,12.237925,34.843669936832505,-0.8092149807666057,Negative
body_mass,3,Selvær,5,Hestmannøy,1078,-0.0418185538971424,0.0997260158177212,-3.879272161144943e-05,9.251021875484342e-05,10,10,66.536102,12.838656,66.586744,12.237925,27.160136758982777,-0.3879272161144943,Negative
body_mass,3,Selvær,6,Indre Kvarøy,356,0.0470435485328481,0.074914277796277,0.0001321447992495,0.0002104333645962,10,3,66.484892,12.945714,66.586744,12.237925,33.320994417271756,1.321447992495,Positive
body_mass,3,Selvær,7,Onøy og Lurøy,259,-0.0436144016979084,0.0617092627281523,-0.0001683953733509,0.000238259701653,10,14,66.406531,12.863522,66.586744,12.237925,34.222179676197506,-1.683953733509,Negative
body_mass,3,Selvær,8,Lovund,158,0.0831514460430492,0.0712276123290681,0.000526274974956,0.0004508076729687,10,2,66.363291,12.339011,66.586744,12.237925,25.2486784861134,5.26274974956,Positive
body_mass,3,Selvær,9,Sleneset,166,-0.0177124582980796,0.0889568150816684,-0.0001067015560125,0.0005358844282028,10,13,66.360922,12.595983,66.586744,12.237925,29.71691369237924,-1.067015560125,Negative
body_mass,3,Selvær,10,Aldra,173,0.0100280540317887,0.0313239023022943,5.7965630241553706e-05,0.0001810630190884,10,7,66.408641,13.059615,66.586744,12.237925,41.47007846003094,0.5796563024155371,Positive
body_mass,3,Selvær,11,Leka,583,0.0018639484047982,0.0452794972467781,3.197167075125717e-06,7.766637606651491e-05,10,9,65.08345,11.634547,66.586744,12.237925,169.39819240525358,0.03197167075125717,Positive
body_mass,3,Selvær,12,Vega,397,-0.0372816155150628,0.0429647806431286,-9.3908351423332e-05,0.000108223628824,10,12,65.657315,11.910286,66.586744,12.237925,104.39443539345504,-0.93908351423332,Negative
body_mass,3,Selvær,13,Vikna,584,0.0411872097432531,0.073056399074342,7.052604408091289e-05,0.0001250965737574,10,6,64.905897,11.023292,66.586744,12.237925,194.9532977258153,0.705260440809129,Positive
body_mass,3,Selvær,14,Lauvøya,688,0.0172070354228893,0.0413655253152195,2.501022590536237e-05,6.0124310051191246e-05,10,8,63.928508,9.933058,66.586744,12.237925,314.3929669088815,0.2501022590536237,Positive
body_mass,4,Gjerøy,0,Nesøy,119,0.048726794816364,0.1167254495225125,0.000409468864003,0.0009808861304412,10,1,66.574584,12.646056,66.615165,13.023725,17.281149760859467,4.09468864003,Positive
body_mass,4,Gjerøy,1,Myken,92,0.0270942112392559,0.0661069962278027,0.0002945022960788,0.0007185543068239,10,2,66.760027,12.478567,66.615165,13.023725,28.895620061767442,2.945022960788,Positive
body_mass,4,Gjerøy,2,Træna,292,-0.0057925127854888,0.0961478060762506,-1.9837372553043865e-05,0.0003292733084803,10,9,66.498248,12.082706,66.615165,13.023725,43.61110539152316,-0.19837372553043864,Negative
body_mass,4,Gjerøy,3,Selvær,194,-0.0296171529666203,0.0719789176514514,-0.0001526657369413,0.0003710253487188,10,14,66.586744,12.237925,66.615165,13.023725,34.843669936832505,-1.526657369413,Negative
body_mass,4,Gjerøy,5,Hestmannøy,1078,0.0585046385822401,0.2331076030673546,5.427146436200385e-05,0.0002162408191719,10,5,66.536102,12.838656,66.615165,13.023725,12.008953821559212,0.5427146436200385,Positive
body_mass,4,Gjerøy,6,Indre Kvarøy,356,0.0600834864686837,0.0684049450555253,0.0001687738383951,0.000192148722066,10,3,66.484892,12.945714,66.615165,13.023725,14.891341339762576,1.687738383951,Positive
body_mass,4,Gjerøy,7,Onøy og Lurøy,259,-0.0077433631196001,0.0942223055451815,-2.989715490193124e-05,0.0003637926855026,10,11,66.406531,12.863522,66.615165,13.023725,24.261245476020058,-0.2989715490193124,Negative
body_mass,4,Gjerøy,8,Lovund,158,0.0126756220431557,0.0382782611584924,8.022545596934027e-05,0.0002422674756866,10,4,66.363291,12.339011,66.615165,13.023725,41.3141859046234,0.8022545596934028,Positive
body_mass,4,Gjerøy,9,Sleneset,166,-0.0078918213671587,0.0485358627104787,-4.7541092573245217e-05,0.0002923847151233,10,12,66.360922,12.595983,66.615165,13.023725,34.0478201085102,-0.47541092573245214,Negative
body_mass,4,Gjerøy,10,Aldra,173,-0.0234186893264541,0.0622959298903035,-0.0001353681463956,0.0003600920802907,10,13,66.408641,13.059615,66.615165,13.023725,23.019468666790445,-1.3536814639560002,Negative
body_mass,4,Gjerøy,11,Leka,583,0.0035996684782116,0.0515261804658422,6.174388470345919e-06,8.838109856919762e-05,10,8,65.08345,11.634547,66.615165,13.023725,181.65582547188887,0.06174388470345919,Positive
body_mass,4,Gjerøy,12,Vega,397,0.0176972300450854,0.0593820272497596,4.457740565512712e-05,0.0001495768948356,10,6,65.657315,11.910286,66.615165,13.023725,117.69384186202014,0.4457740565512712,Positive
body_mass,4,Gjerøy,13,Vikna,584,0.007198759706257,0.0629632803926712,1.2326643332632008e-05,0.0001078138362888,10,7,64.905897,11.023292,66.615165,13.023725,210.83863166091695,0.12326643332632008,Positive
body_mass,4,Gjerøy,14,Lauvøya,688,-0.0154098481590993,0.0707600732728347,-2.239803511497006e-05,0.0001028489437105,10,10,63.928508,9.933058,66.615165,13.023725,331.4408247553052,-0.22398035114970058,Negative
body_mass,5,Hestmannøy,0,Nesøy,119,0.0114141899201565,0.0930915552534273,9.591756235425676e-05,0.0007822819769195,10,6,66.574584,12.646056,66.536102,12.838656,9.534789809742941,0.9591756235425676,Positive
body_mass,5,Hestmannøy,1,Myken,92,0.0113424885559836,0.0432218259716517,0.0001232879190867,0.0004698024562136,10,4,66.760027,12.478567,66.536102,12.838656,29.52729444660615,1.232879190867,Positive
body_mass,5,Hestmannøy,2,Træna,292,0.0176057449527557,0.1107312024315319,6.029364709847875e-05,0.0003792164466833,10,8,66.498248,12.082706,66.536102,12.838656,33.75813562529129,0.6029364709847875,Positive
body_mass,5,Hestmannøy,3,Selvær,194,-0.0215520784038117,0.058611469626068,-0.0001110931876485,0.0003021209774539,10,13,66.586744,12.237925,66.536102,12.838656,27.160136758982777,-1.110931876485,Negative
body_mass,5,Hestmannøy,4,Gjerøy,558,-0.0337212424500227,0.1206188062531675,-6.043233413982567e-05,0.0002161627352207,10,11,66.615165,13.023725,66.536102,12.838656,12.008953821559212,-0.6043233413982567,Negative
body_mass,5,Hestmannøy,6,Indre Kvarøy,356,0.1380627143973382,0.1047222693621382,0.0003878166134756,0.0002941636779835,10,1,66.484892,12.945714,66.536102,12.838656,7.412051367140754,3.878166134756,Positive
body_mass,5,Hestmannøy,7,Onøy og Lurøy,259,-0.0563285214562388,0.0875716553708224,-0.0002174846388271,0.0003381144995012,10,14,66.406531,12.863522,66.536102,12.838656,14.449877852297275,-2.174846388271,Negative
body_mass,5,Hestmannøy,8,Lovund,158,0.0216471319178953,0.0722910908319257,0.0001370071640373,0.0004575385495691,10,3,66.363291,12.339011,66.536102,12.838656,29.35995081989071,1.370071640373,Positive
body_mass,5,Hestmannøy,9,Sleneset,166,0.0511440929853715,0.0839018988788214,0.000308096945695,0.000505433125776,10,2,66.360922,12.595983,66.536102,12.838656,22.26408239542809,3.08096945695,Positive
body_mass,5,Hestmannøy,10,Aldra,173,0.019025244381129,0.0481681477145188,0.0001099725108735,0.0002784285995058,10,5,66.408641,13.059615,66.536102,12.838656,17.23572101384943,1.099725108735,Positive
body_mass,5,Hestmannøy,11,Leka,583,-0.0192106983659227,0.0526181016781807,-3.2951455173109345e-05,9.025403375331174e-05,10,10,65.08345,11.634547,66.536102,12.838656,170.5832403766758,-0.32951455173109345,Negative
body_mass,5,Hestmannøy,12,Vega,397,0.0289096130904724,0.0691344067545914,7.282018410698355e-05,0.0001741420825052,10,7,65.657315,11.910286,66.536102,12.838656,106.2900954679976,0.7282018410698354,Positive
body_mass,5,Hestmannøy,13,Vikna,584,0.0109732309175965,0.0767717871896092,1.878977896848731e-05,0.0001314585397082,10,9,64.905897,11.023292,66.536102,12.838656,199.3499655831265,0.1878977896848731,Positive
body_mass,5,Hestmannøy,14,Lauvøya,688,-0.0451572263294079,0.0602382665632993,-6.56355033857674e-05,8.755562000479562e-05,10,12,63.928508,9.933058,66.536102,12.838656,319.9091343034955,-0.656355033857674,Negative
body_mass,6,Indre Kvarøy,0,Nesøy,119,0.0283898304937676,0.0511692250798843,0.0002385700041493,0.0004299934880662,10,3,66.574584,12.646056,66.484892,12.945714,16.600488854328603,2.385700041493,Positive
body_mass,6,Indre Kvarøy,1,Myken,92,0.0056325590375779,0.0303897087049064,6.12234677997606e-05,0.0003303229207055,10,8,66.760027,12.478567,66.484892,12.945714,36.88857339434147,0.612234677997606,Positive
body_mass,6,Indre Kvarøy,2,Træna,292,-0.0700463579050217,0.0726211333477273,-0.0002398847873459,0.0002487025114648,10,14,66.498248,12.082706,66.484892,12.945714,38.30629687683305,-2.398847873459,Negative
body_mass,6,Indre Kvarøy,3,Selvær,194,0.0276476842727357,0.0651746592902354,0.0001425138364574,0.0003359518520115,10,4,66.586744,12.237925,66.484892,12.945714,33.320994417271756,1.425138364574,Positive
body_mass,6,Indre Kvarøy,4,Gjerøy,558,-0.0383019569570773,0.1090252546056393,-6.864149992307765e-05,0.000195385760942,10,13,66.615165,13.023725,66.484892,12.945714,14.891341339762576,-0.6864149992307765,Negative
body_mass,6,Indre Kvarøy,5,Hestmannøy,1078,0.1265784020327028,0.149341102829831,0.0001174196679338,0.0001385353458532,10,6,66.536102,12.838656,66.484892,12.945714,7.412051367140754,1.1741966793379999,Positive
body_mass,6,Indre Kvarøy,7,Onøy og Lurøy,259,0.0345246041404598,0.1096648279036494,0.0001332996298859,0.0004234163239523,10,5,66.406531,12.863522,66.484892,12.945714,9.447828453947155,1.332996298859,Positive
body_mass,6,Indre Kvarøy,8,Lovund,158,0.0634257301097884,0.0626876013649805,0.0004014286715809,0.0003967569706644,10,2,66.363291,12.339011,66.484892,12.945714,30.18069711388027,4.014286715809,Positive
body_mass,6,Indre Kvarøy,9,Sleneset,166,0.0175334422546431,0.0619033237193547,0.0001056231461123,0.0003729115886708,10,7,66.360922,12.595983,66.484892,12.945714,20.783834886694716,1.056231461123,Positive
body_mass,6,Indre Kvarøy,10,Aldra,173,0.085405958744361,0.0479600851585284,0.0004936760621061,0.0002772259257718,10,1,66.408641,13.059615,66.484892,12.945714,9.874360810502877,4.9367606210609996,Positive
body_mass,6,Indre Kvarøy,11,Leka,583,0.0324513001751516,0.0626425386933327,5.566260750454836e-05,0.0001074486083933,10,9,65.08345,11.634547,66.484892,12.945714,166.90519543760988,0.5566260750454836,Positive
body_mass,6,Indre Kvarøy,12,Vega,397,-0.0178347311374871,0.1373775960808477,-4.492375601382141e-05,0.0003460392848384,10,11,65.657315,11.910286,66.484892,12.945714,103.19039109510574,-0.4492375601382141,Negative
body_mass,6,Indre Kvarøy,13,Vikna,584,0.021696354316779,0.0743362302684321,3.715129163832031e-05,0.0001272880655281,10,10,64.905897,11.023292,66.484892,12.945714,196.36631708257528,0.3715129163832031,Positive
body_mass,6,Indre Kvarøy,14,Lauvøya,688,-0.0361854230333632,0.0797903887495316,-5.259509161826048e-05,0.0001159744022522,10,12,63.928508,9.933058,66.484892,12.945714,316.9908133537998,-0.5259509161826048,Negative
body_mass,7,Onøy og Lurøy,0,Nesøy,119,-0.0121292298339558,0.0518797843872401,-0.0001019263011256,0.0004359645746826,10,11,66.574584,12.646056,66.406531,12.863522,21.029337005170788,-1.019263011256,Negative
body_mass,7,Onøy og Lurøy,1,Myken,92,0.0283623117276038,0.0503484519910768,0.0003082859970391,0.0005472657825117,10,1,66.760027,12.478567,66.406531,12.863522,42.830052595587574,3.082859970391,Positive
body_mass,7,Onøy og Lurøy,2,Træna,292,-0.0445692496050194,0.1026106897940488,-0.0001526344164555,0.0003514064718974,10,12,66.498248,12.082706,66.406531,12.863522,36.154615005776925,-1.5263441645550002,Negative
body_mass,7,Onøy og Lurøy,3,Selvær,194,-0.064010845322285,0.0670122322088666,-0.0003299528109396,0.0003454238773652,10,14,66.586744,12.237925,66.406531,12.863522,34.222179676197506,-3.299528109396,Negative
body_mass,7,Onøy og Lurøy,4,Gjerøy,558,0.062184961565765,0.0979332730516254,0.0001114425834511,0.0001755076577986,10,3,66.615165,13.023725,66.406531,12.863522,24.261245476020058,1.1144258345109999,Positive
body_mass,7,Onøy og Lurøy,5,Hestmannøy,1078,0.0022576354856015,0.1472416068520785,2.094281526532048e-06,0.0001365877614583,10,5,66.536102,12.838656,66.406531,12.863522,14.449877852297275,0.02094281526532048,Positive
body_mass,7,Onøy og Lurøy,6,Indre Kvarøy,356,0.0845391607206746,0.1191403092600107,0.0002374695525861,0.0003346637900562,10,2,66.484892,12.945714,66.406531,12.863522,9.447828453947155,2.374695525861,Positive
body_mass,7,Onøy og Lurøy,8,Lovund,158,0.0094986095851294,0.0596940109769925,6.011778218436348e-05,0.0003778101960569,10,4,66.363291,12.339011,66.406531,12.863522,23.85317577660052,0.6011778218436348,Positive
body_mass,7,Onøy og Lurøy,9,Sleneset,166,-0.0013782955240575,0.0848174260695081,-8.30298508468431e-06,0.0005109483498163,10,7,66.360922,12.595983,66.406531,12.863522,12.951915537436141,-0.0830298508468431,Negative
body_mass,7,Onøy og Lurøy,10,Aldra,173,-0.0277599390347008,0.0644136560476444,-0.000160462075345,0.0003723332719517,10,13,66.408641,13.059615,66.406531,12.863522,8.729945463727077,-1.60462075345,Negative
body_mass,7,Onøy og Lurøy,11,Leka,583,-0.0212823003867119,0.0668291905514603,-3.650480340773924e-05,0.0001146298294193,10,9,65.08345,11.634547,66.406531,12.863522,157.4595094087497,-0.36504803407739245,Negative
body_mass,7,Onøy og Lurøy,12,Vega,397,-0.0209237583713186,0.0715028043063295,-5.27046810360671e-05,0.0001801078194114,10,10,65.657315,11.910286,66.406531,12.863522,93.77608063958276,-0.527046810360671,Negative
body_mass,7,Onøy og Lurøy,13,Vikna,584,-0.0041835360097427,0.095828903214526,-7.163589057778742e-06,0.0001640905876961,10,6,64.905897,11.023292,66.406531,12.863522,186.95208564615646,-0.07163589057778742,Negative
body_mass,7,Onøy og Lurøy,14,Lauvøya,688,-0.014680816755776,0.0596573402049719,-2.133839644734887e-05,8.671125029792428e-05,10,8,63.928508,9.933058,66.406531,12.863522,307.5784894864828,-0.21338396447348867,Negative
body_mass,8,Lovund,0,Nesøy,119,0.0224908878077182,0.0531140403913492,0.0001889990572077,0.0004463364738768,10,6,66.574584,12.646056,66.363291,12.339011,27.16254255064661,1.889990572077,Positive
body_mass,8,Lovund,1,Myken,92,0.0370103208111225,0.0329863981413417,0.000402286095773,0.0003585478058841,10,1,66.760027,12.478567,66.363291,12.339011,44.544783971350654,4.02286095773,Positive
body_mass,8,Lovund,2,Træna,292,0.0612118526315434,0.1368650193728891,0.0002096296322998,0.0004687158197701,10,2,66.498248,12.082706,66.363291,12.339011,18.84306694501531,2.096296322998,Positive
body_mass,8,Lovund,3,Selvær,194,0.0380715981947782,0.0616202200776796,0.0001962453515194,0.0003176300004004,10,5,66.586744,12.237925,66.363291,12.339011,25.2486784861134,1.962453515194,Positive
body_mass,8,Lovund,4,Gjerøy,558,0.0392374360352238,0.0446158874526078,7.031798572620754e-05,7.995678754947646e-05,10,9,66.615165,13.023725,66.363291,12.339011,41.3141859046234,0.7031798572620754,Positive
body_mass,8,Lovund,5,Hestmannøy,1078,0.0180199564712872,0.0933919152452425,1.671610062271545e-05,8.663442972657003e-05,10,11,66.536102,12.838656,66.363291,12.339011,29.35995081989071,0.1671610062271545,Positive
body_mass,8,Lovund,6,Indre Kvarøy,356,0.0700600530368668,0.0998364873956596,0.0001967979017889,0.0002804395713361,10,4,66.484892,12.945714,66.363291,12.339011,30.18069711388027,1.967979017889,Positive
body_mass,8,Lovund,7,Onøy og Lurøy,259,-0.0202428632657098,0.0780516889055344,-7.815777322667876e-05,0.0003013578722221,10,14,66.406531,12.863522,66.363291,12.339011,23.85317577660052,-0.7815777322667876,Negative
body_mass,8,Lovund,9,Sleneset,166,0.0334944713569481,0.1095134952845673,0.000201773923837,0.0006597198511118,10,3,66.360922,12.595983,66.363291,12.339011,11.459916819095087,2.01773923837,Positive
body_mass,8,Lovund,10,Aldra,173,0.0201997937132686,0.0718874099561433,0.0001167618133714,0.0004155341615962,10,7,66.408641,13.059615,66.363291,12.339011,32.49051914425014,1.1676181337140001,Positive
body_mass,8,Lovund,11,Leka,583,0.0561816425847558,0.0359864960420232,9.636645383320044e-05,6.172640830535719e-05,10,8,65.08345,11.634547,66.363291,12.339011,145.90835605318503,0.9636645383320044,Positive
body_mass,8,Lovund,12,Vega,397,0.0055962281834883,0.0546547367559455,1.4096292653623002e-05,0.0001376693621056,10,12,65.657315,11.910286,66.363291,12.339011,80.85793785329014,0.14096292653623002,Positive
body_mass,8,Lovund,13,Vikna,584,0.0190125922095455,0.0616604985013224,3.2555808577989025e-05,0.0001055830453789,10,10,64.905897,11.023292,66.363291,12.339011,172.92091389543634,0.32555808577989026,Positive
body_mass,8,Lovund,14,Lauvøya,688,-0.0441787732843847,0.0600092506874896,-6.421333326218708e-05,8.722274809228151e-05,10,13,63.928508,9.933058,66.363291,12.339011,293.1072145452544,-0.6421333326218708,Negative
body_mass,9,Sleneset,0,Nesøy,119,0.0472153686788461,0.0620838444827587,0.0003967678040239,0.0005217129788467,10,3,66.574584,12.646056,66.360922,12.595983,23.861940525088542,3.967678040239,Positive
body_mass,9,Sleneset,1,Myken,92,0.048595794572482,0.040895038251847,0.0005282151583965,0.0004445112853461,10,1,66.760027,12.478567,66.360922,12.595983,44.68134443444084,5.282151583965,Positive
body_mass,9,Sleneset,2,Træna,292,0.0160113244787085,0.0866055296498137,5.483330300927592e-05,0.0002965942796226,10,7,66.498248,12.082706,66.360922,12.595983,27.459604159299595,0.5483330300927592,Positive
body_mass,9,Sleneset,3,Selvær,194,0.011017252586673,0.0598396007990124,5.678996178697464e-05,0.0003084515505103,10,6,66.586744,12.237925,66.360922,12.595983,29.71691369237924,0.5678996178697464,Positive
body_mass,9,Sleneset,4,Gjerøy,558,-0.0645503199162744,0.0663271413628878,-0.0001156815769108,0.0001188658447363,10,13,66.615165,13.023725,66.360922,12.595983,34.0478201085102,-1.1568157691079999,Negative
body_mass,9,Sleneset,5,Hestmannøy,1078,-0.040294082221416,0.1443572008649682,-3.737855493637857e-05,0.0001339120601715,10,11,66.536102,12.838656,66.360922,12.595983,22.26408239542809,-0.37378554936378566,Negative
body_mass,9,Sleneset,6,Indre Kvarøy,356,0.0635373774399735,0.0957382166542892,0.0001784757793257,0.0002689275748715,10,4,66.484892,12.945714,66.360922,12.595983,20.783834886694716,1.7847577932569998,Positive
body_mass,9,Sleneset,7,Onøy og Lurøy,259,-0.0012116691304038,0.1085594564907475,-4.678259190748373e-06,0.0004191484806592,10,9,66.406531,12.863522,66.360922,12.595983,12.951915537436141,-0.04678259190748373,Negative
body_mass,9,Sleneset,8,Lovund,158,0.0659478068442623,0.1183900515208085,0.0004173911825586,0.0007493041235494,10,2,66.363291,12.339011,66.360922,12.595983,11.459916819095087,4.173911825586,Positive
body_mass,9,Sleneset,10,Aldra,173,-0.0099469714869919,0.0299049099813437,-5.749694501151428e-05,0.0001728607513372,10,12,66.408641,13.059615,66.360922,12.595983,21.32268294268066,-0.5749694501151428,Negative
body_mass,9,Sleneset,11,Leka,583,0.0684236788262618,0.0552036244886266,0.0001173648007311,9.4688892776375e-05,10,5,65.08345,11.634547,66.360922,12.595983,148.68973859730676,1.173648007311,Positive
body_mass,9,Sleneset,12,Vega,397,-0.0570717762874439,0.0963320881370685,-0.0001437576228902,0.0002426500960631,10,14,65.657315,11.910286,66.360922,12.595983,84.1545356354321,-1.437576228902,Negative
body_mass,9,Sleneset,13,Vikna,584,-0.0072831641678756,0.0495603738923702,-1.247117152033501e-05,8.486365392529156e-05,10,10,64.905897,11.023292,66.360922,12.595983,177.1365583196607,-0.1247117152033501,Negative
body_mass,9,Sleneset,14,Lauvøya,688,0.0242486822035695,0.0431175220036739,3.5245177621467426e-05,6.267081686580522e-05,10,8,63.928508,9.933058,66.360922,12.595983,297.6721376741345,0.3524517762146743,Positive
body_mass,10,Aldra,0,Nesøy,119,0.0422900022088995,0.0502352627017811,0.0003553781698226,0.0004221450647208,10,1,66.574584,12.646056,66.408641,13.059615,26.017997290856243,3.553781698226,Positive
body_mass,10,Aldra,1,Myken,92,0.0079614662755347,0.0293497044951185,8.653767690798626e-05,0.0003190185271208,10,4,66.760027,12.478567,66.408641,13.059615,46.75317456724916,0.8653767690798626,Positive
body_mass,10,Aldra,2,Træna,292,-0.0295513442641353,0.0740864593995595,-0.0001012032337812,0.0002537207513683,10,14,66.498248,12.082706,66.408641,13.059615,44.52470617150215,-1.012032337812,Negative
body_mass,10,Aldra,3,Selvær,194,0.0189002692154108,0.0366458703907502,9.742406812067434e-05,0.0001888962391275,10,3,66.586744,12.237925,66.408641,13.059615,41.47007846003094,0.9742406812067433,Positive
body_mass,10,Aldra,4,Gjerøy,558,0.0410729945216025,0.0844330535096494,7.36075170638039e-05,0.0001513137159671,10,6,66.615165,13.023725,66.408641,13.059615,23.019468666790445,0.736075170638039,Positive
body_mass,10,Aldra,5,Hestmannøy,1078,0.0916011707533356,0.1362783162597075,8.497325672851177e-05,0.0001264177330795,10,5,66.536102,12.838656,66.408641,13.059615,17.23572101384943,0.8497325672851177,Positive
body_mass,10,Aldra,6,Indre Kvarøy,356,-0.029031206318853,0.1578916428613434,-8.154833235632874e-05,0.0004435158507341,10,12,66.484892,12.945714,66.408641,13.059615,9.874360810502877,-0.8154833235632873,Negative
body_mass,10,Aldra,7,Onøy og Lurøy,259,0.0111949841357724,0.1060153598916007,4.322387697209431e-05,0.0004093257138671,10,8,66.406531,12.863522,66.408641,13.059615,8.729945463727077,0.4322387697209431,Positive
body_mass,10,Aldra,8,Lovund,158,0.00487923767589,0.0790160434960935,3.0881251113228415e-05,0.0005001015411145,10,9,66.363291,12.339011,66.408641,13.059615,32.49051914425014,0.30881251113228414,Positive
body_mass,10,Aldra,9,Sleneset,166,0.0342759545670874,0.0547667638580407,0.0002064816540185,0.000329920264205,10,2,66.360922,12.595983,66.408641,13.059615,21.32268294268066,2.0648165401850003,Positive
body_mass,10,Aldra,11,Leka,583,0.0030447158277858,0.0685105073472134,5.222497131708116e-06,0.0001175137347293,10,11,65.08345,11.634547,66.408641,13.059615,161.08169347609504,0.05222497131708116,Positive
body_mass,10,Aldra,12,Vega,397,-0.0344472261460996,0.0474142898013105,-8.6768831602266e-05,0.0001194314604567,10,13,65.657315,11.910286,66.408641,13.059615,98.35590063445129,-0.8676883160226601,Negative
body_mass,10,Aldra,13,Vikna,584,0.0282558056584594,0.0672923558057532,4.838322886722511e-05,0.0001152266366536,10,7,64.905897,11.023292,66.408641,13.059615,191.3741612522616,0.48383228867225114,Positive
body_mass,10,Aldra,14,Lauvøya,688,0.0037360579410937,0.0694616658240544,5.430316774845513e-06,0.0001009617235814,10,10,63.928508,9.933058,66.408641,13.059615,311.9538045293238,0.05430316774845513,Positive
body_mass,11,Leka,0,Nesøy,119,-0.011224796007985,0.0482293665492608,-9.432601687382392e-05,0.0004052887945316,10,11,66.574584,12.646056,65.08345,11.634547,172.07821192780375,-0.9432601687382391,Negative
body_mass,11,Leka,1,Myken,92,-0.0201275990713035,0.0310850765344388,-0.000218778250775,0.0003378812666786,10,14,66.760027,12.478567,65.08345,11.634547,190.314131621147,-2.18778250775,Negative
body_mass,11,Leka,2,Træna,292,0.0010504046994314,0.0439056313390751,3.597276367915808e-06,0.0001503617511612,10,8,66.498248,12.082706,65.08345,11.634547,158.63916738173316,0.03597276367915808,Positive
body_mass,11,Leka,3,Selvær,194,-0.0250724158504048,0.0641370579963767,-0.0001292392569608,0.0003306033917339,10,12,66.586744,12.237925,65.08345,11.634547,169.39819240525358,-1.292392569608,Negative
