trait,target_island,target_island_name,source_island,source_island_name,n_island,phi_mean,phi_std,phi_per_ind_mean,phi_per_ind_std,n_repeats,rank_mean_phi_per_ind,source_lat,source_lon,target_lat,target_lon,geo_distance_km,phi_per_ind_1e4,shapley_sign
body_mass,1,Myken,2,Træna,292,0.0495633329508118,0.075933778650066,0.0001697374416123,0.0002600471871577,10,5,66.498248,12.082706,66.760027,12.478567,33.94384131075169,1.697374416123,Positive
body_mass,1,Myken,3,Selvær,194,0.0165553708084398,0.0806363723187715,8.533696293010208e-05,0.000415651403705,10,9,66.586744,12.237925,66.760027,12.478567,21.98925342379559,0.8533696293010208,Positive
body_mass,1,Myken,4,Gjerøy,558,0.0626067567802601,0.0696412807051497,0.0001121984888535,0.000124805162554,10,7,66.615165,13.023725,66.760027,12.478567,28.895620061767442,1.121984888535,Positive
body_mass,1,Myken,5,Hestmannøy,1078,0.1562113311517478,0.0931547044358151,0.0001449084704561,8.641438259352053e-05,10,6,66.536102,12.838656,66.760027,12.478567,29.52729444660615,1.449084704561,Positive
body_mass,1,Myken,6,Indre Kvarøy,356,0.0219292927725001,0.0800146883205077,6.159913700140484e-05,0.0002247603604508,10,10,66.484892,12.945714,66.760027,12.478567,36.88857339434147,0.6159913700140484,Positive
body_mass,1,Myken,7,Onøy og Lurøy,259,-0.0257896463336644,0.0709091550598556,-9.95739240682024e-05,0.0002737805214666,10,13,66.406531,12.863522,66.760027,12.478567,42.830052595587574,-0.995739240682024,Negative
body_mass,1,Myken,8,Lovund,158,0.0604572423102509,0.0750713654125199,0.0003826407741155,0.0004751352241298,10,1,66.363291,12.339011,66.760027,12.478567,44.544783971350654,3.826407741155,Positive
body_mass,1,Myken,9,Sleneset,166,0.0421599991629404,0.0450273355802243,0.0002539758985719,0.0002712490095194,10,3,66.360922,12.595983,66.760027,12.478567,44.68134443444084,2.5397589857189997,Positive
body_mass,1,Myken,10,Aldra,173,0.0620781099012829,0.0401460957413543,0.0003588330052097,0.0002320583568864,10,2,66.408641,13.059615,66.760027,12.478567,46.75317456724916,3.588330052097,Positive
body_mass,1,Myken,11,Leka,583,0.0007158049800485,0.0584568865667056,1.2277958491398818e-06,0.0001002691021727,10,11,65.08345,11.634547,66.760027,12.478567,190.314131621147,0.012277958491398818,Positive
body_mass,1,Myken,12,Vega,397,-0.0788019378059265,0.0507505570327328,-0.0001984935461106,0.0001278351562537,10,14,65.657315,11.910286,66.760027,12.478567,125.23654512152534,-1.984935461106,Negative
body_mass,1,Myken,13,Vikna,584,0.0588808262085318,0.0756211273537427,0.0001008233325488,0.0001294882317701,10,8,64.905897,11.023292,66.760027,12.478567,216.53801730892877,1.008233325488,Positive
body_mass,1,Myken,14,Lauvøya,688,-0.0115305904448117,0.0534767027915145,-1.6759579134900768e-05,7.772776568534097e-05,10,12,63.928508,9.933058,66.760027,12.478567,336.1969051410113,-0.16759579134900768,Negative
