target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,1,Myken,0.1252765220531829,0.0013617013266650315,92,1,1
3,8,Lovund,0.041376422686425884,0.00027221330714753873,152,2,2
3,5,Hestmannøy,0.04025112071382822,3.786558863013003e-05,1063,3,5
3,2,Træna,0.029997027383223327,0.00010488471113015149,286,4,3
3,13,Southern 3,0.021203391707469033,3.6369454043686164e-05,583,5,6
3,9,Sleneset,0.016038697728888895,9.839691858214046e-05,163,6,4
3,6,Indre Kvarøy,0.00796490668954785,2.2887662900999568e-05,348,7,7
3,4,Gjerøy,0.007883443375630367,1.4204402478613275e-05,555,8,8
3,15,Southern 5,-0.0001812869682608515,-8.974602389151064e-07,202,9,9
3,0,Nesøy,-0.0015977129183582844,-1.3655665968874227e-05,117,10,12
3,12,Southern 2,-0.003400110106972582,-8.586136633769146e-06,396,11,11
3,11,Southern 1,-0.004068999562521009,-6.979416059212709e-06,583,12,10
3,10,Aldra,-0.006532017016034954,-3.7757323792109564e-05,173,13,13
3,7,Onøy og Lurøy,-0.022074213825704958,-8.589188259029167e-05,257,14,15
3,14,Southern 4,-0.03353463521047453,-6.90013070174373e-05,486,15,14
