n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,356,0.12718917062911164,1.659775972366333,shapley_mean,-1,1,356,5
13,2,448,0.141969329928427,1.6489651203155518,shapley_mean,-1,2,448,5
12,3,845,0.1318906340037727,1.6486684083938599,shapley_mean,-1,3,845,5
11,4,1331,0.1259825621067978,1.6476845741271973,shapley_mean,-1,4,1331,5
10,5,1623,0.12671257729276156,1.647396206855774,shapley_mean,-1,5,1623,5
9,6,1796,0.14071733013832904,1.643187165260315,shapley_mean,-1,6,1796,5
8,7,2055,0.12002743598575527,1.6484287977218628,shapley_mean,-1,7,2055,5
7,8,2639,0.11029230836525554,1.652357578277588,shapley_mean,-1,8,2639,5
6,9,3197,0.14087697970574364,1.6378989219665527,shapley_mean,-1,9,3197,5
5,10,3780,0.1425694355649742,1.6374211311340332,shapley_mean,-1,10,3780,5
4,11,3938,0.14875427023531168,1.6337586641311646,shapley_mean,-1,11,3938,5
3,12,4140,0.14556212194018306,1.6348508596420288,shapley_mean,-1,12,4140,5
2,13,4306,0.14753438406028196,1.633400797843933,shapley_mean,-1,13,4306,5
1,14,4500,0.14532698392042045,1.63552987575531,shapley_mean,-1,14,4500,5
0,15,4619,0.13974685187601274,1.6377816200256348,shapley_mean,-1,15,4619,5
14,1,356,-0.0028102178532246522,1.6984838247299194,random_individual,0,1,356,5
13,2,448,0.023760591062967403,1.6851614713668823,random_individual,0,2,448,5
12,3,845,0.05056650842679481,1.6752279996871948,random_individual,0,3,845,5
11,4,1331,0.05345425496344686,1.6718347072601318,random_individual,0,4,1331,5
10,5,1623,0.09138203969881178,1.661225438117981,random_individual,0,5,1623,5
9,6,1796,0.11118984586750155,1.6529771089553833,random_individual,0,6,1796,5
8,7,2055,0.11471965369590739,1.6534746885299683,random_individual,0,7,2055,5
7,8,2639,0.13095153695389375,1.6462410688400269,random_individual,0,8,2639,5
6,9,3197,0.13957816506889031,1.6392170190811157,random_individual,0,9,3197,5
5,10,3780,0.145061183755363,1.6398178339004517,random_individual,0,10,3780,5
4,11,3938,0.14622874278500694,1.6380318403244019,random_individual,0,11,3938,5
3,12,4140,0.140563572149092,1.6399167776107788,random_individual,0,12,4140,5
2,13,4306,0.14063030564130258,1.6392940282821655,random_individual,0,13,4306,5
1,14,4500,0.14164702222074652,1.6376115083694458,random_individual,0,14,4500,5
0,15,4619,0.13974685187601274,1.6377816200256348,random_individual,0,15,4619,5
14,1,356,0.0114087739749331,1.6759310960769653,random_individual,1,1,356,5
13,2,448,0.035495565715547975,1.6729313135147095,random_individual,1,2,448,5
12,3,845,0.07800874909373545,1.666894555091858,random_individual,1,3,845,5
11,4,1331,0.10231196637225558,1.6564370393753052,random_individual,1,4,1331,5
10,5,1623,0.12440498363940003,1.6515287160873413,random_individual,1,5,1623,5
9,6,1796,0.13099384659653182,1.6511012315750122,random_individual,1,6,1796,5
8,7,2055,0.13125943628832942,1.6504335403442383,random_individual,1,7,2055,5
7,8,2639,0.12000427975610038,1.6487044095993042,random_individual,1,8,2639,5
6,9,3197,0.12654978244857637,1.646223783493042,random_individual,1,9,3197,5
5,10,3780,0.12225615800752634,1.645935297012329,random_individual,1,10,3780,5
4,11,3938,0.12341502890435746,1.6455830335617065,random_individual,1,11,3938,5
3,12,4140,0.12530068077193593,1.645202875137329,random_individual,1,12,4140,5
2,13,4306,0.12762566447776422,1.6455470323562622,random_individual,1,13,4306,5
1,14,4500,0.14108686048158858,1.6373519897460938,random_individual,1,14,4500,5
0,15,4619,0.13974685187601274,1.6377816200256348,random_individual,1,15,4619,5
14,1,356,0.027681050097417455,1.6785794496536255,random_individual,2,1,356,5
13,2,448,0.02390014108601774,1.6834813356399536,random_individual,2,2,448,5
12,3,845,0.0498576003894099,1.6774723529815674,random_individual,2,3,845,5
11,4,1331,0.07714254391600778,1.663939356803894,random_individual,2,4,1331,5
10,5,1623,0.07703015809667565,1.663149356842041,random_individual,2,5,1623,5
9,6,1796,0.0900750171157864,1.6603864431381226,random_individual,2,6,1796,5
8,7,2055,0.08617784880433932,1.6611716747283936,random_individual,2,7,2055,5
7,8,2639,0.12500802765204985,1.6468724012374878,random_individual,2,8,2639,5
6,9,3197,0.11710714877431612,1.6519649028778076,random_individual,2,9,3197,5
5,10,3780,0.11109774150232724,1.6498260498046875,random_individual,2,10,3780,5
4,11,3938,0.10454969071341402,1.651330828666687,random_individual,2,11,3938,5
3,12,4140,0.12055178945731879,1.6457931995391846,random_individual,2,12,4140,5
2,13,4306,0.12500693560962184,1.6436961889266968,random_individual,2,13,4306,5
1,14,4500,0.14268405200933193,1.6371418237686157,random_individual,2,14,4500,5
0,15,4619,0.13974685187601274,1.6377816200256348,random_individual,2,15,4619,5
14,1,356,0.08280865717940923,1.6694669723510742,random_individual,3,1,356,5
13,2,448,0.07792350478501492,1.6660674810409546,random_individual,3,2,448,5
12,3,845,0.084050582468316,1.6664392948150635,random_individual,3,3,845,5
11,4,1331,0.12962195921167868,1.6483138799667358,random_individual,3,4,1331,5
10,5,1623,0.1252536252162539,1.6473512649536133,random_individual,3,5,1623,5
9,6,1796,0.1334790209079181,1.6446197032928467,random_individual,3,6,1796,5
8,7,2055,0.14225936699416775,1.6402291059494019,random_individual,3,7,2055,5
7,8,2639,0.13863516844704266,1.640652060508728,random_individual,3,8,2639,5
6,9,3197,0.14263506717315194,1.6378090381622314,random_individual,3,9,3197,5
5,10,3780,0.14629781537510658,1.636540174484253,random_individual,3,10,3780,5
4,11,3938,0.15052159530348244,1.6343379020690918,random_individual,3,11,3938,5
3,12,4140,0.15002683846963757,1.6349233388900757,random_individual,3,12,4140,5
2,13,4306,0.14983885711578143,1.633912444114685,random_individual,3,13,4306,5
1,14,4500,0.13807452703348674,1.638799786567688,random_individual,3,14,4500,5
0,15,4619,0.13974685187601274,1.6377816200256348,random_individual,3,15,4619,5
14,1,356,0.03563519222277778,1.680359125137329,random_individual,4,1,356,5
13,2,448,0.041830172057803906,1.6776827573776245,random_individual,4,2,448,5
12,3,845,0.09588527982599064,1.6662722826004028,random_individual,4,3,845,5
11,4,1331,0.10446855051616045,1.6688694953918457,random_individual,4,4,1331,5
10,5,1623,0.09638719616617718,1.662305235862732,random_individual,4,5,1623,5
9,6,1796,0.09918926367749062,1.660654902458191,random_individual,4,6,1796,5
8,7,2055,0.10279997287333946,1.6618149280548096,random_individual,4,7,2055,5
7,8,2639,0.12514630889052153,1.651396632194519,random_individual,4,8,2639,5
6,9,3197,0.12636335855874126,1.6492059230804443,random_individual,4,9,3197,5
5,10,3780,0.14555643697847956,1.6397866010665894,random_individual,4,10,3780,5
4,11,3938,0.13374092189185968,1.641812801361084,random_individual,4,11,3938,5
3,12,4140,0.14154881991149534,1.6376724243164062,random_individual,4,12,4140,5
2,13,4306,0.1431202890283799,1.6346333026885986,random_individual,4,13,4306,5
1,14,4500,0.14017678167376857,1.6366440057754517,random_individual,4,14,4500,5
0,15,4619,0.13974685187601274,1.6377816200256348,random_individual,4,15,4619,5
