target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,6,Indre Kvarøy,0.07459049335445131,0.00020952385773722278,356,1,1
5,14,Southern 4,0.0393040941538458,8.08726217157321e-05,486,2,4
5,12,Southern 2,0.032464727371666384,8.177513191855512e-05,397,3,3
5,13,Southern 3,0.02567106599322745,4.395730478292372e-05,584,4,8
5,2,Træna,0.023019492773587162,7.883387936159988e-05,292,5,5
5,1,Myken,0.01728097656307354,0.00018783670177253847,92,6,2
5,7,Onøy og Lurøy,0.01246860088806084,4.8141316170119076e-05,259,7,7
5,10,Aldra,0.011589578620557333,6.699178393385741e-05,173,8,6
5,4,Gjerøy,0.008317552555636445,1.490600816422302e-05,558,9,9
5,8,Lovund,-0.0005128553932344125,-3.245920210344383e-06,158,10,11
5,11,Southern 1,-0.0017167000396003506,-2.9445969804465704e-06,583,11,10
5,15,Southern 5,-0.020216256877791883,-0.00010008047959302913,202,12,12
5,0,Nesøy,-0.025353720663249195,-0.00021305647616175793,119,13,15
5,9,Sleneset,-0.03176540357217667,-0.00019135785284443778,166,14,13
5,3,Selvær,-0.039616507674173206,-0.0002042088024441918,194,15,14
